Time,C1 True RMS (?),C1 AC RMS (?),Position,Strain
661.5,0.046836482,0.046582154,4.362195531,0.145139629
661.6,0.078836637,0.078701386,4.39276325,0.153164099
661.7,0.118849186,0.118770763,4.416784919,0.159470135
661.8,0.112414484,0.112340403,4.433715813,0.163914741
661.9,0.089250059,0.089176017,4.442921889,0.166331469
662,0.096760254,0.096688546,4.444713507,0.166801795
662.1,0.094245511,0.094185896,4.438426645,0.165151402
662.2,0.111069302,0.111008153,4.424524877,0.161501987
662.3,0.089535107,0.089438938,4.403308573,0.155932399
662.4,0.046125793,0.045899605,4.375279458,0.14857435
662.5,0.027476403,0.027078678,4.341134862,0.139610898
662.6,0.016229278,0.015721065,4.301761357,0.129274781
662.7,0.010489419,0.009754968,4.257966792,0.117778072
662.8,0.008471967,0.007543119,4.211103738,0.105475841
662.9,0.008219584,0.006788595,4.162171102,0.092630314
663,0.008570766,0.007210113,4.112155987,0.07950062
663.1,0.008643634,0.007584677,4.062506947,0.066467027
663.2,0.009256863,0.008354029,4.014577158,0.053884761
663.3,0.014443036,0.013854244,3.969354628,0.042013191
663.4,0.026287246,0.02600113,3.927978157,0.031151267
663.5,0.049008349,0.048844366,3.891598656,0.02160112
663.6,0.07567558,0.075578628,3.861030936,0.01357665
663.7,0.11406117,0.11400557,3.837048631,0.007280947
663.8,0.111569551,0.111492066,3.820157705,0.002846834
663.9,0.08818243,0.088076616,3.810825668,0.000397038
664,0.099565662,0.099475288,3.809343503,7.94872E-06
664.1,0.096137022,0.096044451,3.815594332,0.001648882
664.2,0.108218082,0.108120256,3.829547877,0.00531189
664.3,0.082746625,0.082605251,3.850726635,0.010871622
664.4,0.047726776,0.047459801,3.878810253,0.018243979
664.5,0.02770604,0.02729715,3.913038723,0.027229449
664.6,0.015898337,0.015260006,3.952255684,0.03752447
664.7,0.010475906,0.009535998,3.996145628,0.049046217
664.8,0.008621489,0.007414883,4.042969925,0.061338275
664.9,0.00785354,0.006477969,4.091911947,0.074186266
665,0.008414616,0.006941224,4.142052418,0.087348867
665.1,0.008769604,0.007365774,4.191365965,0.100294389
665.2,0.009687541,0.008298696,4.23938205,0.112899308
665.3,0.015387068,0.014787585,4.284458029,0.124732406
665.4,0.028877723,0.028600082,4.325671295,0.135551487
665.5,0.048662123,0.048467488,4.362134973,0.145123731
665.6,0.076308931,0.076214891,4.39267968,0.15314216
665.7,0.111759418,0.11169628,4.416751309,0.159461312
665.8,0.114868184,0.11480193,4.433599541,0.163884218
665.9,0.088752031,0.088673037,4.442880104,0.1663205
666,0.095347871,0.09527869,4.44457937,0.166766582
666.1,0.106345321,0.106291214,4.438362756,0.165134631
666.2,0.108119186,0.108061522,4.424425259,0.161475835
666.3,0.089998859,0.089914281,4.40320956,0.155906407
666.4,0.049799067,0.049592072,4.375194374,0.148552014
666.5,0.026405495,0.026054181,4.341068853,0.139593569
666.6,0.01661871,0.016016633,4.301685054,0.12925475
666.7,0.010884156,0.009986934,4.258049757,0.117799852
666.8,0.008587449,0.007438162,4.211111005,0.105477748
666.9,0.007784016,0.006368541,4.162154146,0.092625862
667,0.00784369,0.00660988,4.112225932,0.079518982
667.1,0.008521801,0.007344836,4.062474549,0.066458522
667.2,0.009169181,0.008003093,4.014520536,0.053869897
667.3,0.014261833,0.013637394,3.969304667,0.042000076
667.4,0.027352377,0.026993284,3.928011161,0.031159931
667.5,0.048718118,0.048489117,3.891673445,0.021620753
667.6,0.077611889,0.077479771,3.861084227,0.01359064
667.7,0.114012516,0.113936709,3.837121301,0.007300024
667.8,0.129872659,0.129828298,3.820242183,0.002869011
667.9,0.092757091,0.092718762,3.810878051,0.00041079
668,0.096789757,0.096761464,3.809377113,1.67718E-05
668.1,0.104016614,0.103980192,3.815616133,0.001654605
668.2,0.11936392,0.119317969,3.829623878,0.005331842
668.3,0.097458699,0.097389644,3.850853808,0.010905006
668.4,0.052846816,0.052664914,3.878809041,0.018243661
668.5,0.030820883,0.030527673,3.912902164,0.0271936
668.6,0.017495259,0.017117801,3.952237516,0.037519701
668.7,0.010713618,0.010150199,3.996079317,0.04902881
668.8,0.008507681,0.007792681,4.042955694,0.061334539
668.9,0.00737012,0.006526725,4.091898019,0.074182609
669,0.007612167,0.007076115,4.141926154,0.087315721
669.1,0.008545751,0.007900272,4.191431974,0.100311717
669.2,0.009033703,0.008426397,4.239330575,0.112885795
669.3,0.013790871,0.013315208,4.284426538,0.12472414
669.4,0.025722076,0.025353421,4.325651614,0.13554632
669.5,0.049741451,0.049533082,4.362139817,0.145125003
669.6,0.080701036,0.080599337,4.392642134,0.153132304
669.7,0.112669947,0.112615485,4.416568423,0.159413302
669.8,0.137668559,0.137596704,4.433503556,0.16385902
669.9,0.074055734,0.073964583,4.442726285,0.16628012
670,0.069623864,0.069497759,4.444523656,0.166751956
670.1,0.073008961,0.072893146,4.438293417,0.165116428
670.2,0.07719042,0.077068641,4.424354406,0.161457235
670.3,0.085143016,0.085045316,4.403167472,0.155895358
670.4,0.087638302,0.087535548,4.375144716,0.148538978
670.5,0.085472399,0.085372076,4.341003753,0.13957648
670.6,0.092117105,0.092036882,4.301665978,0.129249743
670.7,0.0964841,0.0964072,4.257982235,0.117782126
670.8,0.100477664,0.100403647,4.211089506,0.105472105
670.9,0.099241786,0.099177004,4.162125381,0.092618311
671,0.07699848,0.076900069,4.112017006,0.079464136
671.1,0.061164297,0.061018185,4.062500891,0.066465437
671.2,0.047314873,0.047116823,4.014557174,0.053879515
671.3,0.034747675,0.034522394,3.969380971,0.042020106
671.4,0.027425496,0.027125464,3.928071114,0.03117567
671.5,0.020855815,0.020525442,3.891718864,0.021632676
671.6,0.015706634,0.015312119,3.861135096,0.013603994
671.7,0.013148948,0.012607178,3.837127659,0.007301693
671.8,0.011162765,0.010469205,3.820357244,0.002899216
671.9,0.009762249,0.009054296,3.810921653,0.000422236
672,0.008779839,0.008123991,3.809375599,1.63744E-05
672.1,0.008242448,0.007400233,3.815686381,0.001673046
672.2,0.008003438,0.006985111,3.82956665,0.005316818
672.3,0.008079867,0.006928773,3.850939195,0.010927422
672.4,0.008205566,0.007202623,3.878898668,0.018267189
672.5,0.008172212,0.007317601,3.912955455,0.02720759
672.6,0.008152815,0.007270817,3.952393151,0.037560557
672.7,0.008095455,0.007200332,3.995964559,0.048998684
672.8,0.008234621,0.007503177,4.042938738,0.061330088
672.9,0.009223001,0.008553396,4.09195343,0.074197156
673,0.013361027,0.012797204,4.141683012,0.087251893
673.1,0.018725329,0.01828984,4.191373838,0.100296455
673.2,0.024428255,0.024081705,4.239240949,0.112862267
673.3,0.032952918,0.032714562,4.284413821,0.124720801
673.4,0.043148954,0.042988702,4.325636777,0.135542425
673.5,0.054551715,0.054392646,4.362073506,0.145107595
673.6,0.072197686,0.072108156,4.392568253,0.153112909
673.7,0.084105919,0.084029469,4.416542988,0.159406625
673.8,0.098196653,0.098143961,4.43345299,0.163845746
673.9,0.125310573,0.125256806,4.44274415,0.16628481
674,0.126383539,0.126334365,4.444369233,0.166711418
674.1,0.095176671,0.095113919,4.438217719,0.165096556
674.2,0.082014782,0.081936581,4.424262963,0.16143323
674.3,0.083888015,0.083837559,4.403043631,0.155862848
674.4,0.087937182,0.087881725,4.375054181,0.148515211
674.5,0.088003089,0.087958211,4.34097953,0.139570121
674.6,0.091473164,0.091440087,4.301593308,0.129230666
674.7,0.092975886,0.092947788,4.25793833,0.117770601
674.8,0.093885287,0.093857483,4.211051658,0.105462169
674.9,0.090540227,0.090506685,4.162064823,0.092602414
675,0.074139885,0.074079839,4.112130856,0.079494023
675.1,0.058013805,0.057852906,4.062633817,0.066500332
675.2,0.04603155,0.0458485,4.014656489,0.053905587
675.3,0.03590505,0.035699667,3.969384604,0.04202106
675.4,0.027004993,0.026753701,3.928116835,0.031187672
675.5,0.020069382,0.019688533,3.891699182,0.02162751
675.6,0.015814991,0.01532332,3.861216244,0.013625296
675.7,0.012270217,0.011757029,3.837160361,0.007310278
675.8,0.010371186,0.009857116,3.820301531,0.00288459
675.9,0.009315576,0.008626545,3.810972219,0.00043551
676,0.008222224,0.007520117,3.809518516,5.38923E-05
676.1,0.007928415,0.006881814,3.815721202,0.001682187
676.2,0.007522873,0.006460591,3.829698668,0.005351475
676.3,0.007433312,0.006391267,3.85084109,0.010901668
676.4,0.007643338,0.006747633,3.878862938,0.018257809
676.5,0.007951847,0.006877711,3.912996937,0.027218479
676.6,0.007741615,0.006749413,3.952305342,0.037537506
676.7,0.00757646,0.006778216,3.996077197,0.049028253
676.8,0.007798732,0.006869712,4.043164015,0.061389226
676.9,0.008735676,0.007960068,4.091914975,0.074187061
677,0.011927247,0.01136549,4.141795348,0.087281382
677.1,0.017935766,0.017684292,4.1913372,0.100286837
677.2,0.023979713,0.023732681,4.23928879,0.112874826
677.3,0.031363507,0.031179103,4.284317533,0.124695524
677.4,0.041660149,0.041505868,4.325664936,0.135549818
677.5,0.051472841,0.051355293,4.362025362,0.145094957
677.6,0.0661818,0.06608272,4.392505575,0.153096455
677.7,0.080185543,0.08012723,4.416499386,0.159395179
677.8,0.094266027,0.094223294,4.433413627,0.163835413
677.9,0.114994691,0.1149525,4.442757473,0.166288308
678,0.119056718,0.119017322,4.444397392,0.16671881
678.1,0.098042265,0.097993109,4.438152618,0.165079467
678.2,0.08290303,0.082859373,4.424267504,0.161434423
678.3,0.084343806,0.084295966,4.403068762,0.155869445
678.4,0.088978948,0.088936622,4.375016332,0.148505275
678.5,0.088400979,0.088342677,4.340907162,0.139551123
678.6,0.092834629,0.092759536,4.301561817,0.129222399
678.7,0.096861816,0.096799533,4.257948019,0.117773144
678.8,0.098430816,0.098368471,4.211046207,0.105460738
678.9,0.089226775,0.089146149,4.162085412,0.092607819
679,0.075797178,0.07566678,4.112111477,0.079488936
679.1,0.056085889,0.055855687,4.062534501,0.06647426
679.2,0.045878005,0.0456086,4.014600776,0.053890961
679.3,0.036799373,0.03647531,3.969460908,0.042041091
679.4,0.027461089,0.027014809,3.928162254,0.031199595
679.5,0.020170373,0.01972874,3.891746721,0.021639989
679.6,0.015741094,0.015214399,3.861222603,0.013626965
679.7,0.012202389,0.011514633,3.837242417,0.007331819
679.8,0.010357694,0.009482499,3.820386312,0.002906846
679.9,0.009234281,0.00820457,3.811023088,0.000448864
680,0.00829209,0.007141106,3.80948854,4.60231E-05
680.1,0.007763657,0.006541834,3.815746031,0.001688705
680.2,0.007433409,0.006212135,3.829718652,0.005356721
680.3,0.007130007,0.006009115,3.850937378,0.010926945
680.4,0.007187241,0.006355747,3.878912899,0.018270925
680.5,0.007308412,0.006493402,3.913079297,0.0272401
680.6,0.007110798,0.006511064,3.952408291,0.037564532
680.7,0.007027077,0.006437925,3.996052671,0.049021815
680.8,0.007223393,0.006515141,4.043011711,0.061349244
680.9,0.007941208,0.007139495,4.091867134,0.074174502
681,0.010760004,0.010213219,4.141788686,0.087279634
681.1,0.016437334,0.016002103,4.191421679,0.100309014
681.2,0.021491003,0.021130876,4.2393224,0.112883649
681.3,0.028295742,0.028031273,4.284332673,0.124699499
681.4,0.04110571,0.040870161,4.325537461,0.135516354
681.5,0.049834566,0.049650774,4.361980246,0.145083113
681.6,0.059723925,0.059565279,4.392490435,0.153092481
681.7,0.078813541,0.078746072,4.416486366,0.159391761
681.8,0.088721427,0.088674336,4.433337324,0.163815382
681.9,0.104418911,0.104378724,4.442555814,0.166235369
682,0.113346063,0.113298418,4.444378922,0.166713962
682.1,0.096576069,0.096523434,4.438108411,0.165067861
682.2,0.084419145,0.084338154,4.424190595,0.161414233
682.3,0.075666453,0.075542349,4.402990642,0.155848937
682.4,0.07526102,0.07513709,4.374972428,0.14849375
682.5,0.08059296,0.080483279,4.340916549,0.139553587
682.6,0.080564924,0.080449876,4.301507315,0.129208091
682.7,0.08902058,0.088923556,4.257897453,0.11775987
682.8,0.09891326,0.098829852,4.211049538,0.105461612
682.9,0.09397634,0.093898659,4.162078751,0.09260607
683,0.079561588,0.079446103,4.11207817,0.079480192
683.1,0.059653851,0.059456437,4.062568717,0.066483242
683.2,0.049518848,0.049277004,4.014629844,0.053898592
683.3,0.03647683,0.036209067,3.96945243,0.042038865
683.4,0.02726451,0.026930586,3.928138939,0.031193475
683.5,0.021205477,0.020815182,3.891777605,0.021648097
683.6,0.01577567,0.015364901,3.861192627,0.013619096
683.7,0.011911681,0.011549605,3.837256346,0.007335475
683.8,0.009906504,0.009324455,3.820423253,0.002916544
683.9,0.008544598,0.00786548,3.811064267,0.000459674
684,0.007652188,0.006815165,3.809508827,5.13487E-05
684.1,0.00729283,0.006263504,3.815759354,0.001692203
684.2,0.007039762,0.005875949,3.829756198,0.005366577
684.3,0.00673982,0.005779961,3.850977347,0.010937437
684.4,0.006903602,0.0059256,3.878917744,0.018272197
684.5,0.007094766,0.006006293,3.913078691,0.027239941
684.6,0.007182797,0.00604922,3.952457949,0.037577568
684.7,0.007278272,0.005962219,3.996081436,0.049029366
684.8,0.007381538,0.006049789,4.042936315,0.061329452
684.9,0.007737601,0.00653921,4.091822624,0.074162817
685,0.00985703,0.008720797,4.141803523,0.087283529
685.1,0.014554711,0.013750605,4.191306012,0.10027865
685.2,0.019995804,0.019497454,4.239345715,0.112889769
685.3,0.026121613,0.025787324,4.284279382,0.124685509
685.4,0.037141628,0.036891678,4.325411803,0.135483366
685.5,0.045000148,0.044781974,4.361866094,0.145053147
685.6,0.061577399,0.061410085,4.39247681,0.153088904
685.7,0.07364634,0.073506869,4.416418238,0.159373876
685.8,0.086443635,0.086363736,4.433307953,0.163807672
685.9,0.10042667,0.100379836,4.442559144,0.166236244
686,0.114374716,0.114328456,4.444328659,0.166700767
686.1,0.104190376,0.10414901,4.438113256,0.165069133
686.2,0.082751573,0.082686191,4.424158499,0.161405807
686.3,0.073058404,0.072950806,4.40293614,0.15583463
686.4,0.072451922,0.072302263,4.374968794,0.148492796
686.5,0.078069642,0.077963843,4.340904437,0.139550408
686.6,0.079847651,0.079765631,4.301529116,0.129213814
686.7,0.086755469,0.086682093,4.257834472,0.117743337
686.8,0.094269797,0.094202396,4.210963242,0.105438958
686.9,0.08842577,0.088351676,4.162081779,0.092606865
687,0.08352748,0.083452165,4.11210209,0.079486471
687.1,0.061393562,0.061207308,4.062546916,0.066477519
687.2,0.049819823,0.049633005,4.014574735,0.053884125
687.3,0.035432826,0.03522449,3.969406708,0.042026863
687.4,0.027779819,0.027521707,3.92822039,0.031214857
687.5,0.020530595,0.020212686,3.891842403,0.021665107
687.6,0.015035252,0.014703526,3.861275289,0.013640796
687.7,0.011949829,0.011445219,3.837261493,0.007336826
687.8,0.009714699,0.009075315,3.820431125,0.002918611
687.9,0.008095141,0.007398777,3.811076076,0.000462774
688,0.007415615,0.006477101,3.809526692,5.60385E-05
688.1,0.007071091,0.005891691,3.815781458,0.001698005
688.2,0.006649482,0.005600739,3.829770732,0.005370393
688.3,0.006529304,0.005454504,3.850948884,0.010929965
688.4,0.006650152,0.005538191,3.878995561,0.018292625
688.5,0.006646227,0.005749654,3.913147122,0.027257905
688.6,0.006813105,0.005707347,3.952320481,0.03754148
688.7,0.006868535,0.005666548,3.996016942,0.049012435
688.8,0.006902632,0.005720248,4.042936921,0.061329611
688.9,0.007141418,0.005994995,4.091859564,0.074172515
689,0.008980856,0.008066292,4.141695729,0.087255231
689.1,0.01406213,0.013250093,4.191375049,0.100296773
689.2,0.018657712,0.018004036,4.239181602,0.112846687
689.3,0.024486585,0.023953158,4.284288465,0.124687894
689.4,0.033198042,0.032892321,4.325449349,0.135493223
689.5,0.044028462,0.043831088,4.361859129,0.145051319
689.6,0.054961953,0.054796469,4.392336314,0.153052022
689.7,0.071448139,0.071310273,4.416319831,0.159348043
689.8,0.083868243,0.083785196,4.43321439,0.16378311
689.9,0.099722916,0.09968234,4.442543399,0.16623211
690,0.109803934,0.109767957,4.444230857,0.166675092
690.1,0.097420433,0.097363705,4.438022721,0.165045367
690.2,0.077611797,0.077535075,4.424092491,0.161388479
690.3,0.071805365,0.071710459,4.40286135,0.155814996
690.4,0.072213474,0.072127691,4.374912778,0.148478091
690.5,0.076673594,0.076617374,4.340799066,0.139522746
690.6,0.078609889,0.078550192,4.30145039,0.129193148
690.7,0.083872199,0.083802766,4.257855062,0.117748742
690.8,0.082397103,0.08233847,4.21097596,0.105442297
690.9,0.083645387,0.083580741,4.162003962,0.092586437
691,0.078441132,0.078357513,4.112214729,0.079516041
691.1,0.055499797,0.055254271,4.062549641,0.066478234
691.2,0.04683174,0.046534471,4.014617126,0.053895254
691.3,0.035627079,0.035267583,3.969410342,0.042027817
691.4,0.026782936,0.026374027,3.928163465,0.031199913
691.5,0.01984117,0.019317052,3.891796076,0.021652946
691.6,0.015311082,0.014560956,3.861271655,0.013639842
691.7,0.011811291,0.010814796,3.837298131,0.007346444
691.8,0.010000936,0.008489147,3.820470791,0.002929023
691.9,0.008686588,0.007078773,3.811135423,0.000478354
692,0.00778928,0.006169342,3.80756975,-0.000457687
692.1,0.007499382,0.005648197,3.81016649,0.000223995
692.2,0.00714724,0.005280053,3.807600332,-0.000449659
692.3,0.007054188,0.005084776,3.808027268,-0.000337582
692.4,0.006923191,0.005229219,3.808919292,-0.000103413
692.4,0.006682675,0.005426322,3.808919292,-0.000103413
692.5,0.006712442,0.005444862,3.834829471,0.006698385
692.6,0.006689361,0.005416051,3.90229598,0.024409323
692.7,0.0067163,0.005458178,3.983284858,0.045670079
692.8,0.006983823,0.005731679,4.078580336,0.070686524
692.9,0.008506619,0.007459573,4.178827365,0.097002824
693,0.012781792,0.011981585,4.273758282,0.121923568
693.1,0.018516369,0.017999858,4.354404703,0.143094423
693.2,0.023443808,0.022924256,4.412867401,0.15844173
693.3,0.031604202,0.031271486,4.44335912,0.166446249
693.4,0.044573935,0.044307829,4.442823784,0.166305715
693.5,0.054604937,0.054376436,4.411325586,0.158036981
693.6,0.067712242,0.067537267,4.352287584,0.142538649
693.7,0.083457415,0.083352287,4.271209383,0.121254445
693.8,0.09288043,0.092794778,4.17585486,0.096222499
693.9,0.100909839,0.100829296,4.075457041,0.069866614
694,0.09795256,0.097865863,3.980443764,0.04492425
694.1,0.079438355,0.079351016,3.899758586,0.02374322
694.2,0.071545875,0.071455805,3.841013989,0.008321911
694.3,0.069680031,0.069580469,3.810622192,0.000343623
694.4,0.07140959,0.071316396,3.811179025,0.0004898
694.5,0.070626011,0.070518808,3.842522194,0.008717837
694.6,0.071519806,0.071401945,3.901598045,0.024226105
694.7,0.071218294,0.071091072,3.982616597,0.04549465
694.8,0.076144806,0.076009537,4.077887246,0.070504578
694.9,0.074828101,0.0746844,4.178283854,0.096860145
695,0.058874911,0.058659641,4.273177225,0.121771032
695.1,0.045586667,0.045345746,4.353910547,0.1429647
695.2,0.035544664,0.035209561,4.412466505,0.158336489
695.3,0.026988527,0.026588863,4.443077221,0.166372246
695.4,0.019596851,0.019253013,4.442468913,0.166212556
695.5,0.015151996,0.014662853,4.41106246,0.157967907
695.6,0.011635634,0.010956054,4.352015678,0.14246727
695.7,0.009642214,0.008458276,4.270950496,0.121186483
695.8,0.007939581,0.006580161,4.175546618,0.096141581
695.9,0.007105651,0.005815634,4.075279908,0.069820114
696,0.006712502,0.005377011,3.980299636,0.044886414
696.1,0.006735005,0.005075033,3.899653215,0.023715559
696.2,0.006552937,0.004996069,3.840875311,0.008285506
696.3,0.006429762,0.004964948,3.810481091,0.000306582
696.4,0.006554637,0.005067851,3.811074562,0.000462377
696.5,0.006632098,0.005104023,3.842451341,0.008699237
696.6,0.006373427,0.00513053,3.901495701,0.024199238
696.7,0.006191808,0.005105471,3.982533026,0.045472712
696.8,0.006565714,0.005397608,4.077887852,0.070504737
696.9,0.007273307,0.006223119,4.178209065,0.096840512
697,0.01150925,0.010848157,4.273215983,0.121781206
697.1,0.015975368,0.015569448,4.353874818,0.142955321
697.2,0.021002112,0.020530183,4.412415636,0.158323135
697.3,0.029482819,0.029134673,4.442932184,0.166334172
697.4,0.038327443,0.038037636,4.442423191,0.166200554
697.5,0.049119293,0.048862003,4.411017344,0.157956063
697.6,0.062926526,0.062774765,4.351970562,0.142455426
697.7,0.079952153,0.079858894,4.270823323,0.121153098
697.8,0.089151606,0.089088755,4.175559033,0.09614484
697.9,0.097870159,0.097801273,4.07519876,0.069798812
698,0.092840483,0.092761681,3.980224543,0.044866702
698.1,0.08085175,0.080739999,3.899612338,0.023704828
698.2,0.067605876,0.067483315,3.840829892,0.008273583
698.3,0.065584982,0.065424307,3.810488055,0.00030841
698.4,0.06630369,0.066127339,3.811342533,0.000532723
698.5,0.067789,0.067630376,3.842767455,0.008782221
698.6,0.07102605,0.070859258,3.901736118,0.024262351
698.7,0.075002556,0.074840943,3.982722271,0.045522391
698.8,0.079600867,0.079465128,4.077926003,0.070514753
698.9,0.076713922,0.076584925,4.178255089,0.096852594
699,0.06190156,0.061714098,4.27314089,0.121761493
699.1,0.045051799,0.044801402,4.353774897,0.14292909
699.2,0.035842987,0.035517635,4.412241228,0.158277351
699.3,0.026599616,0.026071663,4.442777457,0.166293554
699.4,0.019493078,0.018864317,4.44220942,0.166144436
699.5,0.014640577,0.013943031,4.410827191,0.157906145
699.6,0.010911981,0.009935674,4.351840058,0.142421167
699.7,0.009028163,0.007738917,4.270903563,0.121174162
699.8,0.007693353,0.006294752,4.175577503,0.096149688
699.9,0.007173013,0.005356868,4.075299286,0.069825201
700,0.006821508,0.005041827,3.980442553,0.044923932
700.1,0.006452229,0.00470019,3.899774028,0.023747274
700.2,0.006223913,0.00457591,3.841161146,0.008360542
700.3,0.006209521,0.004592063,3.810828393,0.000397754
700.4,0.006508773,0.004739898,3.811666823,0.000617854
700.5,0.006534014,0.004777493,3.842967298,0.008834683
700.6,0.00642364,0.004779658,3.901973809,0.024324748
700.7,0.0063111,0.004818053,3.982880026,0.045563804
700.8,0.006429595,0.005033275,4.078002913,0.070534942
700.9,0.00698583,0.005696778,4.178236013,0.096847586
701,0.010541757,0.009587694,4.273089113,0.121747901
701.1,0.015078673,0.014509357,4.35364288,0.142894434
701.2,0.020479775,0.020003702,4.412059856,0.158229738
701.3,0.027387652,0.026910404,4.442572467,0.166239741
701.4,0.036259561,0.035858271,4.44205106,0.166102864
701.5,0.048691941,0.048406994,4.410670042,0.157864891
701.6,0.062633494,0.06240773,4.351726814,0.142391439
701.7,0.078484249,0.078313947,4.270798797,0.12114666
701.8,0.090401141,0.090255419,4.175622922,0.096161611
701.9,0.104082187,0.103966242,4.075421917,0.069857394
702,0.093855883,0.093753238,3.980627862,0.044972579
702.1,0.080813903,0.080685016,3.900125267,0.023839479
702.2,0.065980553,0.065764239,3.841475444,0.008443049
702.3,0.058977673,0.058692859,3.811129368,0.000476764
702.4,0.059018009,0.058744257,3.811982332,0.00070068
702.5,0.062128247,0.061915335,3.843217101,0.00890026
702.6,0.063121356,0.06290623,3.902196361,0.024383171
702.7,0.069289639,0.069130471,3.983060792,0.045611258
702.8,0.075701099,0.075545778,4.078111312,0.070563399
702.9,0.073883491,0.073706138,4.178242675,0.096849335
703,0.062578416,0.062311254,4.273007056,0.12172636
703.1,0.046750121,0.046366294,4.353556887,0.142871859
703.2,0.035979219,0.035478828,4.411929353,0.158195479
703.3,0.026405254,0.025847818,4.442433789,0.166203336
703.4,0.019003419,0.018432449,4.441847281,0.166049369
703.5,0.014619313,0.013857513,4.410490487,0.157817756
703.6,0.011114969,0.010150032,4.351612359,0.142361393
703.7,0.008490081,0.007359836,4.270700693,0.121120906
703.8,0.007265485,0.005892819,4.175658348,0.096170911
703.9,0.006907119,0.005089554,4.075552723,0.069891732
704,0.006603725,0.004633517,3.980842844,0.045029014
704.1,0.006405915,0.004394569,3.900318448,0.023890192
704.2,0.006564322,0.004081224,3.84169739,0.008501314
704.3,0.006660257,0.004040236,3.811378868,0.000542262
704.4,0.006796808,0.004123655,3.812168851,0.000749644
704.5,0.006789301,0.004237012,3.843427238,0.008955424
704.6,0.007010956,0.004224981,3.902365319,0.024427525
704.7,0.006797346,0.004221141,3.983164347,0.045638443
704.8,0.006742227,0.004442915,4.0781643,0.070577309
704.9,0.007344839,0.005313052,4.178252667,0.096851958
705,0.009090215,0.007717808,4.272954976,0.121712688
705.1,0.014106413,0.013333771,4.353420025,0.142835931
705.2,0.019245604,0.01876935,4.411766451,0.158152715
705.3,0.02544056,0.024978938,4.442262106,0.166158267
705.4,0.034716942,0.034294872,4.441697097,0.166009944
705.5,0.044525864,0.044184058,4.410356048,0.157782463
705.6,0.05511867,0.054830928,4.351526366,0.142338818
705.7,0.070497172,0.070318702,4.270732789,0.121129332
705.8,0.077691425,0.077574921,4.175682269,0.096177191
705.9,0.096672382,0.096603338,4.075583608,0.06989984
706,0.091369804,0.09129147,3.980939434,0.045054371
706.1,0.080285719,0.080190562,3.900516171,0.023942097
706.2,0.063256484,0.063071543,3.841927512,0.008561724
706.3,0.054684934,0.054511771,3.811621404,0.000605931
706.4,0.054445763,0.05426911,3.812440758,0.000821023
706.5,0.055949457,0.055735443,3.843670683,0.009019332
706.6,0.05968942,0.059537503,3.902535488,0.024472197
706.7,0.066191665,0.066050451,3.983277288,0.045668091
706.8,0.0720314,0.071906429,4.078279058,0.070607435
706.9,0.069953417,0.069837419,4.178179694,0.096832801
707,0.05980743,0.059628749,4.272899868,0.121698221
707.1,0.043433006,0.043126806,4.353298606,0.142804057
707.2,0.035587047,0.035285332,4.411677733,0.158129425
707.3,0.025793357,0.025290453,4.442097387,0.166115026
707.4,0.01865947,0.017995101,4.441577797,0.165978626
707.5,0.013598718,0.012739016,4.410262485,0.157757902
707.6,0.010668281,0.009712125,4.35145188,0.142319264
707.7,0.008444012,0.007001676,4.270608947,0.121096821
707.8,0.007447601,0.005733798,4.175684691,0.096177827
707.9,0.006556482,0.004765732,4.075668995,0.069922255
708,0.006123976,0.00433828,3.98099969,0.045070189
708.1,0.005787128,0.004091428,3.90065606,0.02397882
708.2,0.005822125,0.003839859,3.842110398,0.008609734
708.3,0.005551797,0.003861103,3.811797931,0.000652272
708.4,0.005273036,0.003959729,3.812581556,0.000857985
708.5,0.005418834,0.00402524,3.843829346,0.009060983
708.6,0.005819474,0.004083332,3.902682645,0.024510828
708.7,0.005634972,0.004084403,3.983330579,0.045682081
708.8,0.005640981,0.004280769,4.078259983,0.070602427
708.9,0.00642533,0.004954673,4.178248125,0.096850765
709,0.008026936,0.006949892,4.272837796,0.121681927
709.1,0.013619107,0.012917162,4.353237139,0.142787921
709.2,0.017400851,0.016988494,4.411495149,0.158081494
709.3,0.022031683,0.021614911,4.441980813,0.166084423
709.4,0.033772016,0.033345517,4.441437604,0.165941823
709.5,0.042664393,0.04230904,4.410146213,0.157727379
709.6,0.054815186,0.054521288,4.351339544,0.142289775
709.7,0.065978101,0.065757707,4.270521137,0.12107377
709.8,0.074855596,0.074697296,4.175695895,0.096180768
709.9,0.090181646,0.090087618,4.075695338,0.069929171
710,0.083734038,0.083632219,3.981086288,0.045092922
710.1,0.075038995,0.074898436,3.900797464,0.024015941
710.2,0.061084636,0.060846844,3.842244232,0.008644867
710.3,0.054301386,0.054016638,3.812011097,0.000708231
710.4,0.053632438,0.053335663,3.812737494,0.000898921
710.5,0.054596448,0.05434706,3.843924725,0.009086021
710.6,0.056703114,0.056481642,3.902776207,0.024535389
710.7,0.062707192,0.062545349,3.983434437,0.045709345
710.8,0.066485761,0.066341176,4.078334469,0.070621981
710.9,0.064882226,0.064742254,4.178221176,0.096843691
711,0.055408736,0.055207024,4.272832346,0.121680496
711.1,0.04262935,0.042353861,4.353129345,0.142759623
711.2,0.035017626,0.034657856,4.411412185,0.158059715
711.3,0.024599401,0.02413983,4.441852126,0.166050641
711.4,0.018179273,0.017573701,4.441293778,0.165904067
