Time,C1 True RMS (?),C1 AC RMS (?),Position,Strain
383.1,0.270102509,0.270065915,4.035214524,0.05930237
383.2,0.204594567,0.204551198,4.005432549,0.051484169
383.3,0.175953997,0.175894647,3.975504325,0.043627576
383.4,0.129387259,0.129346161,3.946203486,0.03593568
383.5,0.108218047,0.108175799,3.918133191,0.028566821
383.6,0.090092584,0.090041508,3.892162756,0.021749205
383.7,0.082996208,0.082902471,3.868921079,0.015647927
383.8,0.06908447,0.068944343,3.848822985,0.010371886
383.9,0.061567262,0.061376545,3.832496765,0.006086016
384,0.052337093,0.052136492,3.820309403,0.002886657
384.1,0.048854199,0.04865725,3.812518575,0.000841451
384.2,0.046005372,0.045749392,3.809259327,-1.41487E-05
384.3,0.044283074,0.043983061,3.810745428,0.000375974
384.4,0.046089164,0.045777565,3.816919046,0.001996639
384.5,0.046729978,0.046475546,3.827705996,0.00482837
384.6,0.046112419,0.045870364,3.842490704,0.00870957
384.7,0.047668886,0.047429597,3.861296181,0.013646281
384.8,0.050078963,0.04985682,3.883465976,0.019466174
384.9,0.052465942,0.052268595,3.908499271,0.026037777
385,0.057434965,0.057256815,3.935787455,0.033201321
385.1,0.063015772,0.062878058,3.964657725,0.040780186
385.2,0.075435082,0.075342218,3.994281037,0.048556735
385.3,0.09350398,0.093443497,4.024360657,0.056453072
385.4,0.139951574,0.139893194,4.053647568,0.064141311
385.5,0.235029431,0.23498261,4.081614308,0.071482986
385.6,0.357855096,0.357837781,4.107481188,0.078273417
385.7,0.439429707,0.439406992,4.130864269,0.084411815
385.8,0.482287525,0.482259209,4.150841247,0.089656062
385.9,0.404553875,0.404532479,4.167196232,0.093949483
386,0.331727188,0.331683483,4.179355131,0.097141371
386.1,0.270974697,0.270911115,4.187154437,0.099188801
386.2,0.216183631,0.216129701,4.190329812,0.100022384
386.3,0.220301011,0.220255828,4.188971792,0.099665884
386.4,0.231476121,0.231412176,4.182875386,0.098065489
386.5,0.258882038,0.258801796,4.172167767,0.095254583
386.6,0.232462239,0.232415674,4.157243169,0.09133666
386.7,0.277359671,0.277317862,4.138552753,0.086430154
386.8,0.357630066,0.357603701,4.116365396,0.080605651
386.9,0.401119356,0.401090393,4.09139054,0.074049389
387,0.331491717,0.331469523,4.064006977,0.066860806
387.1,0.281557969,0.281520921,4.035210588,0.059301336
387.2,0.214827773,0.214770453,4.005491896,0.051499748
387.3,0.171637174,0.171578075,3.975381997,0.043595463
387.4,0.128461317,0.12841569,3.946098114,0.035908019
387.5,0.103184286,0.103138936,3.918083533,0.028553785
387.6,0.088288521,0.088214368,3.892196366,0.021758028
387.7,0.081327202,0.081238522,3.868871421,0.015634891
387.8,0.067594159,0.067448808,3.848885057,0.01038818
387.9,0.059860112,0.059711327,3.832534614,0.006095952
388,0.049887152,0.049726767,3.820301228,0.002884511
388.1,0.047057462,0.046907244,3.812460137,0.00082611
388.2,0.043907497,0.043745282,3.809302323,-2.86154E-06
388.3,0.041556567,0.041407399,3.810766623,0.000381538
388.4,0.043416414,0.043244966,3.816942663,0.002002839
388.5,0.04538901,0.045136278,3.827674203,0.004820024
388.6,0.044797251,0.044528664,3.842528553,0.008719506
388.7,0.045485022,0.045262187,3.86130254,0.01364795
388.8,0.048055332,0.047824285,3.883464159,0.019465697
388.9,0.051309694,0.05107808,3.908463844,0.026028477
389,0.057149214,0.056959923,3.935712363,0.033181608
389.1,0.064325461,0.064152937,3.96458233,0.040760394
389.2,0.076573156,0.076455381,3.994347349,0.048574143
389.3,0.088318837,0.088229191,4.024291923,0.056435028
389.4,0.124183152,0.124096034,4.053685114,0.064151167
389.5,0.244024096,0.243935495,4.081608555,0.071481476
389.6,0.370232634,0.370177229,4.107556583,0.07829321
389.7,0.421879695,0.421842113,4.130840954,0.084405695
389.8,0.414302453,0.4142751,4.150814601,0.089649067
389.9,0.388174245,0.388138093,4.167133857,0.093933109
390,0.369647969,0.369616498,4.179346047,0.097138986
390.1,0.287305795,0.287252537,4.187152317,0.099188245
390.2,0.240649511,0.240582888,4.190289238,0.100011732
390.3,0.275566174,0.27551454,4.188922134,0.099652848
390.4,0.263727985,0.263664096,4.182775465,0.098039258
390.5,0.274006848,0.273945879,4.172195927,0.095261975
390.6,0.264118247,0.264057319,4.157247711,0.091337852
390.7,0.337671478,0.337633339,4.138535494,0.086425623
390.8,0.417205802,0.417191071,4.116366304,0.080605889
390.9,0.43480709,0.434789249,4.09132877,0.074033174
391,0.318145209,0.318115728,4.064026961,0.066866052
391.1,0.273404962,0.273369323,4.035223305,0.059304675
391.2,0.224034972,0.223981721,4.005478876,0.05149633
391.3,0.162956803,0.162882592,3.975509473,0.043628927
391.4,0.122873329,0.122826655,3.946171995,0.035927414
391.5,0.103116305,0.103065453,3.918157112,0.0285731
391.6,0.087345406,0.08728388,3.89223906,0.021769235
391.7,0.07686326,0.076782041,3.868919565,0.01564753
391.8,0.064241761,0.064115085,3.848904435,0.010393268
391.9,0.057445355,0.057316594,3.832546423,0.006099052
392,0.050543684,0.050390186,3.820350583,0.002897467
392.1,0.045464143,0.045247892,3.812536137,0.000846062
392.2,0.043024576,0.042809173,3.809286881,-6.91539E-06
392.3,0.04080859,0.040609427,3.810778735,0.000384718
392.4,0.042016349,0.041786801,3.816956592,0.002006495
392.5,0.043236518,0.043004756,3.827704482,0.004827972
392.6,0.042554715,0.042311559,3.842599709,0.008738185
392.7,0.043894223,0.043674637,3.861342206,0.013658363
392.8,0.047073257,0.046812042,3.883386039,0.019445189
392.9,0.048587908,0.048335395,3.908463542,0.026028397
393,0.053679518,0.053415239,3.935636665,0.033161736
393.1,0.059523179,0.059273557,3.964757646,0.040806417
393.2,0.070267338,0.070129976,3.994347349,0.048574143
393.3,0.083443299,0.083350151,4.024287684,0.056433915
393.4,0.129336579,0.129272052,4.05346014,0.064092108
393.5,0.228533455,0.22849094,4.081548905,0.071465817
393.6,0.419035534,0.418997795,4.10747604,0.078272066
393.7,0.481998976,0.481976811,4.1308243,0.084401323
393.8,0.498996379,0.498963337,4.150841247,0.089656062
393.9,0.43220363,0.432162931,4.16712659,0.093931201
394,0.359137726,0.359105726,4.179333935,0.097135806
394.1,0.265864439,0.265816599,4.187046643,0.099160504
394.2,0.221216296,0.221160117,4.19027864,0.10000895
394.3,0.290055881,0.290003513,4.188903967,0.099648078
394.4,0.325839803,0.325796794,4.182761234,0.098035522
394.5,0.354628978,0.354609544,4.172153838,0.095250927
394.6,0.293857456,0.29380702,4.157260731,0.09134127
394.7,0.39888249,0.398858083,4.13850794,0.08641839
394.8,0.397521639,0.397494228,4.116322702,0.080594443
394.9,0.375721686,0.3756778,4.091266093,0.07401672
395,0.335595959,0.335555819,4.064051184,0.066872411
395.1,0.307414968,0.307374782,4.035216947,0.059303005
395.2,0.224954452,0.224898341,4.005505824,0.051503405
395.3,0.173904345,0.173828949,3.975426205,0.043607068
395.4,0.130257159,0.130195719,3.946280092,0.03595579
395.5,0.105599982,0.105524082,3.918222515,0.028590269
395.6,0.086670793,0.086588708,3.892245418,0.021770905
395.7,0.072817214,0.072712752,3.868935916,0.015651822
395.8,0.064733627,0.064568614,3.848883543,0.010387783
395.9,0.056047471,0.055826266,3.832561865,0.006103106
396,0.049006795,0.048762733,3.82040993,0.002913046
396.1,0.045648545,0.045336023,3.812497986,0.000836046
396.2,0.04196312,0.041650403,3.809291725,-5.64359E-06
396.3,0.039848113,0.039480248,3.808908391,-0.000106274
396.4,0.039838073,0.039503779,3.809427376,2.99667E-05
396.5,0.041827157,0.041491661,3.808264354,-0.000275344
396.6,0.040823094,0.040504115,3.80856654,-0.000196015
396.6,0.042222098,0.04196487,3.80856654,-0.000196015
396.7,0.04586092,0.045640281,3.810949509,0.000429549
396.8,0.047035286,0.046803195,3.83621989,0.00706339
396.9,0.05242366,0.052166397,3.878869903,0.018259638
397,0.057128466,0.056860911,3.930615774,0.03184368
397.1,0.068774422,0.068588343,3.989392467,0.047273415
397.2,0.077830046,0.077702115,4.049421203,0.063031829
397.3,0.121735191,0.121642264,4.104302482,0.077438961
397.4,0.18384975,0.183741779,4.148891874,0.089144324
397.5,0.390426202,0.390383395,4.17914893,0.09708724
397.6,0.435297831,0.435251755,4.191697825,0.100381507
397.7,0.532162629,0.53213339,4.185605052,0.098782066
397.8,0.37002164,0.369991089,4.161278473,0.092395985
397.9,0.348100584,0.348058487,4.12123701,0.08188452
398,0.262509097,0.262445366,4.069413018,0.06827997
398.1,0.237996388,0.237928454,4.010785299,0.052889343
398.2,0.281669473,0.2816138,3.950620004,0.03709508
398.3,0.307319382,0.307284015,3.895470452,0.022617523
398.4,0.384643954,0.384627723,3.850683639,0.010860334
398.5,0.399200508,0.399171211,3.820529533,0.002944444
398.6,0.314087626,0.314046371,3.807969132,-0.000352844
398.7,0.325835107,0.325805777,3.814130335,0.001264562
398.8,0.419361216,0.419344439,3.838334889,0.007618608
398.9,0.346777322,0.346748111,3.878350918,0.018123397
399,0.267720019,0.267670311,3.930350226,0.03177397
399.1,0.210789533,0.21073013,3.988977643,0.047164517
399.2,0.171124386,0.171048694,4.049095702,0.06294638
399.3,0.124887177,0.124829042,4.104104759,0.077387056
399.4,0.101307483,0.101230739,4.14865055,0.089080972
399.5,0.083179263,0.083071695,4.178992084,0.097046065
399.6,0.070825145,0.070701833,4.191483751,0.100325309
399.7,0.059166854,0.059008495,4.185419441,0.09873334
399.8,0.053263613,0.053120914,4.16112526,0.092355765
399.9,0.046785585,0.046544096,4.121061996,0.081838577
400,0.042398424,0.042171526,4.069243152,0.068235378
400.1,0.039170557,0.03893186,4.010582731,0.052836166
400.2,0.037773934,0.037539456,3.950610617,0.037092616
400.3,0.038342815,0.038129758,3.895376586,0.022592882
400.4,0.040026435,0.039796486,3.850577359,0.010832434
400.5,0.040324283,0.040187379,3.820486233,0.002933077
400.6,0.041414122,0.041219404,3.807886167,-0.000374623
400.7,0.043899028,0.04363827,3.814064932,0.001247392
400.8,0.044907533,0.044665247,3.838317933,0.007614157
400.9,0.048610118,0.04838954,3.878335475,0.018119343
401,0.055482216,0.055304197,3.930237588,0.0317444
401.1,0.065523347,0.065414307,3.988929499,0.047151879
401.2,0.07977589,0.079730536,4.049004259,0.062922375
401.3,0.119429301,0.119397707,4.104081444,0.077380935
401.4,0.173847862,0.173791037,4.148565465,0.089058636
401.5,0.374378824,0.374338522,4.178958171,0.097037163
401.6,0.380245435,0.380188778,4.191478301,0.100323878
401.7,0.393064374,0.393025273,4.18540854,0.098730478
401.8,0.377396244,0.377362568,4.161091348,0.092346862
401.9,0.358650169,0.358611715,4.121066236,0.08183969
402,0.337377441,0.337303547,4.06923104,0.068232199
402.1,0.223290033,0.223204776,4.010577584,0.052834815
402.2,0.232310622,0.232242253,3.950509485,0.037066068
402.3,0.257440413,0.257363564,3.895355088,0.022587238
402.4,0.281820161,0.281696409,3.850629136,0.010846027
402.5,0.275252937,0.275169309,3.820471699,0.002929262
402.6,0.294457395,0.29439321,3.807888286,-0.000374067
402.7,0.318935074,0.318887321,3.814296265,0.001308121
402.8,0.406931417,0.406899879,3.838502939,0.007662724
402.9,0.387705672,0.387669245,3.878510792,0.018165366
403,0.26571549,0.265655154,3.930385653,0.03178327
403.1,0.212131659,0.212064845,3.989016703,0.047174771
403.2,0.163606612,0.163506608,4.049020913,0.062926747
403.3,0.116399929,0.116333111,4.103992423,0.077357566
403.4,0.093370467,0.093290395,4.148477958,0.089035665
403.5,0.080888461,0.080798502,4.178841899,0.09700664
403.6,0.066747478,0.066632452,4.191358698,0.100292481
403.7,0.058254796,0.058100768,4.185248364,0.09868843
403.8,0.049566744,0.049362464,4.160963872,0.092313398
403.9,0.044620646,0.044422973,4.120985087,0.081818387
404,0.041488107,0.041304875,4.069207725,0.068226078
404.1,0.037625891,0.03738837,4.010624819,0.052847215
404.2,0.036346095,0.036091237,3.950709933,0.037118688
404.3,0.036388708,0.036092285,3.895524349,0.022631671
404.4,0.038634899,0.038277416,3.85077054,0.010883147
404.5,0.037836116,0.037432332,3.820690921,0.002986811
404.6,0.038291317,0.037902055,3.808128097,-0.000311113
404.7,0.04046647,0.040166304,3.814506705,0.001363364
404.8,0.041844415,0.041585568,3.838680072,0.007709224
404.9,0.046289245,0.046057047,3.87877846,0.018235632
405,0.050575359,0.050363768,3.93047104,0.031805685
405.1,0.060734838,0.060562579,3.989092401,0.047194643
405.2,0.07230451,0.072184467,4.049060275,0.06293708
405.3,0.102286966,0.10219936,4.103852231,0.077320764
405.4,0.161776236,0.161681336,4.148440412,0.089025808
405.5,0.281757039,0.28168495,4.178699587,0.096969281
405.6,0.284757657,0.28469963,4.191210633,0.100253612
405.7,0.358187547,0.358122197,4.185164793,0.098666491
405.8,0.375213489,0.375178494,4.160846086,0.092282478
405.9,0.322055478,0.322010315,4.120952991,0.081809961
406,0.282912881,0.282856807,4.069210753,0.068226873
406.1,0.223659366,0.223590085,4.010725043,0.052873525
406.2,0.244724936,0.24465937,3.950773216,0.037135301
406.3,0.241205933,0.241141544,3.895660302,0.022667361
406.4,0.240501693,0.240436755,3.850959482,0.010932747
406.5,0.267747688,0.267664296,3.820894094,0.003040146
406.6,0.266260388,0.26619568,3.808357008,-0.000251021
406.7,0.32403996,0.324004086,3.814705942,0.001415667
406.8,0.336302482,0.336249291,3.838861141,0.007756757
406.9,0.338114895,0.33806674,3.878787846,0.018238097
407,0.26876225,0.268660764,3.93063152,0.031847813
407.1,0.207782461,0.207681836,3.989101484,0.047197027
407.2,0.165575415,0.165488342,4.048996386,0.062920308
407.3,0.110661273,0.110613001,4.103896135,0.077332289
407.4,0.097583832,0.09752793,4.148364109,0.089005777
407.5,0.077082855,0.077002894,4.178626009,0.096949965
407.6,0.066691982,0.066543774,4.191075588,0.100218161
407.7,0.056551911,0.056370493,4.185029445,0.09863096
407.8,0.050345895,0.050148793,4.160811871,0.092273496
407.9,0.043490318,0.043261381,4.12091484,0.081799946
408,0.039796069,0.039467844,4.069206514,0.06822576
408.1,0.036872982,0.036503231,4.010782271,0.052888548
408.2,0.034519053,0.034137665,3.950838619,0.03715247
408.3,0.034668837,0.034336909,3.895836829,0.022713702
408.4,0.036134073,0.03581878,3.851144185,0.010981234
408.5,0.036206329,0.035909641,3.821090303,0.003091654
408.6,0.036467086,0.036139672,3.808581982,-0.000191962
408.7,0.037423584,0.037073794,3.814890342,0.001464074
408.8,0.039711013,0.039446256,3.839013748,0.007796819
408.9,0.04323158,0.042922623,3.878952262,0.018281258
409,0.048355578,0.048098774,3.930587009,0.031836129
409.1,0.057836243,0.05758418,3.989181119,0.047217933
409.2,0.069609413,0.06943018,4.049078746,0.062941929
409.3,0.101000277,0.100905438,4.103907339,0.07733523
409.4,0.156619323,0.156534368,4.148314451,0.088992742
409.5,0.261745603,0.261661162,4.178564542,0.096933829
409.6,0.387207115,0.387170998,4.190977181,0.100192327
409.7,0.389687848,0.38965446,4.184971309,0.098615699
409.8,0.38611314,0.386078553,4.160726484,0.09225108
409.9,0.334884225,0.334838611,4.1208346,0.081778882
410,0.295167833,0.295115951,4.06921802,0.068228781
410.1,0.201372262,0.20129046,4.010827084,0.052900313
410.2,0.195338224,0.19525159,3.950897664,0.03716797
410.3,0.20156456,0.201502334,3.895875587,0.022723876
410.4,0.193198689,0.19312647,3.851280138,0.011016924
410.5,0.204991718,0.204927048,3.821287117,0.003143321
410.6,0.24078742,0.240733274,3.808713394,-0.000157464
410.7,0.293696051,0.293647239,3.815011459,0.001495869
410.8,0.387960537,0.387941342,3.839138498,0.007829567
410.9,0.328853518,0.32881313,3.879084279,0.018315915
411,0.265226166,0.265167234,3.930770501,0.031884298
411.1,0.193611717,0.193536621,3.989173852,0.047216025
411.2,0.165225945,0.165138404,4.049052706,0.062935093
411.3,0.112168055,0.112115053,4.10386192,0.077323307
411.4,0.090014911,0.089955627,4.148247837,0.088975254
411.5,0.071828568,0.071721242,4.178521243,0.096922463
411.6,0.063912335,0.063778227,4.190936304,0.100181596
411.7,0.055020338,0.054779764,4.184912265,0.098600199
411.8,0.047218921,0.046935411,4.160727392,0.092251319
411.9,0.040806188,0.04055872,4.120846409,0.081781982
412,0.038430628,0.038231624,4.069205,0.068225363
412.1,0.035194942,0.034968854,4.010790143,0.052890615
412.2,0.033401705,0.033116661,3.951007274,0.037196744
412.3,0.03363999,0.03334128,3.895972783,0.022749392
412.4,0.035047131,0.034742189,3.851424873,0.011054919
412.5,0.035000495,0.034667492,3.821405811,0.00317448
412.6,0.035762256,0.035382449,3.808856614,-0.000119867
412.7,0.036997846,0.036658391,3.815143476,0.001530526
412.8,0.039147387,0.038929077,3.839238419,0.007855798
412.9,0.042092241,0.041890994,3.879123945,0.018326327
413,0.048536819,0.048280317,3.930892223,0.031916252
413.1,0.056327094,0.056122467,3.989297088,0.047248376
413.2,0.066138888,0.0659978,4.049102666,0.062948208
413.3,0.090067323,0.089986346,4.103824677,0.07731353
413.4,0.156862369,0.156778523,4.148123995,0.088942744
413.5,0.20522687,0.205170619,4.178427075,0.096897742
413.6,0.319303968,0.319279201,4.19087514,0.10016554
413.7,0.345442519,0.345405788,4.184777826,0.098564907
413.8,0.377714602,0.377681448,4.160600825,0.092218093
413.9,0.349438292,0.349408728,4.120768289,0.081761474
414,0.263344629,0.263304259,4.069149892,0.068210896
414.1,0.182669875,0.182613746,4.010815881,0.052897372
414.2,0.205236469,0.20518747,3.950998796,0.037194519
414.3,0.196723143,0.196658167,3.896080879,0.022777769
414.4,0.201675685,0.201612248,3.851481495,0.011069783
414.5,0.227922484,0.227876698,3.821471214,0.003191649
414.6,0.269189416,0.26913953,3.808977428,-8.81513E-05
414.7,0.300327572,0.300267433,3.815200098,0.00154539
414.8,0.350485011,0.350450437,3.839273543,0.007865019
414.9,0.292177447,0.292128967,3.879224169,0.018352638
415,0.284704265,0.284667162,3.930768987,0.0318839
415.1,0.186725666,0.186653907,3.989262872,0.047239394
415.2,0.157225499,0.157152989,4.049055128,0.062935729
415.3,0.116193662,0.116153921,4.103717488,0.077285392
415.4,0.088205647,0.088139165,4.14808009,0.088931218
415.5,0.075207448,0.07512089,4.178295663,0.096863245
415.6,0.062658204,0.062509039,4.190789147,0.100142966
415.7,0.051703188,0.05149297,4.18472514,0.098551076
415.8,0.045362946,0.045154004,4.160502418,0.09219226
415.9,0.038786025,0.038544433,4.12072075,0.081748995
416,0.036345689,0.036106712,4.069139294,0.068208114
416.1,0.03456936,0.034247516,4.010830415,0.052901187
416.2,0.031254303,0.030917619,3.950963067,0.037185139
416.3,0.030387406,0.029962796,3.896094808,0.022781425
416.4,0.031177984,0.030840127,3.851550228,0.011087827
416.5,0.032134896,0.031926428,3.821580522,0.003220344
416.6,0.03246958,0.032268021,3.809057062,-6.72462E-05
416.7,0.034503111,0.034264024,3.815269134,0.001563513
416.8,0.036426476,0.036196903,3.83937407,0.007891408
416.9,0.038492951,0.03832031,3.879200551,0.018346438
417,0.0430913,0.042878523,3.930888892,0.031915377
417.1,0.050487959,0.050260481,3.989332817,0.047257756
417.2,0.06140458,0.061254777,4.048970044,0.062913393
417.3,0.075338369,0.075257704,4.103727783,0.077288094
417.4,0.128216324,0.128155765,4.147993492,0.088908485
417.5,0.254486849,0.254439733,4.178119741,0.096817063
417.6,0.281926181,0.281877115,4.190612014,0.100096466
417.7,0.449807223,0.449776487,4.184589792,0.098515545
417.8,0.332482316,0.332456875,4.160449429,0.09217835
417.9,0.354796806,0.354768249,4.120659284,0.081732859
418,0.322871967,0.322837258,4.069131119,0.068205968
418.1,0.200014812,0.199956499,4.010831929,0.052901584
418.2,0.185355369,0.185283488,3.951006366,0.037196506
418.3,0.189184512,0.189123373,3.896142346,0.022793905
418.4,0.183745984,0.183680136,3.851648333,0.011113581
418.5,0.208690633,0.208648999,3.821671057,0.003244111
418.6,0.207370647,0.207330055,3.809162131,-3.96641E-05
418.7,0.236586377,0.2365546,3.815375414,0.001591413
418.8,0.294059161,0.294016465,3.839471569,0.007917003
418.9,0.321040114,0.321000324,3.879315612,0.018376643
419,0.240341373,0.24029606,3.930949451,0.031931275
419.1,0.188619161,0.188556925,3.989202617,0.047223576
419.2,0.147922904,0.147856939,4.049000323,0.062921342
419.3,0.120107787,0.120048595,4.103652994,0.077268461
419.4,0.08429435,0.084197761,4.147968057,0.088901808
419.5,0.073292562,0.073164241,4.178158499,0.096827237
419.6,0.061629667,0.061466261,4.19061595,0.100097499
419.7,0.049896315,0.049657211,4.184572836,0.098511094
419.8,0.04339397,0.043195988,4.16039311,0.092163565
419.9,0.038253478,0.038026442,4.120568446,0.081709013
420,0.035531114,0.035284726,4.069098417,0.068197383
420.1,0.032625644,0.032362787,4.010796502,0.052892284
420.2,0.029994763,0.029642786,3.951076311,0.037214868
420.3,0.029511887,0.029113292,3.896215924,0.02281322
420.4,0.02973753,0.029372182,3.851658325,0.011116204
420.5,0.03014439,0.029777932,3.82172132,0.003257305
420.6,0.030661639,0.030355326,3.809235406,-2.04282E-05
420.7,0.032708193,0.032430129,3.815405693,0.001599362
420.8,0.034239766,0.033920301,3.839463696,0.007914937
420.9,0.035704843,0.035446761,3.87926656,0.018363766
421,0.041101242,0.040884295,3.930899793,0.031918239
421.1,0.045320672,0.045074221,3.989218059,0.04722763
421.2,0.059829111,0.059660841,4.04895884,0.062910452
421.3,0.069761691,0.069621243,4.103615145,0.077258525
421.4,0.110991357,0.110907627,4.147902352,0.088884559
421.5,0.254064099,0.25402049,4.178104602,0.096813088
421.6,0.295442478,0.295394764,4.190568109,0.10008494
421.7,0.460483141,0.460439086,4.184517425,0.098496548
421.8,0.314525234,0.314482223,4.160318624,0.092144011
421.9,0.332110505,0.332064989,4.120553004,0.081704959
422,0.277265598,0.277218981,4.069054815,0.068185937
422.1,0.198958318,0.19888633,4.010747147,0.052879328
422.2,0.177972222,0.177879423,3.951022414,0.037200719
422.3,0.170356021,0.170272358,3.896203813,0.022810041
422.4,0.171768295,0.17169351,3.851686787,0.011123675
422.5,0.1866272,0.186546703,3.821765225,0.003268831
422.6,0.201016633,0.200939862,3.809261446,-1.35923E-05
422.7,0.247416979,0.247343317,3.815428403,0.001605323
422.8,0.319531176,0.319461456,3.83954,0.007934967
422.9,0.298893404,0.29882091,3.879291388,0.018370284
423,0.238932496,0.238848676,3.931020001,0.031949795
423.1,0.19131087,0.191194094,3.989170521,0.047215151
423.2,0.147209274,0.14708237,4.048943398,0.062906398
423.3,0.111770387,0.111671321,4.103563368,0.077244933
423.4,0.08215082,0.081988653,4.147868439,0.088875657
423.5,0.070184755,0.070012825,4.178005892,0.096787176
423.6,0.055588655,0.055345977,4.190473941,0.100060219
423.7,0.047976278,0.047708177,4.184415384,0.09846976
423.8,0.039347726,0.03905816,4.160261093,0.092128909
423.9,0.036031605,0.035674433,4.120493354,0.0816893
424,0.033178045,0.03272244,4.069003946,0.068172583
424.1,0.030235055,0.029722158,4.010780151,0.052887992
424.2,0.028342437,0.02786746,3.95108812,0.037217968
424.3,0.027857186,0.027325847,3.896271638,0.022827846
424.4,0.028446982,0.027930855,3.851752493,0.011140924
424.5,0.028947284,0.028486458,3.821815488,0.003282026
424.6,0.028819961,0.028343502,3.80935834,1.18436E-05
424.7,0.029898522,0.029417247,3.815515607,0.001628216
424.8,0.031558764,0.031102874,3.839546964,0.007936796
424.9,0.03397141,0.033578199,3.879347708,0.018385068
425,0.037102282,0.036801363,3.930987603,0.03194129
425.1,0.042519907,0.042251569,3.989236832,0.047232558
425.2,0.052424223,0.052153863,4.048836512,0.062878339
425.3,0.065052486,0.064876062,4.103518554,0.077233169
425.4,0.093754427,0.093682999,4.147744597,0.088843147
425.5,0.351457264,0.351426236,4.177936855,0.096769053
425.6,0.316464987,0.316428685,4.190389462,0.100038043
425.7,0.33034817,0.330325034,4.184344531,0.09845116
425.8,0.308116614,0.308084891,4.16019024,0.092110309
425.9,0.31697516,0.316928584,4.120451266,0.081678251
426,0.298144242,0.298083431,4.068976392,0.06816535
426.1,0.217347178,0.217270322,4.010808614,0.052895464
426.2,0.171765667,0.171651437,3.951114462,0.037224883
426.3,0.181543969,0.181424991,3.89629132,0.022833012
426.4,0.199521099,0.199414201,3.851809418,0.011155868
426.5,0.196676727,0.196558355,3.82187635,0.003298003
426.6,0.208135733,0.208052157,3.809384077,1.86E-05
426.7,0.240998229,0.240915091,3.815531655,0.001632428
426.8,0.254152533,0.254078763,3.839609642,0.007953249
426.9,0.297541134,0.297470794,3.879391612,0.018396594
427,0.231963733,0.231888618,3.93091796,0.031923008
427.1,0.199292271,0.199198873,3.989274984,0.047242574
427.2,0.15063589,0.150520266,4.048938856,0.062905206
427.3,0.11364033,0.113546022,4.103469805,0.077220371
427.4,0.081281173,0.081156405,4.147732183,0.088839888
427.5,0.068055518,0.067851725,4.177890831,0.09675697
427.6,0.054019848,0.053749017,4.190248664,0.100001081
427.7,0.046669324,0.046317636,4.184281247,0.098434548
427.8,0.038179685,0.037833726,4.16021083,0.092115714
427.9,0.034309885,0.033905132,4.120417353,0.081669349
428,0.030235012,0.029761315,4.068980631,0.068166463
428.1,0.028161109,0.027480622,4.010823148,0.052899279
428.2,0.02641837,0.025753532,3.951059354,0.037210416
428.3,0.025400482,0.024746999,3.8962892,0.022832456
428.4,0.02534831,0.02458873,3.851835155,0.011162624
428.5,0.026168314,0.025495475,3.821926916,0.003311277
428.6,0.026491016,0.02587127,3.809412237,2.59923E-05
428.7,0.027245075,0.026703785,3.815564053,0.001640933
428.8,0.029086872,0.028595271,3.839658694,0.007966126
428.9,0.031416237,0.03077856,3.879366481,0.018389997
429,0.034697165,0.034131798,3.931003045,0.031945344
429.1,0.03976585,0.039334819,3.989262267,0.047239235
429.2,0.047785425,0.04744157,4.04882319,0.062874842
429.3,0.058084433,0.057816776,4.103421964,0.077207812
429.4,0.079829921,0.079666219,4.147684947,0.088827488
429.5,0.157167275,0.157072207,4.177846018,0.096745206
429.6,0.225426817,0.225340553,4.190311039,0.100017455
429.7,0.324270035,0.324212021,4.184250968,0.098426599
429.8,0.302847469,0.302785813,4.160114845,0.092090516
429.9,0.300520264,0.300447912,4.120407361,0.081666725
430,0.303818865,0.303754695,4.068962161,0.068161614
430.1,0.2452101,0.24514023,4.010800741,0.052893397
430.2,0.167080257,0.166975972,3.951112343,0.037224327
430.3,0.163036885,0.162921536,3.896359751,0.022850976
430.4,0.168298338,0.168191714,3.851861801,0.011169619
430.5,0.181729898,0.181642179,3.821976574,0.003324313
430.6,0.192909093,0.192820106,3.809456444,3.75974E-05
430.7,0.22231585,0.222246322,3.815596755,0.001649518
430.8,0.245536507,0.245467774,3.839659905,0.007966444
430.9,0.284711716,0.284639211,3.879461557,0.018414956
431,0.218055834,0.217981662,3.930983363,0.031940177
431.1,0.177973481,0.177865916,3.989256211,0.047237645
431.2,0.141044414,0.140946878,4.048929772,0.062902821
431.3,0.107880139,0.107781007,4.103400466,0.077202169
431.4,0.076805255,0.076678607,4.147620453,0.088810557
431.5,0.062050223,0.061765972,4.177823308,0.096739245
431.6,0.052746661,0.052455603,4.19029923,0.100014355
431.7,0.042800033,0.042521411,4.184251877,0.098426837
431.8,0.036392812,0.036139316,4.160070334,0.092078832
431.9,0.031737729,0.031454916,4.120375265,0.0816583
432,0.027877194,0.027347965,4.068930368,0.068153268
432.1,0.026372927,0.025793811,4.01078439,0.052889105
432.2,0.02390443,0.023301873,3.951101745,0.037221544
432.3,0.023091299,0.022512481,3.896324627,0.022841756
432.4,0.02350759,0.022859068,3.851890869,0.01117725
432.5,0.024208752,0.023606592,3.821985355,0.003326618
432.6,0.02464104,0.024108515,3.809479153,4.3559E-05
432.7,0.025667338,0.025048086,3.815605233,0.001651744
432.8,0.027204111,0.026694435,3.839660208,0.007966524
432.9,0.029380395,0.028929967,3.879457621,0.018413922
