#Digilent WaveForms Logger,,,,,,
#Device Name: Discovery2NI,,,,,,
#Serial Number: SN:210321AD0E05,,,,,,
#Date Time: 2020-04-07 14:51:14.905,,,,,,
,,,,,,
Time (s),C1 DC (V),C1 True RMS (Ṽ),C1 AC RMS (Ṽ),C2 DC (V),C2 True RMS (Ṽ),C2 AC RMS (Ṽ)
285.2,-1.62E-05,0.014346431,0.014346422,0.055289073,0.055823233,0.00770401
285.3,-0.000127262,0.014308903,0.014308337,0.054504398,0.057591773,0.018603304
285.4,-0.000251026,0.013861781,0.013859508,0.053208038,0.054368379,0.011172526
285.5,-0.000518049,0.013661806,0.01365198,0.052520762,0.053386277,0.009574139
285.6,-0.000119555,0.013071873,0.013071327,0.050970161,0.05373106,0.017002047
285.7,-0.000332176,0.012505092,0.012500679,0.049014875,0.052135811,0.017767521
285.8,3.10E-05,0.01156488,0.011564839,0.047869415,0.048770551,0.009331977
285.9,0.000292086,0.009742144,0.009737765,0.044589876,0.046205114,0.01211014
286,0.000607617,0.010343336,0.010325474,0.074211351,0.076402169,0.018164987
286.1,0.001103128,0.012539667,0.012491051,0.11119624,0.112613098,0.017807474
286.2,0.000528735,0.015393541,0.015384458,0.151478958,0.152038837,0.013035844
286.3,0.000199603,0.018858102,0.018857046,0.187193094,0.187637442,0.01290563
286.4,-2.57E-05,0.02246453,0.022464515,0.227944971,0.228294153,0.012621827
286.5,-0.000623226,0.025681087,0.025673524,0.263384745,0.263798177,0.01476328
286.6,-0.000748804,0.028456558,0.028446704,0.298814002,0.299115292,0.013421988
286.7,-0.00072795,0.031538997,0.031530595,0.336985049,0.337333855,0.015336449
286.8,-0.00055613,0.034325224,0.034320718,0.37906758,0.379530992,0.018749497
286.9,-0.000718883,0.036661711,0.036654662,0.419766414,0.420071517,0.016007413
287,-0.000771018,0.038879675,0.038872029,0.463103693,0.463386804,0.016195655
287.1,-0.001260635,0.041414485,0.041395295,0.517001617,0.517633972,0.025578456
287.2,-0.000634106,0.043440915,0.043436286,0.570329325,0.570809971,0.023419731
287.3,-0.001155912,0.045502431,0.045487746,0.638044568,0.638533096,0.024972878
287.4,-0.000569731,0.047457171,0.047453751,0.71114096,0.71170531,0.028336959
287.5,-0.000913823,0.049785532,0.049777145,0.806885007,0.807544957,0.032641132
287.6,-0.000965958,0.051674924,0.051665895,0.903036938,0.903802523,0.037192598
287.7,-0.000989079,0.053441172,0.053432018,1.054117022,1.055460321,0.053233392
287.8,-0.001438348,0.054843453,0.054824588,1.264342199,1.266925986,0.080871867
287.9,-0.000904303,0.053530565,0.053522926,1.627006922,1.629186805,0.084250348
288,-0.001333624,0.052361873,0.052344887,1.560566548,1.561352137,0.049523177
288.1,-0.001328638,0.05175839,0.051741334,1.385302841,1.385881028,0.040028264
288.2,-0.001677717,0.051154609,0.05112709,1.280607282,1.28104514,0.033490881
288.3,-0.001386213,0.049805368,0.049786074,1.177708794,1.178043965,0.028099471
288.4,-0.001361732,0.048120961,0.04810169,1.086441418,1.086698524,0.023637437
288.5,-0.001038947,0.046863581,0.046852063,1.019198077,1.01949948,0.024788471
288.6,-0.000640907,0.045174367,0.04516982,0.954079212,0.954328725,0.021821387
288.7,-0.000842647,0.042953503,0.042945237,0.884351069,0.884619794,0.021802927
288.8,-0.000456393,0.040910446,0.0409079,0.837452572,0.837644323,0.017922074
288.9,-0.000866221,0.038453098,0.03844334,0.785167439,0.785338188,0.016375656
289,-0.000523489,0.035242889,0.035239,0.729045356,0.729218629,0.015895851
289.1,-0.001317757,0.031938509,0.031911313,0.681478788,0.681693056,0.01709044
289.2,-0.001241595,0.028609571,0.028582617,0.63691877,0.637203269,0.01903908
289.3,-0.001180392,0.024112778,0.024083869,0.581336722,0.581609402,0.017807668
289.4,-0.000500368,0.020859303,0.020853301,0.539437555,0.539708412,0.017096597
289.5,0.00011528,0.016867054,0.01686666,0.489076613,0.489474305,0.019727186
289.6,-4.88E-05,0.013116918,0.013116827,0.427684953,0.428134591,0.019616554
289.7,4.18E-05,0.010541075,0.010540992,0.366157484,0.366707507,0.020077164
289.8,-0.000371164,0.009300129,0.00929272,0.291329412,0.292988409,0.031134895
289.9,-0.000194358,0.014579829,0.014578534,0.137926855,0.150340867,0.059821058
290,-0.000470447,0.018917133,0.018911282,0.074423067,0.076522347,0.017801029
290.1,-0.000158996,0.018841891,0.01884122,0.075121318,0.075790372,0.010048292
290.2,-0.000218838,0.018861768,0.018860499,0.074886738,0.075384515,0.008648789
290.3,-0.000714349,0.018659632,0.018645953,0.074605517,0.074829345,0.005783396
290.4,-0.001176766,0.018724252,0.018687237,0.074578081,0.074731287,0.004782788
290.5,-0.001409334,0.018808269,0.018755393,0.073885775,0.074798266,0.011647869
290.6,-0.000962785,0.018634684,0.018609796,0.073492066,0.07420826,0.010285045
290.7,-0.000740644,0.018662557,0.018647854,0.073216332,0.073636635,0.007856386
290.8,-0.000659494,0.018607818,0.018596128,0.073153686,0.073674949,0.008748502
290.9,-0.001369439,0.018512774,0.018462054,0.073274405,0.073730708,0.008190169
291,-0.001249755,0.018476712,0.018434397,0.073322876,0.073853714,0.008838942
291.1,-0.000834033,0.01860054,0.018581832,0.072294934,0.072418123,0.004222225
291.2,-0.000877102,0.018514849,0.018494062,0.072357579,0.072605556,0.005995625
291.3,-0.000807286,0.018422059,0.018404362,0.07178142,0.072670285,0.011331287
291.4,-0.000426926,0.018210574,0.018205569,0.071336496,0.072471372,0.012775133
291.5,-0.000175317,0.01825839,0.018257548,0.071315919,0.071793111,0.008263803
291.6,-0.000225185,0.018105162,0.018103762,0.070895688,0.071768667,0.011159884
291.7,-0.00016081,0.017982855,0.017982136,0.070158112,0.070787497,0.009418545
291.8,-9.69E-05,0.018018691,0.01801843,0.070089979,0.070299648,0.005425434
291.9,1.69E-05,0.017991838,0.01799183,0.068848492,0.069913908,0.012158938
292,3.23E-05,0.017865124,0.017865095,0.067329899,0.069971222,0.019043547
292.1,0.00010848,0.017611819,0.017611485,0.067595573,0.068634851,0.011898794
292.2,-0.000145396,0.017598502,0.017597901,0.066979173,0.067779476,0.010384979
292.3,0.00021411,0.017360456,0.017359136,0.06632985,0.066495582,0.004691847
292.4,0.000174669,0.017336789,0.017335909,0.065575812,0.066070758,0.008072048
292.5,5.00E-05,0.017140207,0.017140135,0.064223209,0.064704617,0.007878257
292.6,6.41E-05,0.017105246,0.017105126,0.063706494,0.064053967,0.006662836
292.7,5.09E-05,0.016978462,0.016978386,0.063413384,0.06358404,0.004655419
292.8,0.000130241,0.016677288,0.01667678,0.062220825,0.063016437,0.009981999
292.9,0.00048476,0.016518821,0.016511707,0.060562765,0.061115717,0.008202588
293,-0.000283214,0.016322072,0.016319615,0.059622161,0.060267109,0.008793316
293.1,-0.00034623,0.015987841,0.015984092,0.05875472,0.05898141,0.005166194
293.2,-0.000106861,0.01575058,0.015750218,0.058029033,0.05902704,0.010808457
293.3,0.000890054,0.015406985,0.015381255,0.056572172,0.057191865,0.008396358
293.4,0.000400437,0.014943405,0.014938039,0.055518165,0.057680894,0.015646689
293.5,0.000229071,0.01426189,0.01426005,0.0541523,0.054805231,0.008434553
293.6,0.000322461,0.013906038,0.013902299,0.052886578,0.054053633,0.011171622
293.7,0.000247658,0.013371633,0.01336934,0.051082649,0.0515009,0.006550246
293.8,0.00020595,0.012856382,0.012854733,0.049854422,0.053148376,0.018419728
293.9,0.000606711,0.011716366,0.011700647,0.047665472,0.051942746,0.020641018
294,0.000103946,0.010470211,0.010469695,0.057722205,0.059648755,0.015037321
294.1,0.000497907,0.012681792,0.012672013,0.097289753,0.098547247,0.015692796
294.2,0.000187363,0.01595569,0.01595459,0.140591823,0.141893749,0.019177465
294.3,0.00010304,0.01930058,0.019300305,0.174900312,0.175682537,0.016560025
294.4,0.000555482,0.022724911,0.022718121,0.213267985,0.213654107,0.012839172
294.5,-0.000483141,0.025987292,0.025982801,0.252546081,0.25299696,0.015097641
294.6,7.81E-05,0.028840624,0.028840519,0.287905376,0.288191467,0.012838063
294.7,1.96E-05,0.03194231,0.031942304,0.326274878,0.326683018,0.016324793
294.8,0.000198243,0.034528645,0.034528076,0.362650683,0.362939044,0.014464843
294.9,0.000162882,0.036894802,0.036894443,0.402425374,0.402664903,0.013886755
295,0.000479773,0.039563715,0.039560806,0.452415014,0.452680268,0.015494524
295.1,-0.000132702,0.041882114,0.041881904,0.500553168,0.501015646,0.021522169
295.2,-0.000592398,0.043643504,0.043639483,0.552633902,0.55331778,0.027501573
295.3,-0.000737923,0.045688865,0.045682905,0.611938583,0.612453851,0.025117546
295.4,5.23E-05,0.047722737,0.047722709,0.681837288,0.682390504,0.027472031
295.5,-0.000650427,0.050150109,0.050145891,0.772678946,0.773180128,0.02783446
295.6,-0.000333082,0.052125047,0.052123983,0.867591676,0.86824875,0.033772397
295.7,-0.000818166,0.053748026,0.053741798,0.996206099,0.99720014,0.044514357
295.8,-0.001087456,0.057235993,0.057225662,1.201834801,1.20388891,0.070296651
295.9,-0.000333989,0.055531911,0.055530907,1.515530054,1.521994275,0.14012576
296,-0.000587411,0.053294915,0.053291678,1.648677848,1.649642511,0.056407154
296.1,-0.000424206,0.053051275,0.053049579,1.489134617,1.489876597,0.047014527
296.2,-0.001442428,0.052241446,0.052221529,1.353909446,1.354465031,0.03879086
296.3,-0.001432455,0.051341339,0.051321352,1.229465323,1.229902724,0.032798294
296.4,-0.000881635,0.049955606,0.049947825,1.142110804,1.142421494,0.026641732
296.5,-0.000561571,0.048447012,0.048443757,1.053112857,1.053363731,0.022988257
296.6,-0.000434633,0.04701872,0.047016711,0.987967928,0.988247193,0.023492315
296.7,0.000280299,0.045111319,0.045110448,0.914801573,0.915039109,0.020848343
296.8,0.000324727,0.043105729,0.043104506,0.863828347,0.864039634,0.019106995
296.9,-0.000303161,0.041034615,0.041033495,0.812767324,0.812960727,0.01773191
297,-0.000114568,0.038138442,0.03813827,0.759622981,0.759809648,0.016841257
297.1,0.000464812,0.034925114,0.034922021,0.703944449,0.704122983,0.015855181
297.2,0.000286646,0.031418645,0.031417338,0.656207778,0.656439475,0.01743952
297.3,0.000419477,0.027937168,0.027934019,0.609180332,0.609438786,0.017747033
297.4,0.000157442,0.02368957,0.023689047,0.554985183,0.555243384,0.016931099
297.5,-0.000106408,0.019814056,0.01981377,0.509495535,0.509799794,0.017610512
297.6,0.000536442,0.015743216,0.015734073,0.450305629,0.450659158,0.01784706
297.7,0.000550042,0.012795732,0.012783905,0.393574462,0.394041043,0.01916994
297.8,0.000226351,0.010517755,0.010515319,0.318857048,0.320173147,0.029000464
297.9,0.00059583,0.012132759,0.01211812,0.203795185,0.213017764,0.062000727
298,0.000478866,0.020314186,0.020308541,0.081114752,0.082420778,0.014614435
298.1,0.00050516,0.020242831,0.020236527,0.079843085,0.080968344,0.013451936
298.2,-0.000173503,0.020188338,0.020187593,0.079753917,0.08012614,0.007714341
298.3,-7.69E-05,0.020075421,0.020075274,0.079068927,0.079920634,0.011636686
298.4,0.000188269,0.019973535,0.019972647,0.078927631,0.079680626,0.010928465
298.5,0.000455292,0.019988074,0.019982887,0.07872506,0.078949897,0.005954086
298.6,0.000129787,0.019930059,0.019929637,0.078501913,0.078733351,0.006032438
298.7,9.94E-05,0.019935863,0.019935615,0.078635893,0.078971385,0.007271592
298.8,0.000432625,0.019884031,0.019879324,0.077919351,0.078216457,0.006810938
298.9,0.00059719,0.019750533,0.019741502,0.077938556,0.079677923,0.016557564
299,-4.25E-05,0.019733776,0.01973373,0.077214698,0.07775787,0.009174784
299.1,9.67E-05,0.019695025,0.019694787,0.077156168,0.078003155,0.011463767
299.2,3.01E-05,0.019460453,0.019460429,0.076629393,0.076920457,0.006685273
299.3,0.00049156,0.019481762,0.01947556,0.076275924,0.076761608,0.008621366
299.4,0.000381849,0.019454336,0.019450588,0.075909651,0.07632769,0.00797754
299.5,0.001041926,0.019330534,0.019302433,0.076165722,0.076844671,0.010192466
299.6,0.000596737,0.019280335,0.019271098,0.075039009,0.07534799,0.006816655
299.7,0.000651139,0.019133812,0.01912273,0.074621979,0.07553718,0.011722873
299.8,0.000385476,0.019125512,0.019121627,0.073888518,0.074831691,0.011843511
299.9,0.001012005,0.018910134,0.018883035,0.073669486,0.074348445,0.010024873
300,0.000895948,0.018827397,0.018806067,0.07326023,0.073675641,0.007812732
300.1,0.001167504,0.018745243,0.01870885,0.072306365,0.072865477,0.009009288
300.2,0.000559109,0.01884262,0.018834323,0.071387253,0.073584339,0.017846989
300.3,0.000321101,0.018728034,0.018725281,0.070369828,0.071856108,0.014539173
300.4,0.000263072,0.018583353,0.018581491,0.070293007,0.071230761,0.011520182
300.5,0.00030206,0.018524351,0.018521888,0.068958236,0.069900546,0.011438877
300.6,1.60E-05,0.018489247,0.01848924,0.067764762,0.068513835,0.010103592
300.7,0.000324727,0.018218432,0.018215537,0.066669144,0.067106337,0.007647594
300.8,0.000259898,0.018110327,0.018108462,0.065777011,0.066320183,0.008470625
300.9,1.04E-06,0.017808067,0.017808067,0.064357189,0.064851841,0.007994599
301,0.000244031,0.017771,0.017769325,0.063174232,0.063922106,0.009749462
301.1,0.000246298,0.017445651,0.017443913,0.062195217,0.062749325,0.008320618
301.2,0.000776263,0.017203212,0.017185689,0.061011803,0.061843907,0.010110818
301.3,0.000106213,0.016948452,0.01694812,0.060009468,0.061933437,0.015317126
301.4,0.000347848,0.016582822,0.016579173,0.05808482,0.058962576,0.010136028
301.5,-6.38E-05,0.016222457,0.016222332,0.056867111,0.05711503,0.005315859
301.6,0.000421744,0.015800862,0.015795232,0.054890791,0.055326041,0.006926171
301.7,0.000334701,0.015249165,0.015245492,0.052714187,0.053183219,0.007047641
301.8,0.000613058,0.014350031,0.014336929,0.050691226,0.051358903,0.008254483
301.9,9.49E-05,0.013114357,0.013114014,0.048005681,0.051098821,0.0175084
302,-7.47E-05,0.01121808,0.011217831,0.048630769,0.050360988,0.013087299
302.1,0.000139761,0.013100718,0.013099973,0.090992692,0.092081432,0.014118079
302.2,-7.56E-05,0.016171725,0.016171548,0.127842229,0.12871129,0.01493187
302.3,-0.000269614,0.019723912,0.019722069,0.168081049,0.168826931,0.015852243
302.4,-0.000371164,0.023607543,0.023604626,0.208948158,0.209481584,0.014939923
302.5,0.000278939,0.026722904,0.026721448,0.241808931,0.2421741,0.013294203
302.6,-0.000819526,0.030095518,0.030084357,0.284311693,0.284724063,0.015318394
302.7,-0.001024894,0.033097984,0.033082112,0.318390176,0.318660139,0.01311413
302.8,-0.000465007,0.035564189,0.035561149,0.355744539,0.356042358,0.014559658
302.9,-0.000956438,0.038037889,0.038025862,0.399294449,0.399868371,0.021416286
303,-0.00053709,0.04062515,0.040621599,0.446494743,0.447088081,0.023026003
303.1,-0.000226545,0.042443075,0.04244247,0.489112737,0.489445439,0.018043497
303.2,-0.000967772,0.044284798,0.044274222,0.544671922,0.544974361,0.018153558
303.3,-0.000793685,0.046178649,0.046171828,0.599327998,0.599661225,0.019988362
303.4,-0.001219834,0.04843656,0.048421197,0.676803663,0.677210878,0.02348137
303.5,-0.000887529,0.050444204,0.050436396,0.756167394,0.756656747,0.027208549
303.6,-0.00092561,0.052519934,0.052511777,0.858111103,0.858810299,0.034647699
303.7,-0.000795045,0.054105262,0.05409942,0.979759937,0.980926918,0.047833928
303.8,-0.00091201,0.055542135,0.055534647,1.151248425,1.15298702,0.063294017
303.9,-0.001015827,0.056321207,0.056312046,1.463091735,1.467793684,0.117391966
304,-0.000974118,0.053840788,0.053831975,1.749046721,1.749548468,0.04189761
304.1,-0.001252475,0.053484319,0.053469652,1.574142428,1.575013621,0.052378647
304.2,-0.001261542,0.053130623,0.053115644,1.426145257,1.426797642,0.04314184
304.3,-0.001347225,0.052376264,0.052358935,1.297878817,1.298426856,0.037721063
304.4,-0.000753337,0.051502835,0.051497325,1.184446663,1.184809128,0.029304817
304.5,-0.000681708,0.050298466,0.050293847,1.096935757,1.097266015,0.026919349
304.6,-0.000438713,0.048639972,0.048637993,1.015265101,1.015561087,0.024517274
304.7,-0.000666294,0.047222944,0.047218243,0.950148065,0.950367284,0.020411502
304.8,-0.000997693,0.04542142,0.045410462,0.892354203,0.892566856,0.01948251
304.9,-0.000868035,0.042970103,0.042961334,0.828003094,0.828171033,0.016677447
305,-0.000774191,0.040708023,0.04070066,0.779384806,0.779605629,0.018554239
305.1,-0.000270067,0.037462889,0.037461916,0.720159233,0.72033968,0.016122441
305.2,-0.00056021,0.034649256,0.034644727,0.677520205,0.677739282,0.017230971
305.3,-0.000855794,0.031015101,0.031003292,0.625644785,0.625882645,0.017253642
305.4,-0.000591945,0.026955588,0.026949088,0.576230391,0.576497645,0.017551969
305.5,-0.000769658,0.022970965,0.022958067,0.529919943,0.530193212,0.017020439
305.6,-0.000688508,0.018549814,0.018537032,0.470141531,0.470562732,0.019905413
305.7,-0.000162623,0.015346602,0.015345741,0.417312704,0.417749247,0.019092924
305.8,-0.000256013,0.011883681,0.011880923,0.343942865,0.34478023,0.024014848
305.9,-6.06E-05,0.011250818,0.011250655,0.25236546,0.256182285,0.044057212
306,0.000500627,0.018416205,0.018409399,0.098860475,0.102208776,0.025946878
306.1,0.000220004,0.018938511,0.018937234,0.094306983,0.098075186,0.026924619
306.2,0.000404517,0.019300802,0.019296562,0.091110668,0.092928533,0.018290943
306.3,-0.000120915,0.019880011,0.019879643,0.08570071,0.08634759,0.01054963
306.4,-5.88E-05,0.019827163,0.019827076,0.084992856,0.085248208,0.00659328
306.5,4.64E-05,0.019777708,0.019777653,0.085469788,0.086107903,0.010463566
306.6,0.000205043,0.01960625,0.019605178,0.085195427,0.085679202,0.009092027
306.7,0.000176029,0.01960427,0.01960348,0.084041278,0.084222889,0.005527988
306.8,-8.51E-05,0.019509872,0.019509686,0.083800297,0.08478869,0.01290861
306.9,-0.000140862,0.01941144,0.019410929,0.083439968,0.083770538,0.007434697
307,-0.000427379,0.019332878,0.019328153,0.082744004,0.082880707,0.004758303
307.1,-0.000415139,0.019245517,0.019241039,0.082401509,0.082619985,0.006004444
307.2,0.000307954,0.019110232,0.01910775,0.081782365,0.081935919,0.005013938
307.3,0.000204137,0.019009609,0.019008513,0.081207577,0.081566099,0.007639231
307.4,-0.00044914,0.018888516,0.018883175,0.080724701,0.08098827,0.006528597
307.5,-0.000398365,0.018811599,0.018807381,0.079790041,0.080851167,0.013056052
307.6,-0.000220652,0.018791269,0.018789973,0.079482756,0.080599407,0.013369965
307.7,-0.00034623,0.018706327,0.018703123,0.078503284,0.078767673,0.006448309
307.8,-0.000554317,0.018591917,0.018583651,0.077379773,0.077782196,0.007901944
307.9,-0.000530743,0.018599441,0.018591867,0.076911529,0.077286635,0.007605307
308,-0.001055268,0.018346208,0.018315834,0.075970467,0.077563474,0.01563907
308.1,-0.000555224,0.018102137,0.018093621,0.074169282,0.075694503,0.015118709
308.2,-0.000277774,0.017939699,0.017937548,0.072620967,0.074059265,0.014524803
308.3,0.000200056,0.017543905,0.017542764,0.070971595,0.071932281,0.011716898
308.4,-0.000236972,0.017302303,0.01730068,0.069351488,0.070769322,0.014094964
308.5,0.000366889,0.016984319,0.016980356,0.067061024,0.068152542,0.012148581
308.6,0.000715061,0.016628043,0.016612661,0.065789357,0.06606792,0.006060572
308.7,0.000767196,0.016216627,0.016198469,0.063568398,0.064309815,0.009737096
308.8,0.000575883,0.015789122,0.015778616,0.061085424,0.062479948,0.013126876
308.9,0.000710528,0.015252533,0.015235974,0.058530201,0.059017698,0.007569959
309,0.000716875,0.014452223,0.014434432,0.055060438,0.055245276,0.004515388
309.1,0.000405424,0.013531158,0.013525083,0.051963808,0.053844449,0.014106289
309.2,0.000319741,0.011225243,0.011220688,0.048723594,0.052238236,0.01883732
309.3,0.000561376,0.01239905,0.012386335,0.082565669,0.085394509,0.021797534
309.4,-2.53E-05,0.016312472,0.016312453,0.135319503,0.136566797,0.018415271
309.5,-0.000207958,0.021662375,0.021661377,0.19230857,0.193001171,0.016336033
309.6,-0.000291828,0.025903278,0.025901634,0.236773477,0.237448408,0.017890425
309.7,-0.000815446,0.029939629,0.029928522,0.283015791,0.283456638,0.015802765
309.8,-0.00026372,0.034518769,0.034517761,0.338513701,0.338984574,0.017860995
309.9,-0.000206145,0.037824286,0.037823724,0.388033267,0.388527211,0.019585124
310,-0.000820433,0.041074102,0.041065907,0.449223728,0.449693675,0.020553427
310.1,-0.001011293,0.043628803,0.043617081,0.507734589,0.508331968,0.024636908
310.2,-0.000295001,0.046116075,0.046115131,0.583444278,0.58400059,0.025484574
310.3,-0.000488581,0.049044093,0.04904166,0.683755534,0.68451406,0.032215951
310.4,-0.000686242,0.051603969,0.051599406,0.789317619,0.790222132,0.037798344
310.5,-0.000584238,0.053946223,0.05394306,0.952934666,0.954482552,0.054336576
310.6,-0.000908383,0.0555427,0.055535271,1.156218032,1.159311852,0.084639429
310.7,-0.000960971,0.055577574,0.055569266,1.546224741,1.554064847,0.155905743
310.8,-0.000245133,0.053787383,0.053786824,1.551991826,1.553337572,0.064645068
310.9,-0.000681708,0.053121624,0.05311725,1.37347053,1.3744794,0.052652881
311,-0.000674001,0.052241702,0.052237353,1.231848613,1.232589954,0.042743291
311.1,-0.00073339,0.050197241,0.050191883,1.094859753,1.095329624,0.032079681
311.2,-6.70E-05,0.048460536,0.04846049,1.002858459,1.003291025,0.029458328
311.3,0.000124347,0.046319279,0.046319112,0.91967744,0.92001272,0.024835689
311.4,-0.000182117,0.043458382,0.043458001,0.835610233,0.8359104,0.022399463
311.5,3.69E-05,0.040217327,0.04021731,0.761591985,0.761903294,0.021777945
311.6,-0.000450953,0.036553201,0.036550419,0.701843295,0.702151833,0.020813101
311.7,-0.000606905,0.03165293,0.031647112,0.631132936,0.631451996,0.020070891
311.8,0.000313394,0.025935983,0.025934089,0.560538723,0.560906482,0.020308154
311.9,0.000210483,0.020668417,0.020667345,0.496751885,0.497210643,0.021353893
312,0.000479773,0.015429534,0.015422073,0.418195235,0.418959981,0.025302393
312.1,0.000129787,0.012162665,0.012161972,0.341357919,0.342660046,0.029844229
312.2,0.00012344,0.015269266,0.015268767,0.17373839,0.187087263,0.069401844
312.3,0.000151548,0.020307219,0.020306653,0.090495183,0.090998649,0.009559082
312.4,-0.000242866,0.020239473,0.020238015,0.09033651,0.090818128,0.009340626
312.5,0.00048476,0.020193486,0.020187667,0.089812479,0.090374735,0.010065353
312.6,0.0004834,0.020159336,0.02015354,0.089481873,0.0909613,0.01633868
312.7,0.000725035,0.020160515,0.020147473,0.089387218,0.090170886,0.01186229
312.8,0.000301153,0.019965329,0.019963058,0.089113314,0.089598323,0.009310037
312.9,0.000348755,0.019916129,0.019913075,0.088149389,0.08855369,0.00845229
313,0.000514227,0.019951506,0.019944878,0.087947733,0.088695555,0.01149338
313.1,0.000830665,0.019755195,0.019737723,0.087709953,0.088486939,0.011700538
313.2,0.000547322,0.019710623,0.019703023,0.087043254,0.087576338,0.009648159
313.3,0.000424011,0.019553295,0.019548697,0.085807253,0.086051103,0.006473603
313.4,8.72E-05,0.019366524,0.019366328,0.085066934,0.085369747,0.007184038
313.5,0.00059311,0.019362105,0.019353019,0.084146907,0.084827575,0.010724528
313.6,0.000765836,0.01917688,0.019161582,0.08315829,0.08353904,0.007966811
313.7,0.000136134,0.019050939,0.019050453,0.082788816,0.083871833,0.013434888
313.8,0.000198243,0.019030586,0.019029553,0.082104741,0.082319998,0.005949256
313.9,0.000470706,0.018904404,0.018898543,0.081362135,0.081648103,0.006827574
314,0.000380943,0.018692978,0.018689096,0.080181007,0.0811169,0.012286479
314.1,0.000820238,0.01856342,0.01854529,0.07895781,0.080014933,0.012963554
314.2,-2.84E-05,0.018234361,0.018234339,0.077656421,0.078041665,0.007744795
314.3,0.000223631,0.018182482,0.018181106,0.076233398,0.077183461,0.012072937
314.4,0.000435798,0.017836859,0.017831534,0.074720749,0.075373735,0.009899974
314.5,3.59E-05,0.017480778,0.017480741,0.072527684,0.073591804,0.012469513
314.6,0.000510601,0.017153687,0.017146086,0.070485517,0.070941156,0.008027422
314.7,0.000682873,0.017105527,0.017091891,0.068831573,0.070260992,0.01410041
314.8,0.000373236,0.016481737,0.01647751,0.065895444,0.066452298,0.008584776
314.9,0.00066882,0.016120289,0.016106409,0.063310041,0.065194002,0.015559453
315,0.000550495,0.015825078,0.0158155,0.058987013,0.060467102,0.013296716
315.1,0.000952163,0.014603579,0.014572505,0.05526438,0.056378014,0.01115028
315.2,0.000948989,0.012557262,0.012521352,0.048112682,0.051007519,0.016939209
315.3,0.001270414,0.012411886,0.012346699,0.070620412,0.073635474,0.020855225
315.4,0.000887334,0.016762977,0.016739475,0.127280702,0.129250914,0.022481584
315.5,0.000627111,0.022074167,0.022065257,0.184731611,0.185641476,0.01835727
315.6,0.000636632,0.026891435,0.026883898,0.235395723,0.236225877,0.019786831
315.7,0.000711434,0.030869936,0.030861737,0.281336239,0.282086879,0.020565201
315.8,0.00058223,0.035167264,0.035162444,0.333760383,0.334253229,0.018144638
315.9,0.000278032,0.038323382,0.038322373,0.382179758,0.382798257,0.021751747
316,0.000627565,0.041752974,0.041748257,0.446706916,0.447408966,0.025054231
316.1,0.000119814,0.044103592,0.044103429,0.504493004,0.504991976,0.022443371
316.2,0.000284833,0.047055602,0.04705474,0.588828629,0.589328361,0.024264451
316.3,-0.000537996,0.04935081,0.049347877,0.670192915,0.670819841,0.028995098
316.4,-0.000421032,0.051950677,0.051948971,0.775367692,0.776302533,0.038086277
316.5,-4.40E-06,0.054433709,0.054433708,0.939221148,0.940680524,0.052378285
316.6,0.00010168,0.056256443,0.056256351,1.114453303,1.11706248,0.076304781
316.7,-0.000251933,0.056716221,0.056715661,1.518436917,1.528346353,0.173758177
316.8,-0.000141316,0.054586173,0.05458599,1.645640206,1.647088799,0.06906391
316.9,-9.14E-05,0.054091339,0.054091261,1.465812033,1.466943657,0.057608846
317,-0.000787339,0.053171127,0.053165297,1.295486839,1.296234206,0.044010994
317.1,-0.000580611,0.051825661,0.051822409,1.162189974,1.162806328,0.037855261
317.2,-0.000474981,0.050108884,0.050106633,1.054891179,1.055311681,0.029788306
317.3,-6.61E-05,0.047860497,0.047860452,0.95298771,0.953352793,0.026381301
317.4,0.000556389,0.04532334,0.045319924,0.866034216,0.86634896,0.023350761
317.5,7.54E-05,0.042532419,0.042532352,0.799367493,0.799683978,0.022496141
317.6,-4.38E-05,0.038917882,0.038917858,0.726839029,0.727275503,0.025192902
317.7,-0.000130435,0.034058788,0.034058538,0.65116455,0.65175713,0.027786429
317.8,0.000337875,0.029276008,0.029274059,0.591454729,0.591818479,0.020746463
317.9,0.000229524,0.023669986,0.023668873,0.523612822,0.524128244,0.023238507
318,0.00058903,0.017693439,0.017683631,0.443166734,0.44386947,0.024967029
318.1,0.000246751,0.013874984,0.01387279,0.375079731,0.376009651,0.026428261
318.2,0.000524654,0.012343605,0.01233245,0.254204141,0.260147549,0.055290163
318.3,0.000965763,0.020369464,0.020346556,0.099186051,0.100335576,0.015144477
318.4,0.000628925,0.020527082,0.020517445,0.096256324,0.096716098,0.009419325
318.5,0.000607617,0.020500678,0.020491671,0.096261811,0.096699444,0.009189466
318.6,0.000769463,0.020495192,0.020480742,0.095933491,0.096315908,0.008574339
318.7,0.000712794,0.020462563,0.020450144,0.095327152,0.095686798,0.008288388
318.8,0.000984804,0.020373375,0.020349559,0.095142872,0.095518545,0.008463234
318.9,0.000890054,0.020277824,0.020258281,0.094398894,0.094792098,0.008624996
319,0.000732288,0.020233978,0.020220723,0.094482117,0.094694481,0.006338315
319.1,0.000885067,0.020119124,0.020099647,0.0934432,0.093879879,0.009044333
319.2,0.001070487,0.020136634,0.020108159,0.093082872,0.093511583,0.008943996
