#Digilent WaveForms Logger,,,,,,
#Device Name: Discovery2NI,,,,,,
#Serial Number: SN:210321AD0E05,,,,,,
#Date Time: 2020-04-07 14:51:14.905,,,,,,
,,,,,,
Time (s),C1 DC (V),C1 True RMS (Ṽ),C1 AC RMS (Ṽ),C2 DC (V),C2 True RMS (Ṽ),C2 AC RMS (Ṽ)
79.1,-0.000471354,0.004194266,0.004167696,0.420068669,0.420288572,0.013594012
79.2,-0.000721149,0.003794004,0.003724836,0.409372673,0.409416848,0.00601417
79.3,-3.34E-05,0.003366967,0.003366802,0.399413796,0.399496328,0.008120061
79.4,-0.000314042,0.003171838,0.003156253,0.390130306,0.390387095,0.014157262
79.5,-0.000699842,0.003070291,0.002989466,0.378512455,0.378699769,0.011909531
79.6,-0.000542983,0.002997222,0.002947627,0.369094528,0.369226816,0.00988289
79.7,-0.000390658,0.002774683,0.002747044,0.356815464,0.35714552,0.015350802
79.8,-0.00073611,0.00281492,0.002716968,0.346599144,0.346688139,0.007854856
79.9,-0.000543437,0.002738877,0.002684422,0.335317386,0.335401998,0.007533316
80,-0.00035303,0.002638806,0.002615085,0.320742829,0.320827837,0.007385046
80.1,-0.000513516,0.002649014,0.002598764,0.308488915,0.308558498,0.006552557
80.2,0.000180562,0.002364197,0.002357292,0.292579587,0.292653563,0.00657977
80.3,-0.000129982,0.002424582,0.002421095,0.279038916,0.279140591,0.007533443
80.4,-3.25E-05,0.002323151,0.002322923,0.260332012,0.260882243,0.016934811
80.5,-3.07E-05,0.002444158,0.002443965,0.241855115,0.242337342,0.015280403
80.6,-0.000256013,0.00256957,0.002556784,0.216902364,0.217234624,0.012010259
80.7,-0.000356657,0.002731831,0.00270845,0.189123687,0.189454966,0.011198905
80.8,-0.000184384,0.00297495,0.002969231,0.158332973,0.158794304,0.012095474
80.9,-0.000442793,0.003446365,0.003417801,0.115873194,0.117020328,0.016345028
81,-0.0008295,0.004073126,0.003987767,0.073778316,0.07418759,0.007781936
81.1,-0.00055341,0.004047882,0.004009873,0.071960212,0.072097204,0.004442373
81.2,-0.00072659,0.004202493,0.004139205,0.071828061,0.072189238,0.007212195
81.3,-0.000698935,0.004033563,0.003972546,0.071331009,0.071849715,0.008617932
81.4,-0.000390658,0.004086944,0.00406823,0.070532616,0.071577701,0.01218677
81.5,-0.000264627,0.004054669,0.004046025,0.070178689,0.070989315,0.010697399
81.6,-0.00036119,0.003947862,0.003931305,0.069806929,0.071104215,0.013520432
81.7,-0.000113208,0.003995013,0.003993409,0.069451173,0.07042031,0.011642793
81.8,-0.00055749,0.004018363,0.003979503,0.068825628,0.069235559,0.007522997
81.9,-0.000157183,0.003936568,0.003933429,0.068686161,0.06946932,0.010401812
82,-0.000686242,0.003889579,0.003828563,0.068017175,0.068628543,0.009140064
82.1,-0.00046002,0.003825607,0.003797848,0.067788083,0.068170514,0.007210737
82.2,-0.000628213,0.00390518,0.00385432,0.067538871,0.06805342,0.008352774
82.3,-0.000702109,0.003847464,0.003782859,0.066378778,0.067063199,0.009556699
82.4,-0.000539356,0.003768036,0.003729235,0.065364097,0.066470496,0.012077323
82.5,-0.00036391,0.003711117,0.003693232,0.064413433,0.066452165,0.01633401
82.6,-0.000870301,0.003843386,0.003743554,0.062618192,0.064471494,0.015347167
82.7,-0.001004039,0.003707682,0.003569147,0.061357499,0.061744123,0.006898845
82.8,-0.000844007,0.003599804,0.003499463,0.060634556,0.061864869,0.01227651
82.9,-0.000823606,0.003371604,0.003269462,0.057563532,0.05810137,0.007887265
83,-0.000750164,0.003179254,0.003089484,0.053421583,0.054091734,0.008488234
83.1,-0.000482234,0.003075729,0.00303769,0.061526689,0.062204542,0.009158145
83.2,-0.000690775,0.003160319,0.003083901,0.073614614,0.074078588,0.008278032
83.3,-0.000510795,0.002947722,0.002903128,0.086594672,0.087021761,0.00861102
83.4,-8.96E-05,0.002893187,0.002891798,0.09646118,0.09680905,0.008199557
83.5,-8.60E-05,0.002850171,0.002848873,0.108524413,0.10875309,0.007048866
83.6,7.40E-05,0.002851289,0.002850328,0.120455494,0.120817305,0.009343191
83.7,-0.000401085,0.00308237,0.003056163,0.133993421,0.134221675,0.007824391
83.8,-0.000233799,0.002941019,0.002931711,0.145729248,0.146025286,0.009293572
83.9,-0.000409245,0.003154489,0.00312783,0.159573546,0.160011039,0.011824378
84,-0.000674455,0.003207827,0.003136122,0.172904787,0.173414342,0.013284142
84.1,-0.000147663,0.003128007,0.00312452,0.18779669,0.188467253,0.015884234
84.2,-0.000225185,0.003212706,0.003204804,0.20508057,0.205228818,0.007799185
84.3,-0.000339883,0.003361255,0.003344027,0.221156344,0.221398969,0.010362175
84.4,-0.000343056,0.003629758,0.00361351,0.240890733,0.241207651,0.012360638
84.5,-0.000709362,0.003756118,0.003688526,0.258497904,0.258746422,0.011337766
84.6,-0.000929237,0.004066762,0.003959176,0.281462903,0.281942959,0.01644586
84.7,-0.000749711,0.004152505,0.004084267,0.310622078,0.310926786,0.013761937
84.8,-0.000213398,0.004329749,0.004324487,0.33870987,0.338895811,0.011224734
84.9,-0.000380231,0.004575135,0.004559308,0.373664024,0.374016216,0.016227363
85,-0.000229265,0.004007541,0.004000978,0.424453885,0.424769817,0.016379765
85.1,-0.000170783,0.003579794,0.003575718,0.423505508,0.423656187,0.011298209
85.2,-0.000460927,0.003381682,0.003350122,0.412175279,0.412271269,0.008895992
85.3,-0.000947824,0.003526996,0.003397254,0.403029885,0.403088763,0.006889328
85.4,-0.00055613,0.003478578,0.003433835,0.392003283,0.392235491,0.013494695
85.5,-0.000244226,0.00341772,0.003408982,0.380307696,0.380379208,0.007375518
85.6,-9.01E-05,0.003309024,0.003307798,0.371590306,0.371695083,0.00882492
85.7,-6.88E-05,0.003123562,0.003122805,0.360965644,0.361248137,0.014283566
85.8,-0.000750164,0.00329983,0.00321343,0.349913893,0.350063821,0.010244353
85.9,-0.000465914,0.003040408,0.003004497,0.3368593,0.337274617,0.016732597
86,-0.000944651,0.003209352,0.003067177,0.325262482,0.325419652,0.010112747
86.1,-0.000333536,0.002847724,0.002828124,0.309992418,0.310236783,0.012311079
86.2,4.64E-05,0.002857883,0.002857507,0.297685461,0.297858642,0.01015564
86.3,-0.000238786,0.002824282,0.002814169,0.283382064,0.283657183,0.012490122
86.4,-0.000371164,0.002859784,0.002835596,0.266348767,0.266564499,0.010722245
86.5,-0.00026644,0.003019719,0.003007941,0.245077038,0.245364398,0.011871531
86.6,-0.000261,0.003066167,0.003055039,0.223873441,0.22408339,0.009697846
86.7,-0.000395645,0.003282328,0.003258396,0.199906564,0.200329801,0.013015184
86.8,-0.00053301,0.003616232,0.003576735,0.164405515,0.164990715,0.013883899
86.9,-0.001043934,0.004189931,0.004057797,0.127891614,0.128906666,0.01614508
87,-0.000950998,0.005322748,0.005237103,0.07895781,0.080868835,0.01747663
87.1,-7.83E-05,0.005605039,0.005604493,0.070053855,0.071041679,0.011805826
87.2,-0.000582878,0.005665409,0.005635345,0.070009957,0.071151246,0.012692746
87.3,-0.000417405,0.005528793,0.005513014,0.069169495,0.0698986,0.010069522
87.4,-0.00044914,0.005504215,0.005485859,0.068045526,0.068300717,0.005898671
87.5,-0.00044098,0.005461661,0.005443829,0.067889597,0.068524761,0.009308354
87.6,-0.000292734,0.005477618,0.00546979,0.067942183,0.06861736,0.009602178
87.7,-0.000514876,0.005462315,0.005437995,0.068015804,0.068639875,0.009234874
87.8,-0.000975478,0.005420147,0.005331644,0.067623923,0.068534573,0.011135198
87.9,-0.000956438,0.005337295,0.005250899,0.067541158,0.068039824,0.008222514
88,-0.000946464,0.005383072,0.005299214,0.067125499,0.067375342,0.005796905
88.1,-0.000873928,0.005356937,0.00528517,0.066942134,0.067332192,0.007237042
88.2,-0.000985452,0.005261023,0.005167906,0.066854796,0.067698152,0.010652514
88.3,-0.000539356,0.005159475,0.005131206,0.066158831,0.066771433,0.009024038
88.4,-0.000522129,0.00521401,0.005187802,0.065702019,0.066275433,0.008699298
88.5,-0.000656321,0.005032477,0.004989496,0.065492132,0.065652719,0.00458914
88.6,-0.000972758,0.004984692,0.004888854,0.064445899,0.065357429,0.010877486
88.7,-0.00063864,0.004964125,0.004922873,0.063906321,0.065967943,0.01636312
88.8,-0.000146756,0.004907065,0.00490487,0.063214472,0.063979677,0.009865578
88.9,-0.000117742,0.004923526,0.004922118,0.062202991,0.062882878,0.009221946
89,-0.000215212,0.004933437,0.004928741,0.061327777,0.061858569,0.008086186
89.1,-0.000263267,0.004623233,0.004615731,0.059807355,0.060115448,0.006078431
89.2,0.00022091,0.004521748,0.004516348,0.057661845,0.058188484,0.007810973
89.3,0.000151095,0.004405508,0.004402916,0.053907661,0.056027582,0.015266105
89.4,-5.16E-05,0.004268738,0.004268427,0.059167177,0.060279161,0.011524857
89.5,-0.000813179,0.004326039,0.004248924,0.06549076,0.06571755,0.005454967
89.6,-0.00054525,0.004278175,0.004243287,0.072375413,0.072732849,0.007201865
89.7,-0.000281854,0.003990631,0.003980665,0.078677047,0.078911158,0.006073971
89.8,-0.000171237,0.004014724,0.004011071,0.086021256,0.086191692,0.005417683
89.9,-0.000125902,0.003849401,0.003847342,0.092865669,0.093252039,0.008480001
90,-0.000512155,0.003852322,0.003818125,0.098929065,0.099207845,0.007432134
90.1,-0.000393378,0.003851754,0.003831614,0.106609367,0.106850504,0.007174472
90.2,-0.000149929,0.00358714,0.003584005,0.113330317,0.113682937,0.008947033
90.3,-0.000335349,0.003706114,0.00369091,0.122974593,0.123741428,0.013754656
90.4,-1.44E-05,0.003694257,0.003694229,0.129503033,0.129893113,0.0100591
90.5,-5.16E-05,0.003895902,0.003895561,0.137133492,0.137880891,0.014336856
90.6,-0.000861688,0.003878057,0.003781114,0.144985728,0.145235318,0.008510953
90.7,-0.000515329,0.003768567,0.003733166,0.153021786,0.153156151,0.006414015
90.8,-0.000509889,0.003828822,0.003794719,0.162988894,0.163131103,0.006810096
90.9,-0.000112301,0.003790059,0.003788395,0.17167839,0.17195004,0.009661615
91,-0.0004573,0.003759224,0.003731306,0.182367069,0.182544017,0.008035545
91.1,-0.000296815,0.00366395,0.003651908,0.1915399,0.191777347,0.009540306
91.2,-0.000447326,0.003725815,0.003698865,0.201337361,0.201557019,0.009407393
91.3,0.00022227,0.003818522,0.003812047,0.212733894,0.212872838,0.007689972
91.4,0.000458012,0.003897117,0.00387011,0.224215022,0.224378757,0.008570349
91.5,-5.70E-05,0.004048098,0.004047697,0.238492811,0.238637478,0.008308121
91.6,-0.00034759,0.003976067,0.003960844,0.249966623,0.25006771,0.007109648
91.7,-0.00054389,0.004116618,0.00408053,0.264269105,0.264365727,0.007146871
91.8,-0.000279587,0.004309271,0.004300192,0.280806264,0.280892836,0.00697336
91.9,-0.000338523,0.004278581,0.004265168,0.29595378,0.296109404,0.009598927
92,-8.46E-05,0.004584516,0.004583735,0.318204524,0.31832118,0.008617076
92.1,0.000215017,0.004512419,0.004507294,0.338545253,0.33882324,0.013722235
92.2,0.000796664,0.004712589,0.004644762,0.361809764,0.362016985,0.012247134
92.3,0.001078194,0.004318501,0.00418174,0.396079843,0.396249234,0.011585082
92.4,0.000461639,0.004506066,0.004482356,0.393301015,0.393357695,0.006677468
92.5,7.40E-05,0.00418786,0.004187206,0.383510413,0.383705638,0.012238471
92.6,9.58E-05,0.004195007,0.004193914,0.375452863,0.375691703,0.013394153
92.7,-0.000181664,0.004062742,0.004058678,0.365827336,0.365993735,0.011035133
92.8,-9.33E-05,0.004006156,0.00400507,0.356989684,0.35709274,0.008578502
92.9,-7.47E-05,0.003859853,0.003859131,0.34777387,0.347938784,0.010711317
93,-0.000314948,0.003848111,0.003835201,0.336053133,0.336222654,0.010675439
93.1,-0.000528929,0.003841414,0.003804825,0.325724782,0.325883362,0.010165249
93.2,-0.000422846,0.003554812,0.003529573,0.314758083,0.31489395,0.009249296
93.3,-0.000103234,0.003576864,0.003575374,0.301671023,0.302037502,0.014874354
93.4,0.000123894,0.003511107,0.003508921,0.290286379,0.290515843,0.011544389
93.5,-0.000273694,0.003549122,0.003538553,0.275372985,0.275495127,0.008202682
93.6,0.000156535,0.003539614,0.003536151,0.260950698,0.261162588,0.010518088
93.7,0.000135681,0.003720213,0.003717738,0.244746889,0.245059289,0.012369935
93.8,0.000593564,0.0038679,0.003822085,0.223648464,0.224033071,0.013121784
93.9,0.000998858,0.004100179,0.003976651,0.203851429,0.204125409,0.010572478
94,0.000587217,0.004489928,0.004451363,0.175909506,0.176547089,0.014990674
94.1,0.000420837,0.004804054,0.004785586,0.146436645,0.14745489,0.017298948
94.2,0.00048204,0.005400551,0.005378995,0.114394841,0.115286537,0.014311039
94.3,0.000480226,0.006382137,0.006364044,0.072675839,0.073379108,0.010134883
94.4,0.000474786,0.006364186,0.006346451,0.068532061,0.069381463,0.010823311
94.5,0.000137494,0.006263982,0.006262473,0.067834267,0.06812877,0.006327827
94.6,8.99E-05,0.006211538,0.006210888,0.067819635,0.068076695,0.005910455
94.7,2.91E-05,0.00619156,0.006191491,0.067513721,0.067713505,0.005197704
94.8,-0.000163983,0.006207946,0.00620578,0.067908345,0.068305744,0.007357397
94.9,-0.000176677,0.006225222,0.006222715,0.066953109,0.067780261,0.01055675
95,0.00011936,0.006128346,0.006127184,0.066801295,0.067575429,0.010199295
95.1,0.000366889,0.006168366,0.006157445,0.065979124,0.067045774,0.011911799
95.2,-1.80E-05,0.006149207,0.00614918,0.065595932,0.067152333,0.01437392
95.3,4.91E-05,0.005966239,0.005966037,0.066058689,0.066755525,0.009620276
95.4,0.000144294,0.005975712,0.005973969,0.065741344,0.066242018,0.008129002
95.5,0.000203683,0.005950682,0.005947195,0.064534609,0.065829297,0.012991559
95.6,0.000228164,0.005866986,0.005862547,0.064180225,0.065427068,0.012712198
95.7,0.00059719,0.005817219,0.005786485,0.064000061,0.064844477,0.010430644
95.8,-8.28E-05,0.005825456,0.005824867,0.063722498,0.063877828,0.004451982
95.9,-0.000119102,0.005771063,0.005769834,0.062470494,0.062681127,0.00513431
96,0.000246751,0.005664695,0.005659318,0.061169561,0.06291161,0.014702226
96.1,0.000636632,0.005703484,0.005667841,0.05953848,0.059947547,0.006991261
96.2,0.00040089,0.005526546,0.005511986,0.057006121,0.0574241,0.006915889
96.3,0.000172855,0.00527409,0.005271257,0.053144935,0.054600443,0.01252295
96.4,-0.000316309,0.004901726,0.00489151,0.056543364,0.057996041,0.012899177
96.5,-0.000454127,0.004930146,0.004909186,0.064634751,0.065462087,0.010374672
96.6,-0.000226545,0.004973214,0.004968052,0.070556394,0.071812891,0.013374847
96.7,-0.000212945,0.004844377,0.004839695,0.076540683,0.077672257,0.013209975
96.8,-0.000574718,0.004696119,0.004660819,0.084648989,0.085611636,0.012802375
96.9,-2.39E-05,0.004526709,0.004526646,0.091332901,0.092787236,0.016363753
97,-0.0002746,0.004526451,0.004518114,0.099409198,0.100414726,0.014174927
97.1,-0.000345776,0.004323495,0.004309645,0.105533869,0.106117521,0.011114437
97.2,-0.000421032,0.004321502,0.004300943,0.112591827,0.112793042,0.006734296
97.3,-0.000348496,0.004315124,0.004301028,0.120957119,0.12115814,0.006976402
97.4,-0.000608266,0.004447973,0.004406186,0.128335623,0.128700662,0.009686501
97.5,-0.00064,0.004441332,0.004394978,0.136587969,0.137128502,0.012163583
97.6,-0.000805019,0.004509141,0.004436699,0.143812374,0.144068239,0.008582456
97.7,-0.001202606,0.004487322,0.004323169,0.151807277,0.152209008,0.011051368
97.8,-0.000936944,0.004519587,0.004421403,0.161857608,0.162210988,0.010701374
97.9,-0.000884355,0.004391548,0.004301583,0.170498177,0.170814052,0.010383258
98,-0.000620053,0.00444871,0.004405287,0.18043922,0.181344645,0.018098843
98.1,-0.001028067,0.00453525,0.00441719,0.189566781,0.190011068,0.01298621
98.2,-0.001127351,0.004458381,0.004313496,0.200030484,0.20029623,0.010314324
98.3,-0.000704376,0.004472227,0.004416409,0.212058964,0.212418134,0.012347455
98.4,-0.00063048,0.004637413,0.004594355,0.221743021,0.222192589,0.014127248
98.5,-0.000416499,0.00466467,0.004646039,0.234504047,0.234609104,0.007020224
98.6,-0.000883449,0.004693318,0.00460942,0.249522156,0.249607039,0.006509018
98.7,-0.000528476,0.004696857,0.004667031,0.261715253,0.262079351,0.013809873
98.8,-0.00034623,0.004871331,0.004859012,0.277159995,0.27754789,0.014668616
98.9,-0.000565651,0.004925896,0.004893311,0.294127902,0.2942432,0.008236369
99,-0.000360283,0.005120564,0.005107874,0.314681261,0.315127415,0.016762807
99.1,-0.000152649,0.005252744,0.005250525,0.334366265,0.334706995,0.015098788
99.2,-0.000276414,0.005284199,0.005276965,0.358537085,0.358758092,0.012590774
99.3,-0.0006468,0.004772733,0.004728703,0.390155913,0.390337278,0.011897638
99.4,-0.000862141,0.004612887,0.004531604,0.394466595,0.394637824,0.01162402
99.5,-0.000895236,0.004483783,0.004393502,0.385198653,0.385583197,0.017216264
99.6,-0.000518502,0.004556292,0.004526693,0.377409063,0.377839975,0.018040127
99.7,-1.26E-05,0.004530418,0.004530401,0.367240756,0.367458768,0.012655958
99.8,4.68E-05,0.004503712,0.004503469,0.359396752,0.359484779,0.007954923
99.9,-0.000709362,0.00443371,0.004376596,0.349593346,0.349682334,0.007888386
100,-0.000429646,0.004432097,0.004411223,0.338375149,0.33848958,0.008800839
100.1,-0.00064816,0.00417785,0.004127265,0.328368258,0.328546259,0.010813471
100.2,-0.00035031,0.004040137,0.004024922,0.315833581,0.31611845,0.013417297
100.3,-0.000620959,0.00401708,0.003968796,0.305157248,0.305556395,0.015612963
100.4,-0.000751071,0.003950014,0.003877951,0.29260245,0.292838537,0.011756483
100.5,-0.000710269,0.003994566,0.003930913,0.277737984,0.277874964,0.008723995
100.6,-0.000811819,0.004036203,0.003953718,0.263425899,0.263590495,0.009313689
100.7,-0.000124088,0.003937324,0.003935368,0.247827972,0.248263066,0.014691706
100.8,1.29E-07,0.004332554,0.004332554,0.227259523,0.227647756,0.013289465
100.9,0.000291633,0.004479222,0.004469718,0.208049165,0.208292416,0.010063555
101,-0.000197531,0.0047915,0.004787426,0.180055571,0.180833477,0.016755227
101.1,-0.000299081,0.00514702,0.005138323,0.15061609,0.151060313,0.011576341
101.2,-3.93E-05,0.005734158,0.005734023,0.117574695,0.118386201,0.013837765
101.3,-0.00026372,0.00688453,0.006879477,0.07748906,0.078569189,0.012983182
101.4,-0.000193451,0.007064436,0.007061787,0.067446503,0.06784794,0.007369682
101.5,-0.00054117,0.007118188,0.007097587,0.067165739,0.068790208,0.01486123
101.6,-0.000326282,0.007084629,0.007077111,0.067225641,0.06778729,0.008708035
101.7,-1.08E-05,0.006950996,0.006950987,0.067417695,0.067878586,0.007896633
101.8,0.000386383,0.006932372,0.006921596,0.067357792,0.068130628,0.010232803
101.9,0.000342408,0.006882975,0.006874453,0.067115439,0.067784899,0.009503176
102,-8.28E-05,0.006878543,0.006878044,0.067063311,0.068462135,0.01376867
102.1,-0.000107768,0.006785551,0.006784695,0.065824567,0.067640993,0.015570173
102.2,4.41E-05,0.006776978,0.006776834,0.065802618,0.067110151,0.013182858
102.3,0.000589483,0.0068334,0.006807927,0.0660971,0.066937164,0.010571536
102.4,0.000160615,0.00658707,0.006585111,0.065940256,0.066581165,0.009215968
102.5,-0.000239239,0.006716741,0.006712479,0.064845095,0.067156818,0.017468594
102.6,-7.15E-05,0.006522739,0.006522347,0.064476536,0.065701968,0.012630317
102.7,-0.000243773,0.006546951,0.006542411,0.064138156,0.064416571,0.005982599
102.8,-0.00045594,0.006487538,0.006471497,0.063530902,0.064149043,0.008883927
102.9,-0.00034623,0.006424721,0.006415385,0.062991324,0.063441851,0.007547286
103,-0.000119555,0.006208962,0.00620781,0.061770414,0.063015129,0.012462842
103.1,2.10E-05,0.0060634,0.006063363,0.060644616,0.061295494,0.008908878
103.2,-0.000445966,0.005954295,0.00593757,0.059154831,0.059797211,0.008741421
103.3,-0.00091881,0.005557833,0.005481359,0.054819914,0.056136949,0.012088591
103.4,-0.000294094,0.005186732,0.005178387,0.055469694,0.056163007,0.008797521
103.5,-0.000309962,0.005098741,0.005089311,0.061424718,0.062168102,0.009585245
103.6,-0.000437806,0.004904756,0.004885177,0.067129158,0.067938504,0.010455452
103.7,-0.000257826,0.004849649,0.004842791,0.073127622,0.074857076,0.0159979
103.8,-0.000299535,0.004696822,0.004687261,0.080035595,0.081134842,0.013310376
103.9,-0.000129982,0.004541381,0.004539521,0.087902006,0.088173958,0.006919846
104,9.90E-05,0.004662807,0.004661757,0.094437305,0.094868025,0.009029816
104.1,-5.34E-05,0.00457586,0.004575549,0.10222598,0.103546807,0.016486064
104.2,-0.000811366,0.004433415,0.004358538,0.108964763,0.109423717,0.010011504
104.3,-0.001303703,0.00438883,0.004190726,0.116182766,0.116591222,0.009750797
104.4,-0.001165885,0.004431215,0.004275089,0.123934402,0.124279002,0.009248475
104.5,-0.00110151,0.004546077,0.004410611,0.131796697,0.133119419,0.01871925
104.6,-0.00093513,0.00445139,0.004352058,0.140449155,0.141137605,0.013923308
104.7,-0.001147751,0.004411856,0.004259947,0.148418909,0.148696869,0.009087708
104.8,-0.001325464,0.004545324,0.004347771,0.15670738,0.15686692,0.007073044
104.9,-0.000687602,0.004508942,0.004456204,0.167561133,0.16781052,0.009145335
105,-0.000328549,0.004287912,0.004275306,0.176058119,0.176485257,0.012271286
105.1,-0.000711176,0.004488316,0.004431615,0.186121254,0.186301828,0.008200619
105.2,-0.000547517,0.004397566,0.004363349,0.195848752,0.196187826,0.011529493
105.3,-0.00063048,0.004283345,0.00423669,0.205558875,0.205771489,0.009351735
105.4,-0.000706189,0.004282089,0.004223456,0.218292007,0.218508624,0.009727201
105.5,-0.000677175,0.004474388,0.004422847,0.229694027,0.229907346,0.009901596
105.6,-0.00102716,0.004443046,0.004322684,0.244423599,0.244646767,0.01044723
105.7,-0.000976385,0.004520751,0.004414053,0.257122436,0.257274232,0.008836458
105.8,-0.001362185,0.004500879,0.004289797,0.272355005,0.272470076,0.00791794
105.9,-0.001299623,0.004434896,0.004240198,0.289647574,0.289765304,0.008259209
106,-0.001352665,0.004471477,0.004261972,0.305040187,0.305180327,0.009247506
106.1,-0.001751613,0.004591659,0.00424443,0.325010069,0.325203827,0.011224253
106.2,-0.001508617,0.004320896,0.004048977,0.350344183,0.350787155,0.017623326
106.3,-0.001398,0.004177975,0.00393714,0.377897884,0.378178125,0.014556208
106.4,-0.001153191,0.003607799,0.003418532,0.396789525,0.396863457,0.007660053
106.5,-0.001003133,0.003416108,0.003265505,0.388666586,0.388744377,0.007776587
106.6,-0.001051641,0.003440441,0.003275772,0.379232655,0.379293768,0.006808523
106.7,-0.000567011,0.003187147,0.003136304,0.371767269,0.371939868,0.011329745
106.8,-0.001060255,0.003337855,0.003164986,0.362040228,0.362157509,0.009215992
106.9,-0.000557944,0.003087097,0.003036259,0.354766439,0.35483056,0.006745407
107,-0.000445513,0.003095047,0.003062815,0.345367717,0.345447343,0.007416635
107.1,-0.000416952,0.002954201,0.002924629,0.335859251,0.335981246,0.009053263
107.2,-0.001118284,0.003242617,0.003043683,0.323983042,0.324049838,0.006579232
107.3,-0.000784618,0.00307644,0.002974702,0.311310726,0.311494409,0.010695722
107.4,-0.001062975,0.003105573,0.00291799,0.30146388,0.301849945,0.015261649
107.5,-0.000590132,0.002920853,0.002860617,0.288342983,0.288757861,0.015473414
107.6,-0.000590132,0.002904668,0.002844089,0.273029478,0.273133795,0.007548117
107.7,-0.001125537,0.003098026,0.002886335,0.259804323,0.259997275,0.010014814
107.8,-0.000527569,0.002801938,0.002751823,0.242243337,0.242408888,0.00895738
107.9,-0.000782805,0.003062901,0.002961178,0.22084723,0.221133812,0.011254509
108,-0.000519409,0.003043549,0.002998901,0.200638195,0.20114197,0.014226967
108.1,-0.000823153,0.003560127,0.003463657,0.174242301,0.174593947,0.011075508
108.2,-0.000861234,0.003848893,0.003751301,0.144264613,0.144921548,0.013783192
108.3,-0.000676721,0.005031622,0.004985907,0.102508115,0.103833483,0.016537188
108.4,-0.000566104,0.006370158,0.006344954,0.076642654,0.077802767,0.013385595
108.5,-0.000361643,0.006345699,0.006335385,0.075323888,0.076393174,0.012736912
108.6,-0.000720243,0.006404198,0.006363568,0.075670956,0.076123636,0.008289414
108.7,-0.000805926,0.006480268,0.006429958,0.074202663,0.074543349,0.007118687
108.8,-0.000970945,0.006603862,0.006532095,0.072048922,0.072463257,0.007737988
108.9,-0.000955078,0.006629249,0.006560089,0.07275449,0.073274429,0.008713562
109,-0.000735657,0.006639969,0.00659909,0.072501619,0.073068191,0.009081616
109.1,-0.000617786,0.006556411,0.006527241,0.072520367,0.072858859,0.007014961
109.2,-0.000870301,0.006627668,0.006570278,0.07307595,0.073355203,0.006394632
109.3,-0.000893876,0.006692861,0.006632901,0.0729973,0.073731637,0.010380202
109.4,-0.001518138,0.006801706,0.006630118,0.073225477,0.073853432,0.009610355
109.5,-0.000952811,0.006744665,0.006677025,0.073077322,0.073546942,0.008298057
109.6,-0.000802752,0.006665607,0.006617092,0.073057202,0.073701212,0.009721825
109.7,-0.001053001,0.006607608,0.006523165,0.073070006,0.073717165,0.009746524
109.8,-0.001349945,0.006825012,0.006690175,0.072871093,0.073204789,0.006981751
109.9,-0.001343145,0.006731664,0.006596307,0.072748088,0.072964271,0.005612542
110,-0.001478696,0.00682663,0.006664558,0.072644288,0.07304412,0.007632226
110.1,-0.001419761,0.006789354,0.006639248,0.072381357,0.073407247,0.012229596
110.2,-0.001515871,0.006784703,0.006613193,0.072469611,0.072689461,0.005649189
110.3,-0.001248848,0.006727269,0.006610335,0.072888927,0.073155665,0.006241445
110.4,-0.002077571,0.006907204,0.006587349,0.073624217,0.073856915,0.005858212
110.5,-0.001243861,0.006661089,0.006543922,0.073423932,0.073761579,0.007049583
110.6,-0.000858514,0.006672746,0.006617288,0.073405642,0.07368992,0.006466535
110.7,-0.000607359,0.006580459,0.00655237,0.073234623,0.073558394,0.006894014
110.8,-0.00092697,0.006646471,0.006581512,0.073273033,0.073628441,0.007225642
110.9,-0.000946917,0.006551437,0.006482644,0.073104301,0.073315002,0.005554343
111,-0.000955984,0.006623619,0.006554267,0.07298724,0.073198363,0.005555461
111.1,-0.001126444,0.006730856,0.006635928,0.07284823,0.073324725,0.008345697
111.2,-0.001777,0.006909247,0.006676823,0.0727929,0.073389316,0.009337313
111.3,-0.001421121,0.006806632,0.006656625,0.072604048,0.073146516,0.008891856
111.4,-0.001595207,0.006753904,0.006562815,0.073130823,0.073616218,0.008439807
111.5,-0.001846363,0.006787531,0.006531578,0.072301335,0.07303534,0.010328491
111.6,-0.001662303,0.006848545,0.006643743,0.072371755,0.072607336,0.005844173
111.7,-0.001082922,0.006654526,0.006565821,0.071942836,0.074534449,0.019483646
111.8,-0.00111919,0.006696565,0.006602378,0.072267955,0.074676479,0.018812742
111.9,-0.00140616,0.006698572,0.006549319,0.072136261,0.073660379,0.014906753
112,-0.001558486,0.006645947,0.00646063,0.072685899,0.073543787,0.01120039
112.1,-0.001551685,0.006679603,0.006496874,0.072615022,0.073126458,0.008633504
112.2,-0.001637369,0.006862874,0.006664688,0.072898987,0.073419157,0.008724126
112.3,-0.001307784,0.006719939,0.006591455,0.071909912,0.073968688,0.01733007
112.4,-0.001325011,0.006776823,0.006646027,0.071717859,0.073004308,0.013644695
112.5,-0.001418401,0.006731135,0.006579993,0.072415653,0.075679512,0.02198549
112.6,-0.001907111,0.006869001,0.006598947,0.072316425,0.073582968,0.013593669
112.7,-0.001413414,0.006724595,0.006574378,0.07241108,0.074508899,0.017555952
112.8,-0.001281943,0.00671756,0.006594106,0.072261096,0.072876873,0.00945371
112.9,-0.00111103,0.006574627,0.006480072,0.072299506,0.072402435,0.003859281
