Time,Position,Strain,
106.331,0.265301195,,
106.401,0.265286293,,
106.471,0.265313473,,
106.54,0.2653321,,
106.61,0.265274671,,
106.68,0.265302685,,
106.75,0.265290883,,
106.82,0.265294012,,
106.864,0.265302268,,
106.987,0.276684639,,
107.061,0.284067896,,
107.131,0.290997293,,
107.201,0.297989514,,
107.271,0.304923114,,
107.378,0.315607812,,
107.454,0.323162105,,
107.544,0.332105543,,
107.614,0.339065101,,
107.684,0.346032437,,
107.754,0.35296997,,
107.824,0.359932567,,
107.874,0.364613976,,
107.88,0.364303734,,
107.881,0.364191826,,
107.893,0.362825091,,
107.933,0.358771231,,
108.003,0.351741101,,
108.073,0.344689723,,
108.143,0.337734546,,
108.213,0.330728974,,
108.283,0.323763844,,
108.353,0.316761699,,
108.423,0.309794363,,
108.493,0.302826818,,
108.595,0.29268476,,
108.665,0.28571814,,
108.735,0.278734412,,
108.805,0.271830049,,
108.844,0.267904338,,
108.88,0.264909741,,
108.882,0.264893767,,
108.952,0.265039232,,
109.022,0.265060273,,
109.092,0.265080806,,
109.135,0.265080628,,
109.205,0.26511943,,
109.275,0.265135553,,
109.345,0.265132841,,
109.415,0.265198496,,
109.485,0.265177366,,
109.555,0.265210178,,
109.625,0.26518875,,
109.695,0.265203473,,
109.765,0.265216318,,
109.901,0.265215066,,
109.971,0.265228358,,
110.041,0.265241262,,
110.161,0.265247312,,
110.231,0.265245166,,
110.301,0.265231874,,
110.371,0.265267429,,
110.441,0.265252855,,
110.511,0.26528683,,
110.581,0.265249458,,
110.651,0.265267429,,
110.721,0.265260723,,
110.791,0.2652944,,
110.861,0.265235123,,
110.931,0.265293923,,
111.001,0.265241828,,
111.071,0.265268949,,
111.141,0.265258428,,
111.211,0.265295443,,
111.35,0.265295264,,
111.42,0.265275118,,
111.49,0.265312281,,
111.56,0.265278247,,
111.63,0.265299138,,
111.7,0.265290943,,
111.77,0.265312251,,
111.84,0.265299138,,
111.91,0.265294102,,
111.98,0.265325573,,
112.05,0.265286293,,
112.12,0.265296814,,
112.19,0.26526719,,
112.26,0.265261796,,
112.33,0.265314844,,
112.4,0.265288707,,
112.47,0.265289304,,
112.54,0.265313354,,
112.61,0.265294072,,
112.68,0.265301046,,
112.75,0.265310493,,
112.82,0.265286651,,
112.89,0.265299049,,
112.96,0.265307781,,
113.03,0.265309629,,
113.1,0.265300509,,
113.17,0.265304085,,
113.24,0.265314874,,
113.31,0.265308556,,
113.38,0.265310702,,
113.45,0.26531544,,
113.52,0.265276816,,
113.523,0.265270737,,
113.593,0.265297082,,
113.663,0.265280989,,
113.733,0.265328166,,
113.803,0.265321043,,
113.864,0.265314069,,
113.898,0.267740962,,
113.968,0.274733272,,
114.038,0.281688925,,
114.108,0.288666126,,
114.178,0.295637843,,
114.313,0.309064563,,
114.378,0.315555271,,
114.448,0.322519626,,
114.585,0.33611029,,
114.655,0.343068059,,
114.725,0.350021954,,
114.795,0.35691696,,
114.865,0.36392277,,
114.874,0.364635314,,
114.881,0.364230927,,
114.882,0.364117618,,
114.898,0.36231121,,
114.965,0.355635132,,
115.035,0.34854662,,
115.105,0.341587331,,
115.175,0.334584828,,
115.245,0.32765257,,
115.315,0.320644226,,
115.385,0.313625719,,
115.482,0.303976771,,
115.552,0.297078636,,
115.622,0.290057775,,
115.692,0.28308278,,
115.762,0.2760784,,
115.832,0.269128498,,
115.878,0.264915165,,
115.882,0.264864799,,
115.952,0.265033451,,
115.99,0.265034523,,
116.06,0.265082863,,
116.13,0.265116033,,
116.2,0.265153733,,
116.27,0.265164491,,
116.34,0.265116986,,
116.41,0.265189585,,
116.48,0.265139726,,
116.55,0.265207496,,
116.62,0.265179661,,
116.69,0.265217361,,
116.76,0.265193787,,
116.83,0.26521602,,
116.9,0.265213099,,
116.97,0.265205261,,
117.04,0.265249279,,
117.11,0.26522192,,
117.18,0.265256432,,
117.25,0.26524013,,
117.32,0.265258667,,
117.39,0.265234974,,
117.46,0.265257415,,
117.53,0.265230921,,
117.6,0.265287933,,
117.67,0.265256134,,
117.74,0.265247401,,
117.81,0.265309033,,
117.88,0.265255597,,
117.95,0.265280273,,
118.02,0.265296814,,
118.09,0.26529583,,
118.16,0.26527929,,
118.23,0.265288886,,
118.3,0.265281734,,
118.37,0.26527774,,
118.44,0.265317735,,
118.51,0.265288171,,
118.58,0.26527473,,
118.65,0.265258726,,
118.72,0.265302029,,
118.79,0.265302387,,
118.86,0.265258548,,
118.93,0.26528531,,
119,0.26532298,,
119.07,0.265325335,,
119.14,0.265279439,,
119.21,0.265304264,,
119.28,0.265287098,,
119.35,0.265284952,,
119.42,0.265314278,,
119.49,0.265272763,,
119.56,0.265334901,,
119.63,0.265258518,,
119.7,0.265342679,,
119.77,0.265281734,,
119.84,0.265295592,,
119.91,0.265287515,,
119.98,0.265326437,,
120.05,0.265290943,,
120.12,0.265308675,,
120.19,0.265299824,,
120.26,0.265302834,,
120.33,0.265322682,,
120.4,0.265289125,,
120.47,0.265306142,,
120.54,0.265297857,,
120.61,0.265322354,,
120.68,0.265314755,,
120.75,0.265282181,,
120.82,0.265304234,,
120.865,0.265288231,,
120.868,0.265300479,,
120.893,0.265471366,,
120.901,0.265457836,,
120.952,0.265433398,,
121.003,0.26544657,,
121.056,0.26544204,,
121.088,0.265434024,,
121.097,0.265414473,,
121.11,0.265427825,,
121.113,0.265424606,,
121.113,0.265424606,,
121.174,0.26994991,,
121.248,0.276480284,,
121.301,0.281114396,,
121.342,0.284740951,,
121.387,0.2887153,,
121.428,0.292260822,,
121.469,0.295927402,,
121.51,0.299518403,,
121.551,0.303083059,,
121.592,0.306718048,,
121.633,0.310267445,,
121.674,0.313918766,,
121.689,0.315203574,,
121.758,0.321279939,,
121.828,0.327374574,,
121.869,0.33097678,,
121.91,0.334560033,,
121.986,0.341194089,,
122.027,0.344782468,,
122.068,0.348399516,,
122.111,0.352177348,,
122.152,0.355740066,,
122.193,0.35932314,,
122.234,0.362911369,,
122.275,0.36650535,,
122.316,0.37011611,,
122.357,0.373705114,,
122.398,0.377307113,,
122.439,0.380887027,,
122.48,0.384445245,,
122.521,0.387994672,,
122.562,0.391615744,,
122.624,0.396862323,,
122.626,0.396833385,,
122.635,0.395996417,,
122.676,0.392197008,,
122.68,0.391895558,,
122.721,0.38823619,,
122.762,0.384592469,,
122.803,0.380971576,,
122.844,0.377388681,,
122.885,0.373759355,,
122.926,0.37013423,,
122.967,0.366518523,,
123.008,0.362891014,,
123.049,0.359359767,,
123.09,0.355700399,,
123.131,0.352120991,,
123.172,0.348487224,,
123.213,0.344866361,,
123.254,0.341301884,,
123.295,0.337682869,,
123.336,0.334088709,,
123.377,0.330484982,,
123.418,0.326911803,,
123.459,0.323301073,,
123.5,0.319697168,,
123.541,0.316129293,,
123.582,0.312545355,,
123.623,0.308893856,,
123.664,0.305289712,,
123.705,0.301707771,,
123.746,0.298100706,,
123.787,0.294517424,,
123.828,0.290930834,,
123.869,0.287395414,,
123.904,0.284299281,,
123.945,0.280663815,,
123.986,0.277087953,,
124.027,0.273486313,,
124.068,0.269922641,,
124.109,0.266358849,,
124.13,0.265003499,,
124.132,0.265020308,,
124.173,0.265083369,,
124.214,0.265106198,,
124.255,0.265117434,,
124.279,0.265126821,,
124.32,0.265157965,,
124.361,0.265161183,,
124.402,0.26522347,,
124.443,0.265212056,,
124.484,0.265209284,,
124.525,0.265212115,,
124.566,0.265223798,,
124.607,0.265302834,,
124.648,0.265251186,,
124.689,0.265246895,,
124.73,0.265275892,,
124.742,0.265272316,,
124.783,0.265272435,,
124.824,0.265279052,,
124.865,0.265271601,,
124.906,0.265295204,,
124.947,0.265335259,,
124.988,0.265327749,,
125.029,0.265305516,,
125.07,0.265288976,,
125.111,0.265332517,,
125.115,0.265316006,,
125.2,0.272058782,,
125.241,0.27563661,,
125.318,0.282386747,,
125.374,0.287321087,,
125.419,0.29127675,,
125.471,0.295863357,,
125.512,0.299497273,,
125.553,0.303044137,,
125.594,0.306637135,,
125.635,0.310236421,,
125.676,0.313843038,,
125.717,0.317418333,,
125.758,0.321031716,,
125.799,0.324668612,,
125.868,0.330678876,,
125.909,0.334270622,,
125.951,0.337985482,,
125.992,0.341551389,,
126.033,0.345163729,,
126.074,0.348740007,,
126.115,0.352311786,,
126.18,0.358008321,,
126.221,0.361622448,,
126.262,0.365172114,,
126.303,0.368764068,,
126.361,0.373858179,,
126.402,0.3774628,,
126.443,0.381048019,,
126.484,0.384689327,,
126.525,0.388206746,,
126.566,0.391823555,,
126.607,0.395384307,,
126.625,0.396774973,,
126.632,0.396440024,,
126.652,0.394507254,,
126.717,0.388679172,,
126.758,0.385080482,,
126.799,0.381458129,,
126.84,0.377813514,,
126.881,0.374216552,,
126.922,0.370602574,,
126.963,0.367019649,,
127.004,0.36342075,,
127.045,0.359817799,,
127.106,0.354393299,,
127.147,0.350815799,,
127.188,0.347226258,,
127.229,0.343614097,,
127.27,0.33999842,,
127.311,0.336395915,,
127.352,0.332814928,,
127.393,0.329228189,,
127.461,0.323243823,,
127.502,0.319675948,,
127.543,0.316011097,,
127.584,0.31246319,,
127.594,0.311601069,,
127.635,0.307991084,,
127.676,0.304446217,,
127.717,0.30078983,,
127.758,0.29720014,,
127.799,0.293604877,,
127.84,0.290024814,,
127.891,0.285525885,,
127.932,0.281965968,,
127.973,0.278364536,,
128.01,0.275118765,,
128.051,0.271499303,,
128.092,0.267933217,,
128.129,0.265008566,,
128.135,0.264923987,,
128.176,0.265075949,,
128.217,0.265085485,,
128.258,0.265118477,,
128.299,0.265125301,,
128.34,0.26514962,,
128.381,0.265194473,,
128.422,0.265170094,,
128.463,0.26520538,,
128.504,0.265212354,,
128.545,0.265277561,,
128.586,0.26519641,,
128.627,0.26527625,,
128.668,0.265211013,,
128.677,0.265216198,,
128.718,0.26526424,,
128.759,0.265305367,,
128.8,0.265254882,,
128.841,0.265290436,,
128.882,0.265278038,,
128.923,0.265282777,,
128.964,0.265338418,,
129.005,0.265272704,,
129.046,0.26535621,,
129.087,0.265339044,,
129.116,0.265299973,,
129.201,0.271922406,,
129.242,0.275528875,,
129.315,0.281981435,,
129.356,0.28559151,,
129.397,0.289190527,,
129.438,0.292792138,,
129.479,0.296395537,,
129.52,0.299992945,,
129.561,0.303633209,,
129.602,0.307190951,,
129.65,0.311405834,,
129.691,0.315045591,,
129.732,0.318583991,,
129.773,0.322214927,,
129.814,0.325825479,,
129.855,0.329404499,,
129.925,0.335544105,,
130.005,0.342549976,,
130.052,0.346686001,,
130.093,0.35028347,,
130.16,0.3561179,,
130.201,0.359692241,,
130.242,0.363264437,,
130.283,0.366917248,,
130.324,0.370481934,,
130.401,0.377224381,,
130.442,0.380797859,,
130.483,0.38443404,,
130.524,0.387991126,,
130.565,0.391560282,,
130.606,0.395116384,,
130.626,0.396800364,,
130.633,0.396529193,,
130.634,0.396440412,,
130.651,0.394740428,,
130.653,0.394579495,,
130.682,0.391952242,,
130.723,0.388327415,,
130.764,0.384706731,,
130.805,0.381073709,,
130.846,0.377474155,,
130.887,0.373880114,,
130.928,0.370240863,,
130.969,0.366652216,,
131.01,0.362984355,,
131.051,0.35942414,,
131.092,0.355828788,,
131.133,0.352191712,,
131.174,0.348618146,,
131.215,0.344988312,,
131.256,0.341358449,,
131.297,0.337774571,,
131.338,0.334161695,,
131.379,0.330571916,,
131.42,0.32699519,,
131.461,0.323417451,,
131.502,0.319803294,,
131.543,0.316176381,,
131.574,0.313448783,,
131.585,0.312499072,,
131.626,0.30890074,,
131.667,0.305305924,,
