,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
0,-0.7474051445754295,-0.7578403970432338,-0.7702025556518747,-0.7825784019804576,-0.7950986784812378,-0.8075701211708257,-0.822616469556527,-0.8284727252346352,-0.8421356281550653,-0.8597451809557419,-0.8628324326591214,-0.8628466249506219,-0.8628440916316067,-0.8628483830747481,-0.8628548451000712,-0.8628576758949169,-0.8628766386562702,-0.8628857934430314,-0.8628960211742066,-0.8629050829959689,-0.8629136844630872,-0.8629122290187942,-0.8629474422222889,-0.8629590407994568,-0.8629771186447192,-0.8629956690392494,-0.8630234607689161,-0.8630277374021283,-0.8630635318155251,-0.8628829150861124,-0.857133376978107,-0.850380540444842,-0.8436515753586542,-0.83693250963071,-0.8305051180729284,-0.8252781203163986,-0.8213219778408468,-0.8147654036460643,-0.8088440684713363,-0.8021031029023806,-0.7953659308040937,-0.7886130074487583,-0.7818430019498217,-0.773889831736928,-0.7692511406652476,-0.7631148419818977,-0.7560089105381931,-0.7534759530530445,-0.7479965487875081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.747412058714142,-0.7560089548686133,-0.7728952314209256,-0.7851788985769812,-0.7974368357741306,-0.8097632295258779,-0.8220355386444766,-0.8343466666534666,-0.8480599326952991,-0.8623365325348886,-0.8628602642751361,-0.8628557241266552,-0.8628469349251818,-0.8628441781483049,-0.8628587627217396,-0.8628627363025896,-0.8628892974358392,-0.862887959684109,-0.8628986810694612,-0.8628983799418323,-0.8629047991136461,-0.8629170704060088,-0.8629442390099228,-0.8629562761057048,-0.8629684538932823,-0.8629985797567766,-0.8630190374986497,-0.8630364220002396,-0.863081650066249,-0.8619901231337102,-0.8560688989472887,-0.8501521942830053,-0.8434142742173939,-0.8360282313818946,-0.8312114380367499,-0.824521756009585,-0.8178401804623663,-0.8115227059680984,-0.8049199783001135,-0.7982226775576728,-0.791496895232768,-0.7848065391764195,-0.7787853624722387,-0.7729331945500589,-0.7662169275477866,-0.7594866184985174,-0.7527183971703281,-0.7479048556310459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-0.7473917335305136,-0.7581423162739854,-0.7731014500057366,-0.7867616976651233,-0.7993485805643009,-0.8119062632045786,-0.826464073019794,-0.8440958650464695,-0.8596625923816458,-0.8628084299596115,-0.8628187505318476,-0.862807284763214,-0.8627979767108113,-0.8627860991078253,-0.862966588774,-0.8629830574246953,-0.8629515593224204,-0.8629748035029152,-0.8629779279389956,-0.8629738729675828,-0.8629751017229432,-0.862980061391638,-0.862992549070648,-0.8630038094281828,-0.8630049489171543,-0.8629908105268884,-0.8630045257522968,-0.8630256572574287,-0.8630341102362279,-0.8630315087746678,-0.8630470111834754,-0.8630477490158689,-0.8630528858678026,-0.8630653760209679,-0.8630910884390353,-0.8631092759097114,-0.86311849680438,-0.8631397842656253,-0.8631472914705464,-0.8631935592381219,-0.8632239971368483,-0.8632745523339489,-0.8629138302574932,-0.8535083215624607,-0.8425742505331406,-0.8305998450507386,-0.8185848007846244,-0.8069625555009088,-0.7979491029111777,-0.785860634354994,-0.7738271811383277,-0.7611893186601967,-0.7558980399298505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-0.755145075828999,-0.76183573199473,-0.7747353689156506,-0.7918954256020296,-0.805852248577568,-0.8198251748503883,-0.8361261409206736,-0.8532949734968233,-0.8629683371277845,-0.8629714574010992,-0.8629727478118411,-0.8629688960703343,-0.8629659357758843,-0.8629927574782861,-0.862984458813099,-0.8629848675221434,-0.8630065328565888,-0.863014965036179,-0.8630206022944036,-0.8630302024567963,-0.8630278657163302,-0.8630371388876455,-0.8630467889391253,-0.8630686636646856,-0.8630850154835306,-0.8631022655741645,-0.8631245829536138,-0.8631459284495396,-0.8631729083724691,-0.8632031219963513,-0.863247527605196,-0.862949000815005,-0.8517248606313287,-0.8377390608282724,-0.8286028026320623,-0.8146166398665262,-0.8006268491451193,-0.7866142175664772,-0.7677107503431803,-0.7576677440664937,-0.7576081768633633,-0.7575702480015802,-0.7575294839427227,-0.7568805701113533,-0.756231656279984,-0.7553089763158235,-0.755273631183483,-0.7552382860511425,-0.7552029409188021,-0.7551675957864616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.7551145731523955,-0.765410991339996,-0.7760805766615396,-0.7842285577169059,-0.8000790759095877,-0.8113360357402211,-0.822641980920621,-0.833714479264646,-0.8447617350419063,-0.859268118442877,-0.8629674088109976,-0.8629697061442794,-0.8629776519542308,-0.8629836863624567,-0.8629748395176154,-0.8629877017229691,-0.8629783042927526,-0.8629857722354909,-0.8629920501201727,-0.862988484263826,-0.8630045960207099,-0.8630139053550143,-0.8629991451164046,-0.863023234769853,-0.8630227190256134,-0.8630326253174581,-0.8630457140400117,-0.863045103464545,-0.8630591146090177,-0.8630854946878389,-0.8630989877657754,-0.8631050701642542,-0.8631178671280673,-0.8631460697891803,-0.8631388146097249,-0.8631729598112768,-0.8632053981486967,-0.8632395750599193,-0.8632272492793329,-0.8555260472076184,-0.8474927989042649,-0.8378736633648567,-0.8247896161763425,-0.8137151644093177,-0.798645983230189,-0.7875549565015613,-0.7764770755942135,-0.7646951433832423,-0.7585192154737663,-0.7558090247379647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.7551269560172015,-0.7582504480895002,-0.7631048433085923,-0.772890358471834,-0.7832360770319348,-0.7918481507922486,-0.8001779203129108,-0.8206478783360129,-0.8335950933992721,-0.8546659676026732,-0.863003335964878,-0.8629897715303827,-0.8629717437764313,-0.8629837568635044,-0.8629685208440784,-0.8631171313399043,-0.8631302796303587,-0.8631352790943911,-0.86314901833035,-0.8631448671118958,-0.8631661124201265,-0.8631783597124822,-0.8631816744255446,-0.8631877064356072,-0.8631986462454712,-0.8632243332042184,-0.8632405663683721,-0.8632614529548014,-0.8632755163475115,-0.8633156521820758,-0.8633445778218156,-0.863376919317755,-0.8634193000471907,-0.8634841900848772,-0.8569954986541902,-0.8499266396607953,-0.8442162424330086,-0.8368010169235222,-0.828244645644832,-0.8211253940978982,-0.814047129680443,-0.8069528235727295,-0.7998550198412059,-0.7927294504429896,-0.7856204116738552,-0.7785159400342603,-0.7713941412161881,-0.76880300370295,-0.7622782129404883,-0.7551310930373778,-0.7479074714210792,-0.7385397136245907,-0.7325287448275078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-0.7322850855022275,-0.7333551257376272,-0.7385178035568386,-0.7434410097738813,-0.7482999211156006,-0.753910958440139,-0.7573874498391396,-0.7634018714651563,-0.7679896120534216,-0.7732136610993448,-0.7781904133160186,-0.7805867171106837,-0.7860882548357927,-0.7919824196190968,-0.7991241211315562,-0.8104195046223728,-0.8180818872782012,-0.8341569565438857,-0.8424728853142336,-0.8538495757842475,-0.8631138036495773,-0.8631402610867119,-0.8631345749362774,-0.8631486178602154,-0.8631448009295655,-0.8631302115413172,-0.8631550572067588,-0.8631588631796462,-0.8631880607797643,-0.8631885515269937,-0.8632052742171017,-0.8632095604959364,-0.8632264209432646,-0.8632465219708565,-0.8632628216445044,-0.8632828071773476,-0.8633025116805083,-0.863319800339046,-0.8633785813502322,-0.8634041871703111,-0.8634519082012859,-0.8609489060488857,-0.8548627872699383,-0.8485689129445522,-0.8403009288920401,-0.8340024450931526,-0.8276870842672142,-0.8213864604696692,-0.815073334584071,-0.8087492854739284,-0.8024266173140522,-0.796122423920702,-0.7897970523552025,-0.7834737384830014,-0.7771098970263187,-0.7708062738030371,-0.7644623600598334,-0.7581334855838415,-0.7517865881431296,-0.7454265909591569,-0.7390982299101708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-0.7323149176265855,-0.7457854232556974,-0.7526232077135724,-0.7714085864968402,-0.7765412772079634,-0.7799817011678621,-0.7840644011867484,-0.7900387337019023,-0.7960550397029144,-0.8008720552888231,-0.8099810372143051,-0.8145041033963364,-0.8208719253835276,-0.8271512634150475,-0.8341713096415994,-0.8479917973420802,-0.8543815351836994,-0.8628299656391221,-0.8631334099113182,-0.8631306525952549,-0.8631357490819398,-0.8631425313424553,-0.8631557035288561,-0.8631600756430312,-0.863174455036348,-0.8631840086248073,-0.8631851277161914,-0.8632026964617672,-0.863209504099753,-0.863232361965621,-0.8632497714220221,-0.8632611038685087,-0.863284387216431,-0.8632928952542834,-0.8633340121700016,-0.8633524787505326,-0.8633690528317843,-0.8634126461712461,-0.8606634382364641,-0.8533138525355468,-0.8472492372298188,-0.8428511319243898,-0.8365448248107715,-0.8301953304498082,-0.822952365553787,-0.8159541688245402,-0.8095941210143089,-0.8032560811687242,-0.7968803550238742,-0.7905327456384924,-0.7841787890255211,-0.7778049402424685,-0.7732825843306786,-0.7687636956139343,-0.7623896385907049,-0.7560318069520983,-0.7473197220946274,-0.7409509611498014,-0.7345276743874761,-0.732512971824373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-0.732282820525753,-0.7370482500013746,-0.7441602791054484,-0.7512990649842877,-0.7617630777998573,-0.7708651936973351,-0.7801538038938584,-0.7854136101639877,-0.7921278681432431,-0.7999601932296747,-0.8041072836825363,-0.8116636278055828,-0.8156346208872317,-0.8246694671528662,-0.831100457938431,-0.839312204193772,-0.8498964451766446,-0.8558309402561225,-0.862513466622746,-0.8631213687054681,-0.8631337367366919,-0.863119501899946,-0.8631234717965405,-0.8631480358097099,-0.8632794659995405,-0.8632852915222774,-0.863280542576324,-0.8633016110102659,-0.8633088488961306,-0.8633130311464102,-0.8633277019599345,-0.863336637838165,-0.8633426953527191,-0.8633552479218131,-0.8633673649309842,-0.8633995015992985,-0.8634416519998696,-0.8634619100133893,-0.8634745796866866,-0.8635031946260946,-0.8635439766844738,-0.8635996362917815,-0.8636701431794008,-0.8618324035756196,-0.8537399837160039,-0.8451610729140044,-0.8365551920276262,-0.8279028227998307,-0.8193025498015221,-0.8106834144236501,-0.8020710330291088,-0.7934233261177958,-0.78477617103263,-0.7761657477722889,-0.767520097575986,-0.758860160991236,-0.7501960711994892,-0.7437606508691212,-0.7351764214203846,-0.7241494360403764,-0.7193968509268533,-0.7118783940098479,-0.7057378458618087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,-0.7053565119734645,-0.7058706376481727,-0.7095529350173786,-0.7174509967388566,-0.7249839878775339,-0.7325049065780681,-0.7400172162960273,-0.7475485790642119,-0.7526787166163882,-0.7597416849499127,-0.7670953522079839,-0.7731285858553787,-0.7850682257595248,-0.7940454501130199,-0.8073527312893481,-0.8149928099906617,-0.8226668391282568,-0.8328961591645788,-0.8444105581370152,-0.8523638159727899,-0.8632837405344257,-0.8632721494321668,-0.8632938685271634,-0.8633069828402928,-0.863299341453965,-0.863320350913099,-0.863312574366145,-0.8633217156244,-0.8633280962101897,-0.8633424156156896,-0.8633747265978535,-0.8633901882979741,-0.8634091506923733,-0.8634184917760851,-0.8634589250717432,-0.8634698703690364,-0.8634859524399692,-0.8635358454155504,-0.863554938940167,-0.8635954264590211,-0.8636943401813671,-0.8616710076179576,-0.8541411377899998,-0.8466089231011528,-0.8390743457977475,-0.8315598016010227,-0.8240144258803588,-0.8137522325913985,-0.8061126513901791,-0.7989639466903559,-0.7914269442158989,-0.7838759218350869,-0.7763321063653226,-0.7687597622821908,-0.7612241114991457,-0.7536637890908688,-0.7461008249480002,-0.7385118718037331,-0.7306235035157266,-0.7089728202328771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
