"Total Time (s)","Cycle Elapsed Time (s)","Total Cycles","Elapsed Cycles","Step","Total Cycle Count(Linear Waveform)","Total Cycle Count(Rotary Waveform)","Position(Linear:Position) (in)","Force(Linear:Load) (lb)","Rotation(Rotary:Rotation) (deg)","Torque(Rotary:Torque) (N·m)","Force(Linear:External Load Cell) (lbf)",
21.282,1.997,3,3,2,2,0,0.356425251327286,0.989064556870494,0.00046649482101202,-0.119663466767971,0.766378929227114,
21.298,2.013,3,3,2,2.5,0,0.356944228963216,0.814981744280821,-9.14884731173515E-05,-0.145708877285296,0.761513072803898,
21.368,2.083,3,3,2,2.5,0,0.353541072007637,1.59291547719412,0.000273962505161762,-0.0889113205830624,0.708420648072059,
21.438,2.153,3,3,2,2.5,0,0.350288446580661,0.464897594631463,0.000678682699799538,-0.0783372122165221,0.666575251412244,
21.474,2.189,3,3,2,2.5,0,0.348575736935591,0.712592142225885,0.000931690447032452,-0.0318359686167458,0.654274520229536,
21.481,2.196,3,3,2,2.5,0,0.348223056256621,2.38941978191909,-0.000386196188628674,-0.139585806672808,0.653095413968904,
21.551,2.266,3,3,2,2.5,0,0.345018114544902,0.536441793556878,0.000187167897820473,-0.158881002723883,0.620033266970159,
21.621,2.336,3,3,2,2.5,0,0.341756250398094,0.896248950714455,0.000587655231356621,-0.130736343904114,0.612215058111006,
21.691,2.406,3,3,2,2.5,0,0.338481154020303,1.53595578953103,-0.000287331640720367,-0.0666666543606858,0.576189615586745,
21.761,2.476,3,3,2,2.5,0,0.335260119054685,0.784192220504796,-8.423812687397E-06,-0.134674933576316,0.561581894855274,
21.831,2.546,3,3,2,2.5,0,0.33199697340803,0.409688793377901,5.18839806318283E-05,-0.102294949234075,0.547189031210275,
21.901,2.616,3,3,2,2.5,0,0.328813429763533,0.957399589889706,-0.00027509406208992,-0.0994801676756618,0.513288503850706,
21.971,2.686,3,3,2,2.5,0,0.3255219123063,-0.0485964110899269,-3.91853973269463E-05,-0.110679315386388,0.51588727807737,
22.041,2.756,3,3,2,2.5,0,0.322285201319291,0.543612977255468,0.000191233120858669,-0.0793789444568321,0.496379055566737,
22.111,2.826,3,3,2,2.5,0,0.3190774581893,1.24445182879613,-4.19095158576965E-07,-0.0535555596998147,0.479713801162581,
22.181,2.896,3,3,2,2.5,0,0.315834846342528,0.177118924129596,0.00030912458896637,-0.0999873544835703,0.467431789648006,
22.251,2.966,3,3,2,2.5,0,0.312613125923503,0.498350700924107,0.000368300825357437,-0.136040760291389,0.450700038512276,
22.321,3.036,3,3,2,2.5,0,0.309340890568627,1.14319844026227,0.000553121790289879,-0.0811930317116749,0.444533910215294,
22.391,3.106,3,3,2,2.5,0,0.306107249220787,-0.221896912730663,4.24543395638466E-05,-0.139920423695453,0.427309626915799,
22.405,3.12,3,3,2,2.5,0,0.305455293623934,1.28824261548544,-0.00114153139293194,-0.123156952664768,0.42607710906475,
22.475,3.19,3,3,2,2.5,0,0.302226063019756,0.051576643276354,-0.000386405736207962,-0.139089142412781,0.41756208151423,
22.545,3.26,3,3,2,2.5,0,0.299069550081345,0.919271244354605,5.85895031690598E-05,-0.126354754966083,0.405397510305698,
22.615,3.33,3,3,2,2.5,0,0.29575779684745,0.393595539571194,0.000231927260756493,-0.0989014275421563,0.395889315884724,
22.693,3.408,3,3,2,2.5,0,0.292179789668488,0.681094813305584,-0.000460082665085793,-0.0902582067119481,0.3816346611328,
22.763,3.478,3,3,2,2.5,0,0.28896256940009,0.156387683982762,0.000256150960922241,-0.149506464815881,0.376679793153279,
22.833,3.548,3,3,2,2.5,0,0.285710003577758,0.706966953974004,5.8966688811779E-05,-0.106503968386843,0.368689102575814,
22.903,3.618,3,3,2,2.5,0,0.282493677379021,0.864062443101043,-0.000190143473446369,-0.0844213494018476,0.355208566637395,
22.973,3.688,3,3,2,2.5,0,0.279273000041267,-0.540856262483023,0.00024743378162384,-0.137659128155628,0.343073681469744,
23.043,3.758,3,3,2,2.5,0,0.276025411206715,-0.0248290594031708,0.000191987492144108,-0.152104481887927,0.332728014731549,
23.113,3.828,3,3,2,2.5,0,0.272759732362687,1.36239451757398,-5.61587512493134E-05,-0.109395564544794,0.337437617805468,
23.183,3.898,3,3,2,2.5,0,0.269565549289223,0.260286028582077,0.000363020226359367,-0.124105034228929,0.31432504426847,
23.253,3.968,3,3,2,2.5,0,0.266378399563759,-0.464580944961655,-0.000232220627367496,-0.119466695122579,0.303340114833464,
23.284,3.999,3,3,2,2.5,0,0.264906492680738,-0.110119579288481,-0.000563766807317734,-0.161550573121525,0.298056278954641,
23.301,4.016,3,3,2,2.75,0,0.264347997165789,0.79620628150633,0.000171409919857979,-0.140389729330986,0.304103220707881,
23.371,4.086,3,3,2,2.75,0,0.264474895453017,1.67043876694356,-0.00025489367544651,-0.0869983213781296,0.317993773258001,
23.441,4.156,3,3,2,2.75,0,0.264513549064697,0.4976056428775,1.67218968272209E-05,-0.145260616745527,0.323855194718111,
23.511,4.226,3,3,2,2.75,0,0.264471259569729,0.202953811895686,0.000166716054081917,-0.0761864034294578,0.323028898322163,
23.581,4.296,3,3,2,2.75,0,0.264556911443259,1.04963777605963,0.000159675255417824,-0.112801713294171,0.322346491912605,
23.651,4.366,3,3,2,2.75,0,0.264518585657122,0.390354537068455,5.93438744544983E-05,-0.145243780668916,0.330596976093326,
23.721,4.436,3,3,2,2.75,0,0.26455896780348,0.295918429661046,-4.07779589295387E-05,-0.129832457041057,0.323281963089487,
23.791,4.506,3,3,2,2.75,0,0.264608409855737,1.51330602491419,-0.000153514556586742,-0.110922386242461,0.339073004335237,
23.861,4.576,3,3,2,2.75,0,0.264547881339683,0.296011561916872,-0.000211936421692371,-0.153530287125927,0.326589314008024,
23.931,4.646,3,3,2,2.75,0,0.264564749453955,0.457856796091029,-4.4885091483593E-05,-0.118638570604272,0.328455227197217,
24.001,4.716,3,3,2,2.75,0,0.264558282350073,0.887177868997018,0.000153891742229462,-0.0934444342105931,0.332612320663205,
24.071,4.786,3,3,2,2.75,0,0.264655616733842,0.403672449651551,-0.000199489295482635,-0.136009192647743,0.335602904063163,
24.141,4.856,3,3,2,2.75,0,0.264603492472601,0.5262158718672,-0.000525168143212795,-0.1165330087731,0.33172066841098,
24.211,4.926,3,3,2,2.75,0,0.264581647370549,1.19317320873842,-3.26056033372879E-05,-0.0966706473911895,0.331877596972188,
24.281,4.996,3,3,2,2.75,0,0.264601555321669,-0.164192167020968,-0.000466327182948589,-0.0809667969322136,0.335456802175689,
24.316,5.031,3,3,2,2.75,0,0.264586803172261,0.31838192976624,0.0010356679558754,-0.138631411579918,0.333305507180159,
24.386,5.101,3,3,2,2.75,0,0.264628168795247,0.962633622667119,0.000130506232380867,-0.0891522869295584,0.334397301555846,
24.456,5.171,3,3,2,2.75,0,0.264612582180822,0.833608195445991,6.37443736195564E-05,-0.106416631239423,0.329773729792559,
24.526,5.241,3,3,2,2.75,0,0.264618870470772,0.208262350477759,0.000119693577289581,-0.138593530407543,0.337364951034025,
24.596,5.311,3,3,2,2.75,0,0.264622446749416,0.485815099289948,9.13208350539207E-05,-0.109169329765333,0.334208824300212,
24.666,5.381,3,3,2,2.75,0,0.264621314261179,1.26203519869605,0.000343909487128258,-0.0895500392394949,0.33353642965346,
24.736,5.451,3,3,2,2.75,0,0.264639314863688,0.299829984405732,0.000554085709154606,-0.100117834077306,0.335321876209488,
24.806,5.521,3,3,2,2.75,0,0.264632251713366,0.756196664403547,7.54371285438538E-05,-0.131145671016721,0.340249479597737,
24.876,5.591,3,3,2,2.75,0,0.264616128657144,0.546723594600052,0.000217678025364876,-0.122989644153445,0.333363296006407,
24.946,5.661,3,3,2,2.75,0,0.264643069956265,0.318270171059249,0.000323541462421417,-0.115048277266961,0.335585721084206,
25.016,5.731,3,3,2,2.75,0,0.26465719625691,0.609271217612691,-9.46316868066788E-05,-0.132425212839162,0.337795084304017,
25.086,5.801,3,3,2,2.75,0,0.26468795225325,0.851843491136691,-0.000180713832378387,-0.108958878807694,0.336302889265557,
25.156,5.871,3,3,2,2.75,0,0.264649566862468,0.241585071612247,-8.44057649374008E-05,-0.125586608970703,0.336269803881956,
25.226,5.941,3,3,2,2.75,0,0.264639255259044,0.899732097082342,7.08270817995071E-06,-0.0978060303076485,0.336555791050696,
25.296,6.011,3,3,2,2.75,0,0.26465281531557,1.00161878495582,0.000436613336205482,-0.100616602846909,0.336725339089674,
25.366,6.081,3,3,2,2.75,0,0.264663454744537,0.0447779886010672,-0.00105842482298613,-0.142074389246882,0.344128828136924,
25.436,6.151,3,3,2,2.75,0,0.264665153476893,0.616293389701959,-0.000129668042063713,-0.0933276339291038,0.336829973652592,
25.506,6.221,3,3,2,2.75,0,0.264658686373011,0.881459548489311,0.000112066045403481,-0.107447840931851,0.339731266098213,
25.576,6.291,3,3,2,2.75,0,0.264656481001181,0.405143939293599,0.00013427808880806,-0.1424826641047,0.340200212411458,
25.646,6.361,3,3,2,2.75,0,0.264645692560604,1.1420063473877,0.000318805687129498,-0.117515814745271,0.342050828558408,
25.716,6.431,3,3,2,2.75,0,0.264657047245299,0.644456583863696,8.68365168571472E-05,-0.125873874527879,0.340110874890783,
25.786,6.501,3,3,2,2.75,0,0.264668550941605,0.512879332832939,-1.59675255417824E-05,-0.105262307736776,0.338231015083169,
25.856,6.571,3,3,2,2.75,0,0.264651951048231,0.906903280780932,0.000307280570268631,-0.130617439113048,0.341001013737002,
25.926,6.641,3,3,2,2.75,0,0.264688667508979,1.04213131624006,4.13646921515465E-05,-0.0945030025275142,0.340009802652771,
25.996,6.711,3,3,2,2.75,0,0.264685091230335,0.592581917368699,0.000274633057415485,-0.124218677746053,0.344247339468755,
26.066,6.781,3,3,2,2.75,0,0.264681485149369,1.11447645256558,0.000119148753583431,-0.0964402035925754,0.337586606805938,
26.136,6.851,3,3,2,2.75,0,0.264673408720097,1.01311130532473,8.98120924830437E-05,-0.104356316364143,0.346331811768341,
26.206,6.921,3,3,2,2.75,0,0.264680561277386,0.609550614380168,0.000365031883120537,-0.143312893132583,0.337578830227386,
26.276,6.991,3,3,2,2.75,0,0.264681783172589,1.24558804231721,9.38773155212402E-06,-0.121664855375112,0.343186930805309,
26.286,7.001,3,3,2,3,0,0.264678087684657,0.694822507814314,-0.000164872035384178,-0.0885756513056292,0.341609379668128,
26.289,0.00300000000000011,4,4,2,3,0,0.26467418358047,0.73678790228944,-0.000152802094817162,-0.13014497671315,0.340956985263821,
26.301,0.0150000000000006,4,4,2,3,0,0.264686611148759,0.810511396001181,-0.000605885870754719,-0.107055349895855,0.340655724336007,
26.341,0.0549999999999997,4,4,2,3,0,0.264754679652288,1.14416701572286,0.000312812626361847,-0.0627270124336953,0.343943051728931,
26.343,0.0569999999999986,4,4,2,3,0,0.264742013665423,0.9193271237081,0.000296342186629772,-0.169076299366674,0.342937614628246,
26.392,0.105999999999998,4,4,2,3,0,0.264723536225761,-0.671707081918338,-0.000189179554581642,-0.120951426628717,0.339257965832304,
26.413,0.126999999999999,4,4,2,3,0,0.264719959947117,1.80775296493318,0.000519971363246441,-0.090115100060754,0.337659389993228,
26.483,0.196999999999999,4,4,2,3,0,0.26471957251693,0.529009839541976,-7.09528103470802E-05,-0.128748634609219,0.341918487024002,
26.53,0.244,4,4,2,3,0,0.264730897399304,0.522583713889992,0.00102527439594269,-0.13476016621416,0.343221948691964,
26.564,0.277999999999999,4,4,2,3,0,0.264751103373644,1.01674346330194,0.000319266691803932,-0.0879884931338181,0.335683161147804,
26.566,0.279999999999998,4,4,2,3,0,0.264770117255103,0.457111738044422,0.000311094336211681,-0.168007208501871,0.349479277163168,
26.574,0.288,4,4,2,3,0,0.264804538937054,0.658594060298059,0.000472194515168667,-0.0764305265403184,0.341223088605963,
26.584,0.297999999999998,4,4,3,3,0,0.264799949379461,0.445377073810365,0.00050488393753767,-0.1315129079378,0.339052375447221,
26.584,0,4,1,3,3,0,0.264799949379461,0.445377073810365,0.00050488393753767,-0.1315129079378,0.339052375447221,
26.662,0.0779999999999994,4,1,3,3,0,0.267879602129342,-1.03209165906204,9.78168100118637E-05,-0.106430310551669,0.384032385192398,
26.749,0.165000000000003,4,1,3,3,0,0.271950033075299,1.02357937087955,0.000141821801662445,-0.0539438417166575,0.423936873574646,
26.877,0.292999999999999,4,1,3,3,0,0.277885076101743,1.10644845211339,-0.000173379667103291,-0.135066372357524,0.470258412969622,
26.984,0.400000000000002,4,1,3,3,0,0.282796886203413,1.01212410341297,-0.000291229225695133,-0.091518807948202,0.498499779760952,
27.054,0.470000000000002,4,1,3,3,0,0.286041733224338,0.681988882961512,0.000346549786627293,-0.0986509909025666,0.509999942449808,
27.135,0.551000000000002,4,1,3,3,0,0.289760645781884,-0.64933671406897,-8.87224450707436E-05,-0.103650253401266,0.539344372670776,
27.205,0.621000000000002,4,1,3,3,0,0.293028977032573,1.06282530348456,0.00036897137761116,-0.0984742120981504,0.548912451403237,
27.275,0.691000000000003,4,1,3,3,0,0.296235766488259,0.810679034061667,0.000288966111838818,-0.123903001309596,0.56320165837843,
27.347,0.763000000000002,4,1,3,3,0,0.29959812406497,0.344235443983495,-0.000144545920193195,-0.101002780354176,0.575891265055096,
27.417,0.833000000000002,4,1,3,3,0,0.302822347879047,-0.408086918577696,0.000197351910173893,-0.120427403744198,0.588391486432526,
27.524,0.940000000000001,4,1,3,3,0,0.307738151491869,1.04904172962234,0.000426177866756916,-0.0866037258325576,0.608263997410318,
27.594,1.01,4,1,3,3,0,0.310970272921285,0.379234545722849,0.000421861186623573,-0.115112464809041,0.61881783896539,
27.664,1.08,4,1,3,3,0,0.314209278687091,0.385008745584051,0.000196932815015316,-0.146149772041549,0.636584992640717,
27.734,1.15,4,1,3,3,0,0.317433383291879,1.12574545552051,0.000217636115849018,-0.0869604402057547,0.64158626397669,
27.806,1.222,4,1,3,3,0,0.320751275804113,0.994373095452568,-0.000105947256088257,-0.121649071553289,0.651353879470212,
27.876,1.292,4,1,3,3,0,0.323952581632544,0.733770417200683,-0.000312142074108124,-0.137560216205538,0.668399627427372,
27.946,1.362,4,1,3,3,0,0.327197071025604,0.190399583810361,0.000187377445399761,-0.10540541438797,0.675929544084021,
28.033,1.449,4,1,3,3,0,0.331206317804423,1.02281568638178,0.000248188152909279,-0.0756676418188792,0.685321276092064,
28.124,1.54,4,1,3,3,0,0.335430618139051,1.36997548319821,0.00143410172313452,-0.100291456117358,0.702922094805779,
28.194,1.61,4,1,3,3,0,0.338648494058534,0.698119389670549,-0.000389507040381432,-0.100905972913662,0.713272860558054,
28.264,1.68,4,1,3,3,0,0.341863449350457,0.221095975330561,0.000250032171607018,-0.127070288222053,0.720838493596438,
28.354,1.77,4,1,3,3,0,0.346022005762674,0.25842338346556,0.000336323864758015,-0.116780288648325,0.724851440961176,
28.468,1.884,4,1,3,3,0,0.351261462592804,0.180229541474179,0.000472529791295528,-0.131859099763115,0.742866700088762,
28.538,1.954,4,1,3,3,0,0.354497935161237,0.800918773651118,-0.00028511043637991,-0.110361534440354,0.759663923496615,
28.589,2.005,4,1,3,3.5,0,0.356814678269326,0.489372751462495,0.000555175356566906,-0.141012664165596,0.771130418722638,
28.595,2.011,4,1,3,3.5,0,0.356961812333217,0.910628571013966,-0.000376347452402115,-0.127212342618459,0.760776207061303,
28.671,2.087,4,1,3,3.5,0,0.353474195596989,1.04915348832933,0.000461549498140812,-0.110292085624334,0.711173789711305,
28.681,2.097,4,1,3,3.5,0,0.352981652620705,2.54135574407338,0.000264490954577923,-0.0960424512826389,0.706557016633459,
28.751,2.167,4,1,3,3.5,0,0.349685664815167,0.415071837764635,0.000313022173941135,-0.133871010918138,0.662887337091194,
28.821,2.237,4,1,3,3.5,0,0.346442307910344,0.693891185256055,0.000211433507502079,-0.145260616745527,0.635171145467015,
28.891,2.307,4,1,3,3.5,0,0.343234833001252,0.840313717865452,0.000264197587966919,-0.113868699649398,0.611607693356161,
28.961,2.377,4,1,3,3.5,0,0.339904602327694,0.732336180460965,0.000490467064082623,-0.109482901692214,0.587426771594979,
29.002,2.418,4,1,3,3.5,0,0.338072295964295,-1.21390444888525,0.000385022722184658,-0.124071362075706,0.569572073203014,
29.072,2.488,4,1,3,3.5,0,0.334799762586199,0.472534439609182,-0.000357613898813725,-0.104214261967737,0.56047491985319,
29.142,2.558,4,1,3,3.5,0,0.331535454648985,-0.232346351834323,0.000258875079452991,-0.0983163738799216,0.536213205494472,
29.212,2.628,4,1,3,3.5,0,0.32825180500477,-0.184606757497994,0.000119525939226151,-0.108073932530825,0.52929535679287,
29.282,2.698,4,1,3,3.5,0,0.325020041203219,1.26011667422604,0.000184737145900726,-0.129692507154228,0.50817901234374,
29.352,2.768,4,1,3,3.5,0,0.321814831270601,1.05651093653957,-3.2731331884861E-05,-0.122297260502815,0.495371872228353,
29.422,2.838,4,1,3,3.5,0,0.318572130016863,-0.135600564482433,4.3921172618866E-05,-0.130823681051534,0.476714696122653,
29.492,2.908,4,1,3,3.5,0,0.315334226936972,0.169370320444885,0.000392021611332893,-0.100667111076742,0.463803107709703,
29.562,2.978,4,1,3,3.5,0,0.312088813671929,0.724121915497125,-8.1891193985939E-05,-0.103038893369327,0.455373063727196,
29.629,3.045,4,1,3,3.5,0,0.308952804731078,1.22936440335234,0.000502495095133781,-0.0339625755436816,0.438713862947063,
29.699,3.115,4,1,3,3.5,0,0.305754181111631,-0.801905975562872,-0.000338796526193619,-0.12456381731658,0.430245867398567,
29.769,3.185,4,1,3,3.5,0,0.302517678740876,0.904090686654992,-0.000500357709825039,-0.0971157511665947,0.41635009941852,
29.839,3.255,4,1,3,3.5,0,0.299326148074072,1.12244857366427,0.000201123766601086,-0.0684028747612024,0.415029990284494,
29.909,3.325,4,1,3,3.5,0,0.296095725377013,-0.100173054366281,0.000560246407985687,-0.144064203051352,0.39354647025521,
29.979,3.395,4,1,3,3.5,0,0.292832698939646,0.750031309067876,-0.000232974998652935,-0.0905717786388292,0.392673397972101,
30.049,3.465,4,1,3,3.5,0,0.289646949923318,1.24370677074952,-0.000134571455419064,-0.0694319799440541,0.372965708549915,
30.119,3.535,4,1,3,3.5,0,0.286365535453255,0.0160187480020457,-9.32905822992325E-05,-0.102697962817953,0.369557681207244,
30.123,3.539,4,1,3,3.5,0,0.286211040215822,-0.424627207212366,0.000558402389287949,-0.190945310629666,0.36703681246512,
30.261,3.677,4,1,3,3.5,0,0.2798429694502,0.49818306286362,-0.000168392434716225,-0.148368977389846,0.352905954324463,
30.331,3.747,4,1,3,3.5,0,0.276603308033309,1.11782921377531,0.000291983596980572,-0.0803617504290033,0.337319781685547,
30.401,3.817,4,1,3,3.5,0,0.273375895370775,-0.272989268276722,7.76583328843117E-05,-0.138762943428442,0.32805976256634,
30.471,3.887,4,1,3,3.5,0,0.270139989046461,-0.0461004666337942,0.000331546179950237,-0.108808406372983,0.3114517149092,
30.541,3.957,4,1,3,3.5,0,0.266908910698317,0.832844510948219,-0.000184862874448299,-0.112605993903568,0.310908891099707,
30.581,3.997,4,1,3,3.5,0,0.265051659791374,-0.0461935988896201,0.000117053277790546,-0.112350295990037,0.298699127259527,
30.604,4.02,4,1,3,3.75,0,0.264376339174045,-0.0414438538425019,-2.8037466108799E-05,-0.163385705472132,0.30718432907015,
30.674,4.09,4,1,3,3.75,0,0.264486011719136,1.13761050491272,9.16142016649246E-05,-0.126708312574915,0.31859587601658,
30.744,4.16,4,1,3,3.75,0,0.264551636432259,0.561028709094902,0.000189975835382938,-0.0827903544801502,0.327497520593635,
30.814,4.23,4,1,3,3.75,0,0.26453247353919,-0.301469112108266,0.000171535648405552,-0.144049471484318,0.3200002236572,
30.884,4.3,4,1,3,3.75,0,0.264573243115735,0.728145228948802,0.000193621963262558,-0.0714081144362784,0.324540511523834,
30.954,4.37,4,1,3,3.75,0,0.264562156651938,0.930260850542055,0.000646915286779404,-0.102852644271817,0.334848785492103,
31.024,4.44,4,1,3,3.75,0,0.26461723134306,-0.0605359662868005,0.000125057995319366,-0.151504696658657,0.328728152507969,
31.094,4.51,4,1,3,3.75,0,0.264603492472601,0.78903509780774,0.000506308861076832,-0.0879022082411864,0.331748491798316,
31.164,4.58,4,1,3,3.75,0,0.26460787341394,1.40309331336988,0.000420268625020981,-0.142719421432043,0.330887061099867,
31.234,4.65,4,1,3,3.75,0,0.264658894989266,0.473577520874432,0.000696871429681778,-0.129240037595305,0.334627548817238,
31.304,4.72,4,1,3,3.75,0,0.264621940109941,0.59654935146688,0.000773230567574501,-0.0941799603075393,0.323390905038729,
31.374,4.79,4,1,3,3.75,0,0.26465603396635,0.654086459116088,-0.000103726051747799,-0.100809165473148,0.332479420332735,
31.444,4.86,4,1,3,3.75,0,0.264642771933044,-0.478141001409898,-3.84729355573654E-05,-0.154791940616969,0.336170733996505,
31.514,4.93,4,1,3,3.75,0,0.264659580442672,0.325236463795023,0.000304430723190308,-0.0835890158643878,0.333060312124064,
31.584,5,4,1,3,3.75,0,0.264653590175943,1.0760128309095,-3.7425197660923E-05,-0.107972916071159,0.338260235460664,
31.654,5.07,4,1,3,3.75,0,0.264675435277995,-0.595580776006291,-0.000418005511164665,-0.119531934919447,0.330736325861698,
31.724,5.14,4,1,3,3.75,0,0.264701005670302,0.72579829610199,0.000439588911831379,-0.0986110052206153,0.337794269393091,
31.794,5.21,4,1,3,3.75,0,0.264726933690473,1.07705591217475,-0.000329450704157352,-0.104435235473257,0.337939789201332,
31.864,5.28,4,1,3,3.75,0,0.264668670150893,0.266041601992114,0.000158334150910378,-0.144434596736796,0.339576293323228,
31.934,5.35,4,1,3,3.75,0,0.264695820066268,0.872127696455561,5.39794564247131E-05,-0.124556451533063,0.342193810501194,
32.004,5.42,4,1,3,3.75,0,0.2646924822062,0.51788984819637,0.000116215087473392,-0.0979796523477002,0.338371109912959,
32.074,5.49,4,1,3,3.75,0,0.264695164415183,0.266935671648042,0.00011625699698925,-0.116198391750455,0.334346148432853,
32.144,5.56,4,1,3,3.75,0,0.264676716777843,0.995136779950339,-0.00049214344471693,-0.105898921883632,0.331185085667145,
32.214,5.63,4,1,3,3.75,0,0.264715608808099,0.7136538499423,7.19167292118073E-05,-0.0762337548949265,0.342166778741615,
32.284,5.7,4,1,3,3.75,0,0.264695164415183,-0.719763325924475,-0.000213612802326679,-0.148713064705584,0.329425297163707,
32.354,5.77,4,1,3,3.75,0,0.264709797355303,0.771619365968307,0.000552996061742306,-0.0811625163228173,0.343713619378465,
32.424,5.84,4,1,3,3.75,0,0.264693197461929,0.738240765480323,-0.000545745715498924,-0.0856251288795391,0.333284575610941,
32.494,5.91,4,1,3,3.75,0,0.264701214286556,-0.0662915396968378,-0.000432422384619713,-0.125324597528443,0.33455159911892,
32.564,5.98,4,1,3,3.75,0,0.264710870238896,0.136941668966325,0.000317380763590336,-0.0865826807367938,0.341270493138696,
32.593,6.009,4,1,3,3.75,0,0.264702913018912,0.857580438095564,-0.000939737074077129,-0.0829376701504971,0.33655017980689,
32.663,6.079,4,1,3,3.75,0,0.264726337644032,0.287946308562353,0.000357991084456444,-0.122214132374548,0.337648819434357,
32.733,6.149,4,1,3,3.75,0,0.264734622689558,0.109095124474397,-0.000203261151909828,-0.136358541237423,0.340720521396221,
32.803,6.219,4,1,3,3.75,0,0.2647030322282,1.13131476441889,0.000479528680443764,-0.0866479205336617,0.334399676439117,
32.873,6.289,4,1,3,3.75,0,0.264792588205918,0.23860483942582,0.000348016619682312,-0.139895169580536,0.339599343660853,
32.943,6.359,4,1,3,3.75,0,0.264744636269762,0.556930889838565,0.000524916686117649,-0.113969716109064,0.339296941857744,
33.013,6.429,4,1,3,3.75,0,0.264724936934897,0.666007387861796,0.000131931155920029,-0.0960014133458994,0.339272587662636,
33.083,6.499,4,1,3,3.75,0,0.264752831908322,0.479314467833304,-9.51765105128288E-05,-0.12014119044181,0.33752469685872,
33.153,6.569,4,1,3,3.75,0,0.264728781434439,-0.195447352076122,-0.000105067156255245,-0.117125428218852,0.34316232049534,
33.223,6.639,4,1,3,3.75,0,0.264748957606457,1.07197089100666,3.56230884790421E-06,-0.0904970685488676,0.340753071266929,
33.293,6.709,4,1,3,3.75,0,0.264724936934897,-0.231564040885386,0.000192113220691681,-0.13865350893047,0.336148731401499,
33.363,6.779,4,1,3,3.75,0,0.264688667508979,0.290870661395285,-2.39303335547447E-05,-0.128994862229656,0.339212517085794,
33.433,6.849,4,1,3,3.75,0,0.26473611280566,0.907741471083365,6.14393502473831E-05,-0.107427848090875,0.339688518199344,
33.503,6.919,4,1,3,3.75,0,0.264732715340948,0.0849924966666679,6.52531161904335E-05,-0.131010982403832,0.33744611616227,
33.573,6.989,4,1,3,3.75,0,0.264728423806575,0.374354415517574,0.000285445712506771,-0.129995556533227,0.34562591264094,
33.585,7.001,4,1,3,4,0,0.264737304898542,0.382326536616267,0.000187838450074196,-0.113521455569294,0.336964527088084,
33.679,0.0940000000000012,5,2,3,4,0,0.268632915423438,1.48670745265032,0.00107221305370331,-0.09995263007556,0.393609008847999,
33.766,0.180999999999997,5,2,3,4,0,0.272711780426532,-0.919532014670917,1.80210918188095E-05,-0.133303845587302,0.425241708949598,
33.82,0.234999999999999,5,2,3,4,0,0.275227871266718,-1.22234223126308,-0.000142995268106461,-0.120683101657729,0.448652004372674,
33.89,0.305,5,2,3,4,0,0.278458115149845,0.627078104926592,0.000204727984964848,-0.0973167318311393,0.466766775765928,
34.007,0.421999999999997,5,2,3,4,0,0.283846166357645,0.235680486592888,-0.000237836502492428,-0.087976918331148,0.501535951606435,
34.077,0.491999999999997,5,2,3,4,0,0.287054356522466,0.57838856158084,0.000158627517521381,-0.134211941469512,0.526461608821442,
34.147,0.561999999999998,5,2,3,4,0,0.290334638504292,0.671278673541539,9.49669629335403E-05,-0.0795578277708247,0.537285767972303,
34.217,0.631999999999998,5,2,3,4,0,0.293549444784605,0.170581039770621,0.000170278362929821,-0.0811120080929841,0.54952125971458,
34.348,0.762999999999998,5,2,3,4,0,0.299593087472546,0.616032619385647,0.000159968622028828,-0.115135614414381,0.574594997886453,
34.404,0.819000000000003,5,2,3,4,0,0.302193280465517,0.678002822412166,0.00146704260259867,-0.102498034408196,0.588667391988951,
34.474,0.889000000000003,5,2,3,4,0,0.305388506620252,0.421237193100306,0.000497885048389435,-0.119527725900294,0.601113410148206,
34.607,1.022,5,2,3,4,0,0.311537828342133,0.231545414434221,3.51620838046074E-05,-0.129390510030016,0.624291572373176,
34.677,1.092,5,2,3,4,0,0.314789678908736,0.679306673993727,-1.79791823029518E-05,-0.135708247778321,0.63271519020095,
34.752,1.167,5,2,3,4,0,0.318258490379759,0.416971735783482,-0.000406689941883087,-0.102640088804602,0.64154663602251,
34.822,1.237,5,2,3,4,0,0.321467425602631,0.124685464099644,-0.000188718549907207,-0.122039458079708,0.662973205419641,
34.892,1.307,5,2,3,4,0,0.324692990521199,0.394564115031783,-0.000410964712500572,-0.102916831813897,0.664373129258091,
34.962,1.377,5,2,3,4,0,0.327904935778596,0.238139178146691,-7.71135091781616E-06,-0.074163969726553,0.680371041463237,
35.032,1.447,5,2,3,4,0,0.331193741224524,0.233966853085693,7.89156183600426E-05,-0.150910172703329,0.688262964836452,
35.041,1.456,5,2,3,4,0,0.331550445216969,2.35395501890061,0.000372910872101784,-0.121634339986254,0.695976678831703,
35.111,1.526,5,2,3,4,0,0.334781106332605,0.665653485289658,-2.73669138550758E-05,-0.142774138681029,0.698903000684341,
35.181,1.596,5,2,3,4,0,0.338028099120717,0.973716361110395,-0.000116131268441677,-0.116134204208375,0.713666998048279,
35.294,1.709,5,2,3,4,0,0.343206043958165,0.251103188157648,1.38301402330399E-05,-0.0899898817409591,0.722600610416808,
35.347,1.762,5,2,3,4,0,0.345636780948041,2.17424701805906,3.60840931534767E-05,-0.021604895311156,0.735735158459153,
