"Total Time (s)","Cycle Elapsed Time (s)","Total Cycles","Elapsed Cycles","Step","Total Cycle Count(Linear Waveform)","Total Cycle Count(Rotary Waveform)","Position(Linear:Position) (in)","Force(Linear:Load) (lb)","Rotation(Rotary:Rotation) (deg)","Torque(Rotary:Torque) (N·m)","Force(Linear:External Load Cell) (lbf)",
198.187,5.42400000000001,33,3,12,32.75,0,0.265316840852848,1.23716888639055,0.0007255794480443,-0.0617357884232185,0.307730039992639,
198.247,5.48400000000001,33,3,12,32.75,0,0.265319493259509,1.38228756741839,-0.000142031349241734,-0.113638255850784,0.302538917694042,
198.307,5.54400000000001,33,3,12,32.75,0,0.265351620162663,1.49825585237273,0.000330917537212372,-0.121529114507435,0.308795873634536,
198.367,5.60399999999999,33,3,12,32.75,0,0.265335824931984,1.30536032410624,0.000153053551912308,-0.0704673986556349,0.301922751901195,
198.427,5.66399999999999,33,3,12,32.75,0,0.265362468207884,1.50432807545257,-0.000255689956247807,-0.132330509908225,0.309746944534862,
198.487,5.72399999999999,33,3,12,32.75,0,0.265365359033122,1.38370317770694,-0.000480827875435352,-0.108650568154754,0.303890785071018,
198.547,5.78399999999999,33,3,12,32.75,0,0.265347865070087,1.14830208788153,-0.000680736266076565,-0.0793052866216586,0.309674440745604,
198.607,5.84399999999999,33,3,12,32.75,0,0.265360888684816,1.05367971596247,0.000598635524511337,-0.0999189579223379,0.305876490166355,
198.667,5.904,33,3,12,32.75,0,0.265348014081697,1.74392011679015,2.67801806330681E-05,-0.0704347787572009,0.304405925192192,
198.727,5.964,33,3,12,32.75,0,0.265340831722086,1.15102154975164,-0.000336910597980022,-0.101197447489991,0.308320082069511,
198.764,6.001,33,3,12,33,0,0.265347716058477,0.949259830730527,-0.000447886995971203,-0.107446788677063,0.309346450739413,
198.767,0.0029999999999859,34,4,12,33,0,0.265336897815578,-0.290330494311495,2.13319435715675E-05,-0.103231455995566,0.301610152069923,
198.77,0.00600000000000023,34,4,12,33,0,0.265390541995242,2.46033068150489,-4.06522303819656E-05,-0.128014160767061,0.307493948655748,
198.779,0.0149999999999864,34,4,12,33,0,0.265871462065932,-0.678021448863331,0.00013264361768961,-0.113616158500232,0.317199467936697,
198.789,0.0250000000000057,34,4,12,33,0,0.26596030278792,1.00029630692309,0.000643813982605934,-0.093904269553033,0.326804823023237,
198.796,0.0319999999999823,34,4,12,33,0,0.265965249973378,0.304747367513336,0.000361804850399494,-0.180520622443049,0.322053263678206,
198.859,0.0949999999999989,34,4,12,33,0,0.265889254052187,1.12572682906934,2.71154567599297E-05,-0.0614779860001115,0.312348745573538,
198.919,0.155000000000001,34,4,12,33,0,0.265942361790055,0.940710289645715,-0.000156448222696781,-0.0798114211747789,0.313141933302715,
198.937,0.173000000000002,34,4,12,33,0,0.265981313424956,1.78605314932576,0.000283769331872463,-0.124489107226619,0.319435560234886,
198.997,0.233000000000004,34,4,12,33,0,0.265948948103225,1.41782683624153,-0.000555384904146194,-0.0955005400667201,0.318643769495868,
199.02,0.256,34,4,12,33,0,0.265935686069919,1.15443019031487,0.000813337974250317,-0.122527704301429,0.312683022035445,
199.043,0.278999999999996,34,4,12,33,0,0.265914228398053,0.475030384065315,-0.000637988559901714,-0.135408355163686,0.314518178157968,
199.067,0.302999999999997,34,4,13,33,0,0.265921977001783,0.547152002976851,-0.000151419080793858,-0.122744468787796,0.320461137277031,
199.067,0,34,1,13,33,0,0.265921977001783,0.547152002976851,-0.000151419080793858,-0.122744468787796,0.320461137277031,
199.179,0.111999999999995,34,1,13,33,0,0.286933269688035,-1.01504845624591,0.000153849832713604,-0.0960392945182743,0.460771313100051,
199.259,0.192000000000007,34,1,13,33,0,0.303303208345093,0.571068366272928,-7.08270817995071E-06,-0.142236436484263,0.547500653148435,
199.339,0.271999999999991,34,1,13,33,0,0.319711174765067,1.95182856469577,6.81029632687569E-05,-0.12147965853239,0.605284310533601,
199.422,0.35499999999999,34,1,13,33,0,0.336677636699991,1.22614202730077,-0.000327941961586475,-0.127685857273146,0.650095982964605,
199.502,0.435000000000002,34,1,13,33,0,0.353048648240641,0.938717259371041,-0.000346549786627293,-0.151486808327258,0.688612212376231,
199.582,0.514999999999986,34,1,13,33,0,0.369404132771511,0.115577129479876,-0.000330833718180656,-0.150924904270364,0.728125613363434,
199.718,0.65100000000001,34,1,13,33,0,0.397202487068886,1.23357398131567,-9.115319699049E-05,-0.073412659807784,0.789301116288595,
199.876,0.808999999999998,34,1,13,33,0,0.429450447255479,-0.156853345261891,0.000145048834383488,-0.128368770630682,0.863562226034193,
199.956,0.88900000000001,34,1,13,33,0,0.445793265799483,1.30765137759955,0.000324631109833717,-0.084423453911424,0.905461406815134,
200.036,0.968999999999994,34,1,13,33,0,0.462113881613571,1.07949597727739,-0.000418298877775669,-0.134552872020886,0.934164059757004,
200.116,1.04900000000001,34,1,13,33,0,0.47847461135312,-0.595487643750465,0.000266418792307377,-0.131545527836233,0.969985588284373,
200.295,1.22800000000001,34,1,13,33,0,0.514935904619832,0.999048334695025,-0.000485689379274845,-0.144364095665987,1.05708513072492,
200.375,1.30799999999999,34,1,13,33,0,0.531305545253668,-0.13692304251516,8.21426510810852E-05,-0.163260487152337,1.08998369017603,
200.455,1.38800000000001,34,1,13,33,0,0.547602110593873,2.15314324888892,-9.63080674409866E-05,-0.0846907266276247,1.1341666704691,
200.535,1.46799999999999,34,1,13,33,0,0.563896530166892,0.648871052789841,-2.40141525864601E-05,-0.117180145467838,1.16868983634258,
200.615,1.548,34,1,13,33,0,0.58017879039252,0.0352412456045005,0.00012572854757309,-0.143764310436718,1.20914583315648,
200.701,1.63399999999999,34,1,13,33,0,0.597725026700326,2.85467127912269,0.000234567560255527,-0.0991897453541209,1.26332688575298,
200.781,1.714,34,1,13,33,0,0.614038519759448,-0.098645685370737,0.000149868428707123,-0.167527380318455,1.29426313969392,
200.861,1.79399999999998,34,1,13,33,0,0.630334548657856,-0.00061467288845059,9.15303826332092E-05,-0.0946429524143437,1.33608604481218,
200.916,1.84899999999999,34,1,13,33,0,0.641514293723108,2.16657292017901,-0.000846488401293755,-0.120740975671079,1.37769288211915,
200.996,1.929,34,1,13,33,0,0.657851628639858,0.912938250958447,0.000243787653744221,-0.107742472272545,1.42833070200875,
201.077,2.00999999999999,34,1,13,33.5,0,0.673929802564186,-1.12934036059538,-0.000256611965596676,-0.141783966925341,1.46967583649258,
201.083,2.01599999999999,34,1,13,33.5,0,0.673232607042483,4.08807762237788,2.98395752906799E-05,-0.101932973586937,1.4828180679808,
201.086,2.01900000000001,34,1,13,33.5,0,0.672532252474644,7.14024516320487,0.000351746566593647,-0.0828997889781221,1.46845309757265,
201.101,2.03399999999999,34,1,13,33.5,0,0.669251493655666,-3.19473439804519,0.000863461755216122,-0.0886230027710979,1.36903713109327,
201.103,2.036,34,1,13,33.5,0,0.668848149029235,-1.91757452100302,0.000473996624350548,-0.217314815621755,1.3510752835561,
201.183,2.11599999999999,34,1,13,33.5,0,0.652309946461964,2.07258384759956,-0.000238213688135147,-0.105727404353157,1.22489251996468,
201.235,2.16800000000001,34,1,13,33.5,0,0.641638330987421,2.80790026024695,0.000157076865434647,-0.00867478847385399,1.13975863581068,
201.344,2.27699999999999,34,1,13,33.5,0,0.619209282237286,0.536181023240566,0.00043975654989481,-0.120808319977523,1.0193983409371,
201.424,2.357,34,1,13,33.5,0,0.602680437599134,0.190604474773178,0.000643143430352211,-0.152571683013884,0.950372125848419,
201.504,2.43699999999998,34,1,13,33.5,0,0.586310618151365,1.19255853584997,-0.000110515393316746,-0.0757223590678652,0.895091176333309,
201.648,2.58099999999999,34,1,13,33.5,0,0.556792908291107,1.26292926835198,-0.00012371689081192,-0.0876517716015967,0.802192075813529,
201.728,2.661,34,1,13,33.5,0,0.540314906414348,2.11821865295423,0.00023305881768465,-0.0887713706962329,0.759672352003909,
201.808,2.74099999999999,34,1,13,33.5,0,0.52398067093909,0.123362986066917,0.000388040207326412,-0.0875065604408263,0.721938064550679,
201.888,2.821,34,1,13,33.5,0,0.507626706326644,0.411551438494418,-8.89739021658897E-05,-0.112616516451449,0.675626397219493,
201.968,2.90100000000001,34,1,13,33.5,0,0.491226846138263,0.429246567101328,-0.000280835665762424,-0.137133000761532,0.641777046266087,
202.048,2.98099999999999,34,1,13,33.5,0,0.474849993342494,0.256989146725842,0.000399104319512844,-0.142454253225419,0.605544662932922,
202.128,3.06100000000001,34,1,13,33.5,0,0.458507443019387,0.602863718411872,0.000676587224006653,-0.143794825825575,0.575594497778962,
202.208,3.14099999999999,34,1,13,33.5,0,0.44216882660279,0.60588120350063,0.00025380402803421,-0.120261147487664,0.539357457811933,
202.288,3.221,34,1,13,33.5,0,0.42580031845719,-0.00495463600993506,-0.000268639996647835,-0.171527000768373,0.50824904811705,
202.368,3.30099999999999,34,1,13,33.5,0,0.409396166734436,1.15919856181315,4.14485111832619E-05,-0.116297303700545,0.48239374051749,
202.448,3.381,34,1,13,33.5,0,0.393116111880639,0.849142655717742,0.000290432944893837,-0.0914903970689208,0.449472782657493,
202.528,3.46099999999998,34,1,13,33.5,0,0.376785273870093,0.0330246979158453,0.000297138467431068,-0.164565283089695,0.424379998853117,
202.608,3.541,34,1,13,33.5,0,0.360475148473361,0.387821339709992,0.000127069652080536,-0.12733966544783,0.387134192292191,
202.688,3.62100000000001,34,1,13,33.5,0,0.344090845097083,0.759735690124929,-0.000223754905164242,-0.132960810526352,0.36911087718802,
202.768,3.70099999999999,34,1,13,33.5,0,0.327775772514894,0.0172108408766165,0.000341772101819515,-0.124228148039147,0.339154937808069,
202.848,3.78100000000001,34,1,13,33.5,0,0.311446901457602,0.900812431249922,-0.000124303624033928,-0.0778952652054815,0.31044406590743,
202.928,3.86099999999999,34,1,13,33.5,0,0.295138474793226,0.52509828479729,6.34929165244102E-05,-0.0657932828864865,0.286052315048068,
203.008,3.941,34,1,13,33.5,0,0.278888997121837,0.286120916348167,0.000540087930858135,-0.113339415490937,0.246605177960746,
203.08,4.01300000000001,34,1,13,33.75,0,0.264768507929713,-1.00458039069108,0.00055873766541481,-0.137046715868901,0.2220321210619,
203.083,4.01599999999999,34,1,13,33.75,0,0.264693912717658,0.0248849387566663,0.000333893112838268,-0.120032808198626,0.229995407349076,
203.163,4.096,34,1,13,33.75,0,0.26495146438469,1.60129738021845,0.000416161492466927,-0.147130473504144,0.270237827650814,
203.243,4.17599999999999,34,1,13,33.75,0,0.264974203556403,0.621993083758501,0.000127237290143967,-0.132371547844964,0.260850705710297,
203.323,4.256,34,1,13,33.75,0,0.265111115423835,0.631473947401572,0.000240015797317028,-0.119296229846892,0.272571848959157,
203.403,4.33599999999998,34,1,13,33.75,0,0.265111830679564,0.625215459810076,0.000654668547213078,-0.125180438622461,0.269441356994763,
203.483,4.416,34,1,13,33.75,0,0.265188422647196,0.455286345830235,0.000841417349874973,-0.125636064945748,0.27664642687308,
203.563,4.49600000000001,34,1,13,33.75,0,0.265267577614523,1.3622268795135,-7.60238617658615E-05,-0.0640591669955462,0.281182477202898,
203.643,4.57599999999999,34,1,13,33.75,0,0.265316811050526,0.765807913204774,-0.000258623622357845,-0.142636293303776,0.27787757101714,
203.723,4.65600000000001,34,1,13,33.75,0,0.265347507442222,0.100322065975602,0.000303760170936584,-0.101562579901494,0.284261885893807,
203.803,4.73599999999999,34,1,13,33.75,0,0.265379038298936,0.579170872529777,0.000367504544556141,-0.100738664402339,0.280615392330975,
203.883,4.816,34,1,13,33.75,0,0.26545199438328,0.740364180913153,0.000410587526857853,-0.118071405273436,0.287127764638894,
203.963,4.89599999999999,34,1,13,33.75,0,0.265477266752366,-0.339485698936377,0.000409330241382122,-0.154361568408598,0.287070348343354,
204.043,4.976,34,1,13,33.75,0,0.265491124832112,1.04472039295202,-0.000257743522524834,-0.118062987235131,0.283804976979098,
204.123,5.05599999999998,34,1,13,33.75,0,0.265558120452049,0.768788145391201,2.73250043392181E-05,-0.142924611115741,0.287900998691964,
204.203,5.136,34,1,13,33.75,0,0.265586969099779,0.26278197303821,0.000240937806665897,-0.120880925557909,0.290933631495712,
204.283,5.21600000000001,34,1,13,33.75,0,0.265592363320068,1.32080165212216,-0.00022232998162508,-0.0795694025734948,0.293569332828915,
204.363,5.29599999999999,34,1,13,33.75,0,0.265638169489037,0.559445460745862,0.000199112109839916,-0.129220044754329,0.285543903762827,
204.443,5.376,34,1,13,33.75,0,0.265631761989799,-0.0741519020885393,0.000485857017338276,-0.124264976956734,0.294524524850211,
204.523,5.45599999999999,34,1,13,33.75,0,0.265686628064667,1.08469275715247,0.00011189840734005,-0.0579855523581026,0.290490133686531,
204.603,5.536,34,1,13,33.75,0,0.265680488786327,0.128336248528017,0.000143037177622318,-0.129157961721826,0.293379947529678,
204.683,5.61599999999999,34,1,13,33.75,0,0.265720572909465,0.231303270569073,0.000189808197319508,-0.135204217734777,0.298543083458754,
204.763,5.696,34,1,13,33.75,0,0.26568433328587,0.943206234101847,-5.71226701140404E-05,-0.10278109094622,0.292308269812282,
204.843,5.77600000000001,34,1,13,33.75,0,0.265753564079959,0.592358399954717,-0.000133984722197056,-0.113884483471221,0.294696657320983,
204.923,5.85599999999999,34,1,13,33.75,0,0.265780922611588,1.04112548787714,0.00057583674788475,-0.136754189037783,0.300989329643212,
205.003,5.93600000000001,34,1,13,33.75,0,0.265757855614332,1.44755465230114,-5.72483986616135E-05,-0.0635109422508983,0.297408261786165,
205.083,6.01599999999999,34,1,13,33.75,0,0.265787777145656,0.935364498161311,-0.000118478201329708,-0.129240037595305,0.295803376208204,
205.163,6.096,34,1,13,33.75,0,0.265785631378469,0.419132404118641,0.000668959692120552,-0.161111782874849,0.301044510754497,
205.169,6.102,34,1,13,33.75,0,0.265794125040249,-0.341068947285417,0.00120682641863823,-0.112474462055044,0.296164032500949,
205.249,6.18199999999999,34,1,13,33.75,0,0.26579999609769,1.30241734482214,0.000336156226694584,-0.116466716721444,0.304929866351369,
205.329,6.262,34,1,13,33.75,0,0.265830066640624,0.356920057226976,0.000215834006667137,-0.112643875075942,0.295286978795887,
205.409,6.34199999999998,34,1,13,33.75,0,0.265846964557219,0.232793386662287,0.000274716876447201,-0.111131784945311,0.302342221479638,
205.489,6.422,34,1,13,33.75,0,0.265812811096166,1.46143135841919,0.000198273919522762,-0.0812572192537546,0.296566272534097,
205.569,6.50200000000001,34,1,13,33.75,0,0.265840795476557,0.566001971556002,0.000150958076119423,-0.155073944900204,0.299997769311441,
205.649,6.58199999999999,34,1,13,33.75,0,0.265841302116032,0.461544833421732,0.000353842042386532,-0.128568699040439,0.303142976238844,
205.729,6.66200000000001,34,1,13,33.75,0,0.265872266728627,1.44705173811968,0.000494658015668392,-0.113652987417818,0.298405410078573,
205.809,6.74199999999999,34,1,13,33.75,0,0.26584127231371,0.310689205435025,0.000578309409320354,-0.105637962696161,0.296988279977997,
205.889,6.822,34,1,13,33.75,0,0.265856382090982,0.505894413646,4.85731288790703E-05,-0.130522736182111,0.301554761410114,
205.969,6.90199999999999,34,1,13,33.75,0,0.26586645527583,0.864192828259199,0.000258414074778557,-0.112652293114248,0.29519733859401,
206.049,6.982,34,1,13,33.75,0,0.265898701388273,0.384245061086279,5.37699088454247E-05,-0.125271984789033,0.303895581403898,
206.129,7.06199999999998,34,1,13,33.75,0,0.265853699881999,1.07266006969977,3.36114317178726E-05,-0.137444468178837,0.299789827326257,
206.209,7.142,34,1,13,33.75,0,0.265882816750628,1.08717007515744,9.48412343859673E-05,-0.0778615930522593,0.299757626703089,
206.289,7.22200000000001,34,1,13,33.75,0,0.265887287098933,0.337809318331512,0.000531412661075592,-0.118688026579317,0.303902938885403,
206.369,7.30199999999999,34,1,13,33.75,0,0.265900072295086,0.452008090425165,2.96300277113914E-05,-0.14160403135656,0.302739828162092,
206.449,7.38200000000001,34,1,13,33.75,0,0.265889254052187,1.0395981188816,0.000427309423685074,-0.0942231027538551,0.300282964852425,
206.529,7.46199999999999,34,1,13,33.75,0,0.265920546490325,0.348240130984007,0.000467877835035324,-0.100296717391299,0.307859703962574,
206.609,7.542,34,1,13,33.75,0,0.265907016236121,0.668708223280746,0.000143791548907757,-0.128109915952787,0.302384224317089,
206.689,7.62199999999999,34,1,13,33.75,0,0.265884336669051,1.44043934795604,0.000209882855415344,-0.11564806249623,0.3027744269517,
206.769,7.702,34,1,13,33.75,0,0.265903648573731,0.566709776700278,-0.00015938188880682,-0.106713367089693,0.306982207877295,
206.849,7.78200000000001,34,1,13,33.75,0,0.265907582480239,0.401251011000079,0.000501489266753197,-0.106611298375238,0.305216249333987,
206.929,7.86199999999999,34,1,13,33.75,0,0.265931841570376,1.19883564989263,-0.000199279747903347,-0.10042404022067,0.302726649888258,
207.009,7.94200000000001,34,1,13,33.75,0,0.265927877861546,0.237543131709405,0.000237040221691132,-0.127122900961463,0.307592389895627,
207.068,8.001,34,1,13,34,0,0.265926655966342,0.51788984819637,0.000169984996318817,-0.0989687718486006,0.301013171608594,
207.191,0.12299999999999,35,2,13,34,0,0.289243188064378,0.940747542548045,0.00103323720395565,-0.105572722899293,0.489215895393193,
207.338,0.269999999999982,35,2,13,34,0,0.319382425350691,1.3530254126379,0.000107246451079845,-0.112939558671424,0.600216123369006,
207.418,0.349999999999994,35,2,13,34,0,0.335758860913952,-0.566970547016591,-0.000412431545555592,-0.112735421242515,0.638412069503486,
207.498,0.429999999999978,35,2,13,34,0,0.352114971293585,1.70059499137996,-0.000436026602983475,-0.0871993020426742,0.68658601784945,
207.532,0.463999999999999,35,2,13,34,0,0.359074409535361,0.181701031116227,-0.00107091385871172,-0.151771969374858,0.695772485436779,
207.612,0.543999999999983,35,2,13,34,0,0.375367637015499,0.909436478139395,-0.000237543135881424,-0.133655298686558,0.739989785121418,
207.764,0.695999999999998,35,2,13,34,0,0.406454766956479,0.61802564966032,-0.000189682468771935,-0.134444489777702,0.809875149157956,
207.844,0.775999999999982,35,2,13,34,0,0.422806854022637,0.107977537404487,4.91179525852203E-05,-0.155516944166033,0.851433743738105,
207.924,0.855999999999995,35,2,13,34,0,0.439098650991316,1.3336166505238,0.000444785691797733,-0.0599553733215978,0.889312945637174,
208.004,0.935999999999979,35,2,13,34,0,0.455432946071219,1.2203492009884,5.53205609321594E-05,-0.0946219073185799,0.920459306898046,
208.084,1.01599999999999,35,2,13,34,0,0.471775794417545,0.381171696644026,8.65012407302856E-05,-0.176855619015777,0.95378972257368,
208.164,1.096,35,2,13,34,0,0.48811011929977,1.22811643112428,0.000389297492802143,-0.0985689150290877,0.994453870921285,
208.244,1.17599999999999,35,2,13,34,0,0.504430824520824,0.870097413278557,0.000279201194643974,-0.103471370087274,1.02393017701327,
208.324,1.256,35,2,13,34,0,0.520740860510589,0.60429795515159,0.000338377431035042,-0.111996738381204,1.06374374461933,
208.404,1.33599999999998,35,2,13,34,0,0.537056439732253,0.869892522315741,-1.56322494149208E-05,-0.130290187873921,1.10662528888016,
208.484,1.416,35,2,13,34,0,0.553377442976528,1.49957833040546,0.000148904509842396,-0.0810194096716232,1.13647542953873,
208.564,1.49599999999998,35,2,13,34,0,0.569696062035039,-0.0664591777573244,0.000485354103147984,-0.142673122221363,1.17479049236744,
208.644,1.57599999999999,35,2,13,34,0,0.585977249377074,0.791586921617368,-0.000117975287139416,-0.10601677441991,1.22118295229616,
208.724,1.65600000000001,35,2,13,34,0,0.602268748322533,1.51205805268612,0.000253301113843918,-0.151947695924486,1.27035067287498,
208.804,1.73599999999999,35,2,13,34,0,0.618565790499891,0.173486766152388,-0.000392566435039043,-0.152160251391701,1.31083051165426,
208.895,1.827,35,2,13,34,0,0.637109152898367,1.19689849897145,0.000267047435045242,-0.0963749637957075,1.36343724947412,
208.975,1.90699999999998,35,2,13,34,0,0.653468899161288,1.69796866176568,0.000187293626368046,-0.089715243241241,1.41533943859039,
209.055,1.98699999999999,35,2,13,34,0,0.66975092096834,1.38798726147493,3.28151509165764E-05,-0.130239679644087,1.46617944952235,
209.078,2.00999999999999,35,2,13,34.5,0,0.673902682451133,0.980794412553159,0.00043284147977829,-0.144319900964883,1.46711915823605,
209.084,2.01599999999999,35,2,13,34.5,0,0.673107496894577,5.90862695926154,0.000100666657090187,-0.124405979098351,1.47759155526484,
209.103,2.035,35,2,13,34.5,0,0.668937734809274,-3.09126446182268,0.000141109339892864,-0.239189088158688,1.34231401320687,
209.119,2.05099999999999,35,2,13,34.5,0,0.665607682949649,5.38151701773841,0.000439840368926525,0.0248174291795059,1.34520596910159,
209.199,2.131,35,2,13,34.5,0,0.649168126068317,0.418424598974365,0.000441139563918114,-0.137478140332059,1.19425568758118,
209.279,2.21099999999998,35,2,13,34.5,0,0.632667891659319,0.347383314230409,-0.000310507602989674,-0.0929035752494625,1.0840407077738,
209.359,2.291,35,2,13,34.5,0,0.616205267780731,1.49099153641831,0.0001546461135149,-0.076631507204863,1.00575486937979,
209.439,2.37099999999998,35,2,13,34.5,0,0.599827044078148,0.785998986267818,0.000441852025687695,-0.137516021504434,0.938154981243565,
209.519,2.45099999999999,35,2,13,34.5,0,0.58335124757322,0.237356867197753,-0.000142534263432026,-0.0756981572077368,0.878165802361526,
209.599,2.53100000000001,35,2,13,34.5,0,0.566917651156295,1.22416762347726,0.000442774035036564,-0.106236695670642,0.833520418325795,
209.679,2.61099999999999,35,2,13,34.5,0,0.550496571714625,0.642314541979701,0.000117472372949123,-0.114206473436407,0.783726939288368,
209.759,2.691,35,2,13,34.5,0,0.534141295800009,1.01003794088247,0.000586104579269886,-0.111005514370728,0.736691957019132,
209.839,2.77099999999999,35,2,13,34.5,0,0.517711394871016,1.39722598125285,3.80957499146461E-05,-0.0688321947147847,0.698384577636294,
209.919,2.851,35,2,13,34.5,0,0.501353198328841,1.09348444210243,0.000211684964597225,-0.112500768424748,0.66292677878002,
209.999,2.93099999999998,35,2,13,34.5,0,0.48497118973136,-0.133421269696108,0.00011625699698925,-0.158681074314126,0.623793871345821,
210.079,3.011,35,2,13,34.5,0,0.468615884014422,1.67917457254002,-7.18748196959496E-05,-0.0934760018542389,0.596361501555636,
210.159,3.09099999999998,35,2,13,34.5,0,0.4522935992703,1.35494393710792,0.000438918359577656,-0.108681083543612,0.570568034053786,
210.239,3.17099999999999,35,2,13,34.5,0,0.435933554984159,-0.188872214814818,0.000274591147899628,-0.162157724134312,0.527479781815744,
210.319,3.251,35,2,13,34.5,0,0.419564420989797,1.67878341706555,0.000100205652415752,-0.0693488518157869,0.502196914217051,
210.399,3.33099999999999,35,2,13,34.5,0,0.403215522772097,-0.0601261843611668,0.000186287797987461,-0.147512441992257,0.46835352375499,
210.479,3.411,35,2,13,34.5,0,0.386883611877957,0.187046822600631,0.000201668590307236,-0.133530080366763,0.436088871871746,
210.559,3.49099999999999,35,2,13,34.5,0,0.370556528959987,0.939164294199005,0.000115083530545235,-0.0736473126255508,0.410861092251661,
210.639,3.571,35,2,13,34.5,0,0.354275818455105,-0.411029897861793,0.000502578914165497,-0.0563324600858531,0.379242897564547,
210.719,3.65099999999998,35,2,13,34.5,0,0.337906982483963,-0.410638742387324,-0.000253552570939064,-0.135100044510746,0.348020935852898,
210.799,3.73099999999999,35,2,13,34.5,0,0.321597780959215,0.949893130070143,0.000131092965602875,-0.0770987083308202,0.324997583420728,
210.879,3.81099999999998,35,2,13,34.5,0,0.305306311816078,-0.869538619743602,0.00024890061467886,-0.167490551400869,0.294841245802452,
210.961,3.893,35,2,13,34.5,0,0.288560416866541,0.766683356409537,0.000190436840057373,-0.0950470182530094,0.264097217707405,
211.041,3.97299999999998,35,2,13,34.5,0,0.272242185238215,0.179596242134563,0.0006444426253438,-0.116423574275128,0.240459631985441,
211.084,4.01599999999999,35,2,13,34.75,0,0.264655855152418,-1.78897750215869,0.000279494561254978,-0.166520372486156,0.223348435039326,
211.164,4.096,35,2,13,34.75,0,0.264935698956333,1.08053905854264,-3.42400744557381E-05,-0.109037797916809,0.264107532151413,
211.244,4.17599999999999,35,2,13,34.75,0,0.265033212154034,0.520329913299007,9.88226383924484E-05,-0.106615507394391,0.265111316147076,
211.324,4.256,35,2,13,34.75,0,0.265045878140899,0.114683059823948,0.000226018019020557,-0.147175720460036,0.26470285950772,
211.404,4.33599999999998,35,2,13,34.75,0,0.265155461279024,0.33928080797356,0.000350154004991055,-0.121961591225382,0.265828693876951,
211.484,4.416,35,2,13,34.75,0,0.265192773786213,0.841729328154004,-3.05520370602608E-05,-0.117931455386607,0.271932399996991,
211.564,4.49599999999998,35,2,13,34.75,0,0.265244570221911,0.457670531579377,0.000745444558560848,-0.152588519090495,0.273815891979019,
211.644,4.57599999999999,35,2,13,34.75,0,0.265364405358817,1.34753060954418,-4.31248918175697E-05,-0.0804596101243051,0.279266435350163,
211.724,4.65600000000001,35,2,13,34.75,0,0.265391436064903,0.876709803442193,9.69367101788521E-05,-0.128817031170452,0.276672550589056,
211.804,4.73599999999999,35,2,13,34.75,0,0.26541876479421,0.234432514364822,-6.03916123509407E-05,-0.143489671937,0.286556046416276,
211.884,4.816,35,2,13,34.75,0,0.265420016491735,0.975318235910599,0.000472278334200382,-0.100003138305393,0.27871811671271,
211.964,4.89599999999999,35,2,13,34.75,0,0.265468773090586,0.788513557175116,-0.000219312496483326,-0.112068291706801,0.282766477777981,
212.044,4.976,35,2,13,34.75,0,0.265521314584335,0.0775419162006002,0.000362894497811794,-0.125970681968393,0.287621693792819,
212.124,5.05599999999998,35,2,13,34.75,0,0.265551921569065,0.35686417787348,0.00032203271985054,-0.107982386364252,0.280202907703326,
212.204,5.136,35,2,13,34.75,0,0.265571740113219,0.80110503816277,-0.000503123737871647,-0.103329315690868,0.292319841547433,
212.284,5.21599999999998,35,2,13,34.75,0,0.265612926922272,-0.152699646652059,0.000510248355567455,-0.14167348017258,0.28848067975849,
212.364,5.29599999999999,35,2,13,34.75,0,0.265661802730411,0.679939973333343,0.000263359397649765,-0.0734747428402873,0.28403624869994,
212.444,5.376,35,2,13,34.75,0,0.265642222604833,0.195968892708747,-0.000365115702152252,-0.110171076323691,0.292649298393291,
212.524,5.45599999999999,35,2,13,34.75,0,0.265673246822073,0.149421391246989,-0.000229957513511181,-0.10203609455618,0.287842837335007,
212.604,5.536,35,2,13,34.75,0,0.265698548993481,0.736992793252257,0.000229873694479465,-0.131366644522241,0.289355637978313,
212.684,5.61599999999999,35,2,13,34.75,0,0.265728202303906,0.637080509202288,0.000136918388307095,-0.127707954623698,0.291604792134489,
212.764,5.696,35,2,13,34.75,0,0.265747454603942,-0.415947280969397,0.000264616683125496,-0.122108906895729,0.28624905782881,
212.844,5.77599999999998,35,2,13,34.75,0,0.265700635156023,0.900458528677784,0.000119819305837154,-0.113412021071323,0.293680742794105,
212.924,5.85599999999999,35,2,13,34.75,0,0.265753713091569,1.22589988343562,0.000299527309834957,-0.0991171397737356,0.296586039944849,
213.004,5.93599999999998,35,2,13,34.75,0,0.265744235953162,0.120569018392141,-5.13391569256783E-05,-0.16107074493811,0.290947275432932,
213.084,6.01599999999999,35,2,13,34.75,0,0.265777197321333,1.10939143139749,0.000552032142877579,-0.0930793017990905,0.294279329794117,
213.164,6.096,35,2,13,34.75,0,0.265814718444776,0.664498645317418,-0.000277105718851089,-0.128338255241825,0.303663401639453,
213.244,6.17599999999999,35,2,13,34.75,0,0.265786495645808,-0.249128784334141,0.00024307519197464,-0.166733980208159,0.293152238133742,
213.324,6.256,35,2,13,34.75,0,0.265805777748165,0.783316777300033,0.000335695222020149,-0.0999884067383585,0.29402840707837,
213.465,6.39699999999999,35,2,13,34.75,0,0.265852299172863,-0.275317574672369,-8.5076317191124E-05,-0.144427230953279,0.293354266193919,
213.523,6.45499999999998,35,2,13,34.75,0,0.265828904350065,0.707544373960124,0.00141926575452089,-0.0699465325354799,0.297953809726469,
